Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,11805997672,51883371962,80939805769,311352015810,1210626197.0,949608357150,603292864750,1337276541158,740019140000,740019140000.0,14.8,18.05
1,2020/4/0/0,101438706,55222954290,88149998692,123670780308,471972979.0,865567223541,407604639439,805941481936,740019140000,740019140000.0,13.3,15.7
2,2020/3/0/0,1313336194,163888594930,192452618565,60160847685,470168816.0,885208200363,385043534692,1030859945750,740019140000,740019140000.0,5.8,15.95
3,2020/2/0/0,8966114798,64054385180,101574223242,9984173807,468119825.0,737202814189,312015892869,922299631375,740019140000,740019140000.0,5.29,5.4
4,2020/1/0/0,3274311650,65895273985,88147264472,76852889049,465989649.0,807861501518,268250175445,1045715086964,740019140000,740019140000.0,4.5,5.34
5,2019/4/0/0,-14809585284,193231900884,205146707026,23141565620,14293729203.0,501494055297,318237817490,993363849007,740019140000,740019140000.0,5.39,4.3
6,2019/3/0/0,1177959890,98936202463,132672559216,103255327965,461247616.0,602584309688,291626981527,933574210179,740019140000,740019140000.0,5.5,4.99
7,2019/2/0/0,8488945467,132072598567,174159858611,70071332088,6673770000.0,602483671228,259179702997,912410562091,740019140000,740019140000.0,6.8,6.14
8,2019/1/0/0,16596974501,125570872754,180821393867,91262129666,6671323348.0,624369861101,242540864038,632076843253,740019140000,740019140000.0,6.4,6.6
9,2018/4/0/0,75011008786,70954312550,164628410621,57250776369,6478000000.0,673220168680,159790945226,452282880672,757346722959,757346722959.0,5.7,6.8
10,2018/3/0/0,20927793955,117089865530,169871256547,21713246797,12978000000.0,621864070427,130446822374,598348509554,740019140000,740019140000.0,5.4,5.7
11,2018/2/0/0,10026240344,160470211514,201808891802,76066062081,6850000000.0,601759912444,117896388996,598596147221,740019140000,740019140000.0,5.2,5.64
12,2018/1/0/0,19137276118,99475484568,148249339351,59363101299,6850000000.0,622739954862,84485740433,588087359342,740019140000,740019140000.0,6.15,5.09
13,2017/4/0/0,47879505347,136591728064,250440781329,52945261606,6850000000.0,460638953306,72749455729,474943826244,740019140000,740019140000.0,6.75,6.54
14,2017/3/0/0,15953367480,13908003409,36471720602,40486557628,6731312334.0,597984573011,96569365607,529593630845,740019140000,740019140000.0,7.5,7.25
15,2017/2/0/0,30997594330,98783318167,143232768773,51779144311,,644073909335,96769642195,533108452800,740019140000,740019140000.0,10.4,8.0
16,2017/1/0/0,69087464206,167054956968,302082035915,83853070563,7500000000.0,603077322761,89479764215,538614172996,740019140000,740019140000.0,6.42,12.05
17,2016/4/0/0,60865123503,251424489339,369586464659,69024326354,,633953303971,233651213631,593689287759,740019110000,740019140000.0,3.6,5.25
18,2016/3/0/0,5079405459,74244703017,111994996076,79080057974,,1061625764337,157409324859,640699604320,740019140000,740019140000.0,4.4,3.15
19,2016/2/0/0,19376122641,72623170618,139856075402,90739269806,,1119650174437,202479064132,500191121597,740019140000,740019140000.0,4.6,4.65
20,2016/1/0/0,3963842844,69654822922,93504759392,16477832417,,1141806723622,234284370017,499323205466,740019140000,740019140000.0,3.8,4.3
21,2015/4/0/0,18037070192,233891559034,286043470290,13673104572,,1158885857854,254502554021,632841791107,740019140000,740019140000.0,5.8,3.8
22,2015/3/0/0,6243532161,44930265007,66594829960,12407563218,,1047825114424,247951160411,371236613441,740019140000,740019140000.0,3.8,6.2
23,2015/2/0/0,4157325963,46029028479,57655834749,9715588347,,964613722879,193407036618,339778482244,740019140000,740019140000.0,4.5,3.9
24,2015/1/0/0,9562439603,72890002082,77409848308,22688136614,,989309582923,80807032672,480262319494,740019140000,740019140000.0,4.9,4.5
25,2014/4/0/0,20610275552,63717242913,102832045683,33660343399,,885694991164,77457654293,436581468922,0,740019140000.0,5.2,4.7
26,2014/3/0/0,13262416639,10239012389,17574981263,11580648693,,528490149808,92366557238,421013019726,0,740019140000.0,4.5,5.0
27,2014/2/0/0,13143384931,84778129394,65619433682,17921858091,,517876050043,64662052909,462799360503,0,740019140000.0,4.7,4.5
28,2014/1/0/0,5036009195,16821581459,39739715764,23073384874,,431231449977,10217371202,794014982905,0,740019140000.0,3.6,4.7
29,2013/4/0/0,1983304180,66587301987,72301903282,13611580078,,492000757817,8274877465,802627831771,0,740019140000.0,2.3,3.6
30,2013/3/0/0,507131942,6989670688,8129458560,5377093268,,361740574583,8486974692,724692339064,0,740019140000.0,2.0,2.3
31,2013/2/0/0,848004988,123310254085,175905432596,21705252359,500000000.0,484181667638,10390418593,823449378537,0,740019140000.0,,2.0
32,2013/1/0/0,492963506,2864106638,3859650630,15141750697,,286933453854,8771068303,782926959277,0,740019140000.0,2.4,
33,2012/4/0/0,-7266720880,80140186207,51783545306,12574324346,,451661322020,696828767,1093199059135,0,740019140000.0,3.4,2.3
34,2012/3/0/0,-178649369453,13494644670,11361612392,9575616313,,413143068718,696828767,947285425808,0,740019140000.0,3.4,3.3
35,2012/2/0/0,18176225063,-1064459864,111838134988,12471949257,,516677911919,696828767,1200332443874,0,740019140000.0,6.1,3.5
36,2012/1/0/0,-46715080993,12045421534,21574614813,44578992730,5418291667.0,483964539135,836733528,1196658253131,0,740019140000.0,5.4,6.0
37,2011/4/0/0,-63894956437,10638172385,3813642169,54437201674,8918291667.0,385030682790,1976750161,1094993218631,0,740019140000.0,7.6,5.3
38,2011/3/0/0,-25530781907,9519024778,9047825263,4189641968,10218291667.0,416261852304,14645930417,841934362901,0,740019140000.0,8.8,7.8
39,2011/2/0/0,-46393187537,28412394068,42762702679,9085600648,12918291667.0,434087556564,12623791236,778147920798,0,740019140000.0,8.4,8.5
40,2011/1/0/0,-10308759685,14788142607,29202249321,3472186884,35592291667.0,471099765154,20229663996,792521226882,0,740019140000.0,7.2,8.4
41,2010/4/0/0,5595028510,22727855536,33138546077,6430632265,46592291667.0,510648023483,20229663996,637016102147,0,740019140000.0,12.0,7.4
42,2010/3/0/0,5005814584,19732757556,37067962766,5059484980,143230000000.0,269919695348,696828767,415137199496,0,740019140000.0,12.9,12.0
43,2010/2/0/0,21929456289,343563331727,335734645993,16269652741,154230000000.0,233658747189,696828767,287081019886,0,672749980000.0,19.6,13.0
44,2010/1/0/0,2057751666,328689777818,324926063983,201139417574,85000000000.0,452549187745,9949978448,430318364253,0,672749980000.0,29.5,20.9
