Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,170943736304,1628756699683,2003582213051,2089768472417,1885000000000.0,466676770064,1094572817739,2045755531121,3914000000000,3914000000000.0,18.35,26.6
1,2020/4/0/0,89298635533,1327987097486,1624412670661,1949179830219,1935000000000.0,209667755690,1314316391820,1896761633686,3914000000000,3914000000000.0,15.9,18.7
2,2020/3/0/0,182567020020,1521757882264,1954929714783,2177345076822,1925000000000.0,406301895143,1401379909769,2059517373009,3914000000000,3914000000000.0,17.15,15.3
3,2020/2/0/0,308291944123,1607959893642,2178285735218,3311166583380,1145000000000.0,441241601167,1408562690254,2403373495474,3914000000000,3914000000000.0,13.6,17.15
4,2020/1/0/0,106358832067,1358508459054,1697289359376,2929191661594,1095000000000.0,418826465046,1332987565082,2047878552483,3914000000000,,13.95,14.15
5,2019/4/0/0,237075490099,1727986656474,2285022898229,2976952450033,1035000000000.0,289405734319,1350638678171,2060801280762,3914000000000,3914000000000.0,11.7,13.6
6,2019/3/0/0,61874333576,1579221629973,1893320917323,2329975677779,935000000000.0,309172864723,1618715086154,1594241026045,3914000000000,3914000000000.0,13.75,11.15
7,2019/2/0/0,32963182436,1668872583955,1931241887372,2299939617754,815000000000.0,349153022089,1613588713233,1684505550102,3914000000000,3914000000000.0,13.65,13.9
8,2019/1/0/0,53570246393,1305367384204,1573955505134,1717604529857,865000000000.0,465900058689,1538478657094,1231923756015,3914000000000,3914000000000.0,17.7,14.35
9,2018/4/0/0,152586942271,1841740612863,2321456760986,1716919348616,955000000000.0,520545713356,1662663084855,1513850189527,3914000000000,3914000000000.0,22.55,18.05
10,2018/3/0/0,157879238856,1702599547561,2192979690703,2038572467467,870000000000.0,473927471871,1688517385335,2030658447567,3914000000000,3914000000000.0,18.7,22.4
11,2018/2/0/0,218848142759,2234761725053,2699060908556,1730539671826,870000000000.0,418998155080,1678973689637,1813998775590,3914000000000,3914000000000.0,18.45,18.5
12,2018/1/0/0,183159876829,1618538373415,2083614190164,1913206656068,975000000000.0,345585064248,1718773239333,2312115423046,3914000000000,3914000000000.0,18.5,18.2
13,2017/4/0/0,104024975742,1098196817188,1532382636641,2361887855663,895000000000.0,256516457348,1222968204548,1417572897670,3914000000000,3914000000000.0,23.4,18.6
14,2017/3/0/0,134222124171,1618615858023,2038428749748,2622429691083,735000000000.0,549090390148,952435598704,1349366540597,3914000000000,3914000000000.0,20.25,23.95
15,2017/2/0/0,233353569661,1760478887962,2372114449346,2886356697619,575000000000.0,550218556310,1482133966678,1447644186738,3914000000000,3914000000000.0,23.5,20.9
16,2017/1/0/0,229251101636,1388684328795,1977902239628,3717933841483,35000000000.0,478357348121,1133170059148,1154261660408,3914000000000,3914000000000.0,23.7,23.5
17,2016/4/0/0,142783519431,1300263448212,1677837315858,4098557036080,55000000000.0,512364640907,923155439979,1159284251430,3914000000000,3914000000000.0,24.6,23.55
18,2016/3/0/0,209726311745,1333240434919,1822568517710,4923260836698,85000000000.0,808205668304,895941745659,804748484107,3914000000000,3914000000000.0,27.9,24.1
19,2016/2/0/0,386154108473,1693260704641,2432740712853,5143438505430,105000000000.0,828050949400,951022349852,1120078308912,3914000000000,3914000000000.0,28.6,27.8
20,2016/1/0/0,412842831291,1202181242342,1991640577304,4995681250145,150000000000.0,818282233053,1241574641406,773719961217,3914000000000,3914000000000.0,30.1,29.3
21,2015/4/0/0,318246454131,1552188913009,2367475495086,5380048266789,390950000000.0,838285603309,1365359901358,1779306321707,3800000000000,3800000000000.0,29.0,30.2
22,2015/3/0/0,417849287035,1498554117922,2269453131883,5023257733216,380850000000.0,992191155764,1386618735463,928103901281,3800000000000,3800000000000.0,33.8,28.8
23,2015/2/0/0,298314695841,2131097600812,2803947740940,5327392852447,75000000000.0,612740962027,1250229579622,839402072424,3800000000000,3800000000000.0,30.8,32.9
24,2015/1/0/0,487100584086,1430583366064,2324070476564,5824213873374,76245382915.0,482014384036,1285456025036,821485555905,3800000000000,3800000000000.0,30.0,30.6
25,2014/4/0/0,167769554481,1848095713150,2449779147878,5078299954021,76245382915.0,404397880251,1491901174015,1042294440372,0,3800000000000.0,30.5,29.6
26,2014/3/0/0,295759648495,1610753448971,2119765441840,4959192152995,578053298732.0,550333730397,1509220174081,1306201045310,0,3800000000000.0,29.9,30.1
