Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,536514007,32560619315,35064064709,5408677916,13603777045,134627938394,55198990111,94462120910,,80000000000.0,15.75,12.4
1,2020/4/0/0,1669168237,52748950928,56480556314,18876504962,10654079179,136831555137,7703606864,59263915827,,80000000000.0,9.3,15.8
2,2020/3/0/0,687521634,50451875460,54428990454,10035380398,10622069899,164038599113,4061630187,76031009976,,80000000000.0,7.35,8.5
3,2020/2/0/0,251864594,22971528702,25497879801,9850016647,10463910500,147830836214,5517642759,59543033358,,80000000000.0,6.87,7.75
4,2020/1/0/0,145390218,13684722152,15666656992,20947432783,10367366363,125780719787,4453012931,43501775057,,80000000000.0,6.98,6.88
5,2019/4/0/0,2753253613,69273514326,73407035523,10919248946,9716015702,166929015673,7754314774,76828873159,,80000000000.0,6.9,6.63
6,2019/3/0/0,970934900,31554151089,35211050253,14035004002,9709204622,159116508686,31669559904,101385090945,,80000000000.0,7.1,7.3
7,2019/2/0/0,829482121,34291805280,37502689274,21425501525,8484152542,146282387415,3871630223,63957439476,,80000000000.0,7.5,7.58
8,2019/1/0/0,629195842,25585568292,27617964891,21970342648,7528597662,137282453225,3400234825,47957727059,,80000000000.0,9.24,7.65
9,2018/4/0/0,2400660789,91655685756,97161711323,14846739836,12487278102,181048397538,2660042263,89412268305,,80000000000.0,9.12,8.61
10,2018/3/0/0,1169297268,49461203531,52814608472,31793545350,12452952842,144336000969,8730308404,80989160096,80000000000.0,80000000000.0,9.0,9.8
11,2018/2/0/0,1570993294,57374981829,61192041312,20251288270,11465918962,164142327366,10716208067,89136409689,,80000000000.0,7.75,8.6
12,2018/1/0/0,442733246,28017613550,29376790098,29735918251,21629142342,118896382808,26410665847,76167337930,,80000000000.0,8.13,8.25
13,2017/4/0/0,2284065535,114381435086,120900452239,10863903021,26570478008,162001371045,25296841688,104285249821,,80000000000.0,9.89,8.38
14,2017/3/0/0,13357648062,36328901518,39124537139,10835455174,31726352308,118755912270,48583228496,88554528015,,80000000000.0,8.0,9.45
15,2017/2/0/0,1504302244,40355868019,44969233050,37277604769,26589171618,106337758909,7026311981,71155599700,,80000000000.0,9.0,8.96
16,2017/1/0/0,1567343399,51247254327,54495266377,50599920440,11484729908,125534809510,7000545089,91811360679,,80000000000.0,7.1,9.0
17,2016/4/0/0,1283084701,66913423530,71463447258,22585755117,15481581858,190535045341,20319820157,146379333443,,80000000000.0,7.21,7.0
18,2016/3/0/0,4163791595,110426381377,118383514688,12265814667,21426745258,217332012523,4648489446,155896865193,,80000000000.0,8.8,7.84
19,2016/2/0/0,2372588615,51230350412,55621567278,16883685044,21342350207,135081123929,50235903130,127307887866,,80000000000.0,8.2,8.95
20,2016/1/0/0,6544072406,121632209964,133193926636,14961166547,18619141007,253594916484,7574927295,198709048684,,80000000000.0,7.6,9.2
21,2015/4/0/0,3100582913,125734574770,132751832012,36291204666,18824712356,195151142526,89257291657,260133485833,,80000000000.0,5.2,7.4
22,2015/3/0/0,516772007,84734521627,86744859045,61925105566,19781486557,166758677681,23712580567,188547891194,,80000000000.0,4.7,4.7
23,2015/2/0/0,2076918697,59106875197,63350472783,34884692087,21376954757,161247312585,436571569,137660228476,,80000000000.0,5.2,4.7
24,2015/1/0/0,828491609,31246367614,34078471787,26094993012,22726786745,135063840116,8010918851,107441043581,,,5.7,5.0
25,2014/4/0/0,-39957981397,112454350921,118554265075,2923234127,21865649437,188638150964,6494991391,136544829046,0.0,80000000000.0,5.5,5.7
26,2014/3/0/0,159617583,26977274296,28791295572,1639600277,26484851549,144698878704,37925839991,88869810589,0.0,80000000000.0,6.0,5.6
27,2014/2/0/0,225927314,11100148132,12430315296,9466957110,25588845700,129299493625,11956583235,52270876367,0.0,80000000000.0,6.3,6.0
28,2014/1/0/0,358128968,7070933664,7866411277,2877165643,42254511100,119933832366,8593339275,49567038732,0.0,80000000000.0,6.6,6.3
29,2013/4/0/0,3228393313,32979726745,35664753143,43372883280,1966452600,151817849303,7298197050,80970047664,0.0,80000000000.0,5.5,6.3
30,2013/3/0/0,72921347,23159357142,25589178114,37379584239,2031021293,138653237835,6718430439,64286441158,0.0,80000000000.0,4.5,5.5
31,2013/2/0/0,88307680,15227340067,16148370017,43094215401,2252278693,117967256792,8742517634,51251760622,0.0,80000000000.0,4.9,4.4
