Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,22467364207.0,101156432443.0,157635062712.0,24703183236.0,,679717679484.0,1788318805086.0,2069277132334.0,797262940000,797262940000.0,15.65,13.1
1,2020/4/0/0,56931861276.0,428486684630.0,614161913846.0,42851317969.0,,447084243812.0,1798863973946.0,1735433604278.0,797262940000,797262940000.0,16.45,15.5
2,2020/3/0/0,30969564761.0,89898393875.0,133533561545.0,18827699239.0,,428054357753.0,2276858433763.0,2012071841074.0,725188030000,725188030000.0,14.4,16.7
3,2020/2/0/0,34923129658.0,136582117715.0,186572098394.0,21080645164.0,,487046045647.0,2040363390965.0,2047889214135.0,725188030000,725188030000.0,14.7,13.8
4,2020/1/0/0,827588302.0,19766220949.0,26513053119.0,18741487885.0,,396710613752.0,2062369133164.0,1920498240882.0,690866880000,690866880000.0,13.5,14.1
5,2019/4/0/0,114318501667.0,172351281016.0,317095583356.0,43006264958.0,54822416683.0,399012869154.0,1885921581653.0,1932740085047.0,690866880000,690866880000.0,16.0,13.9
6,2019/3/0/0,1439520377.0,15009107571.0,23460492505.0,22097684956.0,74822416683.0,502614954688.0,2163816970122.0,2081666216038.0,690866880000,690866880000.0,15.7,16.1
7,2019/2/0/0,4354488444.0,24669645148.0,49019068917.0,30708319223.0,91822416683.0,317621636982.0,3179720660280.0,1602194227807.0,690866880000,690866880000.0,14.35,16.0
8,2019/1/0/0,439667233.0,58997409227.0,61501229860.0,66570689211.0,,315751619691.0,2889804710511.0,855903356648.0,690866880000,690866880000.0,12.5,14.7
9,2018/4/0/0,12803487262.0,75697015414.0,91263865685.0,77923444553.0,,267602010086.0,2834535322242.0,998526887912.0,690866880000,690866880000.0,11.8,12.7
10,2018/3/0/0,41829882224.0,232984230477.0,284383611234.0,19942948507.0,,298745001061.0,2669096151376.0,753221149207.0,690866880000,690866880000.0,11.65,11.5
11,2018/2/0/0,19804983003.0,147371229627.0,168117732137.0,112350986188.0,,306282688921.0,2753562215916.0,1159156971484.0,690866880000,690866880000.0,13.3,12.0
12,2018/1/0/0,9107171755.0,64544691841.0,79123137889.0,112301426024.0,,202272183702.0,2769617040177.0,1222064603558.0,690866880000,690866880000.0,16.0,13.3
13,2017/4/0/0,12516871098.0,103233058336.0,124140923244.0,45266230986.0,,287173753855.0,2731509169921.0,1276898912184.0,690866880000,690866880000.0,13.5,17.0
14,2017/3/0/0,26258018857.0,148153022720.0,185466819670.0,29037153822.0,,308585878017.0,2688240067393.0,1276327975648.0,690866880000,690866880000.0,14.0,14.2
15,2017/2/0/0,29415700326.0,173415276348.0,215514914079.0,58482887673.0,,343768150602.0,2673088909927.0,1017013117975.0,690866880000,690866880000.0,14.85,13.9
16,2017/1/0/0,9399471576.0,61539152641.0,77486243242.0,63491067083.0,,317432030958.0,2703703276822.0,1043623813971.0,690866880000,690866880000.0,14.5,13.8
17,2016/4/0/0,24474902676.0,154345437961.0,189087718658.0,50855004269.0,,280851523615.0,2624821769416.0,970708167379.0,690866880000,690866880000.0,10.1,14.0
18,2016/3/0/0,1590697546.0,13407841007.0,20205401264.0,18369977913.0,,233977611583.0,2658940448604.0,1073851043763.0,690866880000,690866880000.0,11.0,10.5
19,2016/2/0/0,4021068025.0,37630600709.0,49508012167.0,44020137747.0,,189506146738.0,2485248558418.0,880599771396.0,690866880000,690866880000.0,10.8,11.05
20,2016/1/0/0,-2218980519.0,15971936362.0,19751678074.0,17488169922.0,,318877301966.0,1638697034404.0,550470522850.0,690866880000,690866880000.0,8.2,10.8
21,2015/4/0/0,9606496651.0,62356016211.0,78143567852.0,8561598600.0,,301128751016.0,1616310372469.0,516855225365.0,690866880000,690866880000.0,8.1,9.0
22,2015/3/0/0,-3294354805.0,26027758784.0,30231902670.0,9994279139.0,,305553755884.0,1580129898934.0,265863773273.0,690866880000,690866880000.0,8.7,7.9
23,2015/2/0/0,2823042233.0,56714795877.0,75230189174.0,29241837266.0,,169485852175.0,1564510003602.0,250763954849.0,690866880000,690866880000.0,8.6,8.8
24,2015/1/0/0,-485416148.0,23478266641.0,29202277539.0,4525772212.0,,161430653966.0,1602303867137.0,419719529460.0,690866880000,690866880000.0,7.8,8.6
25,2014/4/0/0,20316897603.0,60219082014.0,86023766393.0,9227714037.0,,159510059513.0,1383464470345.0,474200203215.0,0,690866880000.0,6.8,8.0
26,2014/3/0/0,1664782440.0,300989886391.0,318019560380.0,12616168011.0,,162985972866.0,1242454487940.0,502543800861.0,0,690866880000.0,7.9,6.8
27,2014/2/0/0,-12404745776.0,33193341520.0,30410635915.0,3216776693.0,,163380539845.0,1718160001696.0,675959195512.0,0,690866880000.0,7.8,8.1
28,2014/1/0/0,-1217809808.0,22274858709.0,22363749407.0,5708677164.0,,204988112681.0,1674448310921.0,650922300116.0,0,690866880000.0,7.8,7.6
29,2013/4/0/0,-266423770075.0,278110864466.0,41318756333.0,2600471968.0,,227479072077.0,1673630565916.0,665864099524.0,0,690866880000.0,7.2,8.0
30,2013/3/0/0,-11559356995.0,19518939884.0,23691101631.0,4944711461.0,,240753095698.0,1889947147788.0,645668142695.0,0,690866880000.0,7.6,7.2
31,2013/2/0/0,-18642939441.0,19443080456.0,23454478286.0,7610977582.0,,254321104400.0,1884427396792.0,659707777857.0,0,690866880000.0,7.0,7.0
32,2013/1/0/0,6622857585.0,107081892664.0,127632035394.0,4226852162.0,,411532057455.0,1838379871458.0,702176414075.0,0,690866880000.0,7.9,6.9
33,2012/4/0/0,7755758196.0,60879980963.0,62688735836.0,12021714472.0,,349484357196.0,1827352521412.0,647284605053.0,0,690866880000.0,8.5,7.1
34,2012/3/0/0,-7914820205.0,24418702490.0,33196399480.0,5868465748.0,,375766606274.0,1836728814627.0,707214407952.0,0,690866880000.0,6.7,8.2
35,2012/2/0/0,2685692916.0,-5333803587.0,23469381033.0,20120408350.0,,411655898292.0,1822314750918.0,735005144391.0,0,690866880000.0,9.7,7.5
36,2012/1/0/0,3502161466.0,24127626398.0,27585803078.0,23748903659.0,,454449291700.0,1748175315345.0,797343994003.0,0,690866880000.0,13.1,9.2
37,2011/4/0/0,-52596712140.0,108821830436.0,59297133751.0,16525188339.0,,486381363347.0,1724688532926.0,782749848980.0,0,690866880000.0,6.9,13.0
38,2011/3/0/0,-38645167981.0,58617197072.0,39396161833.0,41381705502.0,,499535119566.0,1733781990443.0,736354521965.0,0,690866880000.0,10.3,6.8
39,2011/2/0/0,-42212232285.0,80479152001.0,68422255004.0,59406433769.0,,523178358595.0,1721298433073.0,773163519256.0,0,690866880000.0,12.2,11.1
40,2011/1/0/0,1735376824.0,29618404622.0,37074090046.0,48730298852.0,,584128295382.0,1599823856564.0,665817876214.0,0,690866880000.0,16.4,12.3
41,2010/4/0/0,89745297621.0,412378990777.0,555635748067.0,64936167182.0,,691746023873.0,1447436840050.0,623257595695.0,0,690866880000.0,23.5,16.6
42,2010/3/0/0,50227328559.0,139766241871.0,151812696531.0,116264347161.0,,730115307160.0,1355492309897.0,788275981555.0,0,690866880000.0,19.8,23.5
43,2010/2/0/0,62492176918.0,214539866000.0,283343352549.0,473638021211.0,,723666982260.0,1453611407798.0,1234745642932.0,0,690866880000.0,28.8,20.2
44,2010/1/0/0,33475683306.0,95865214256.0,103256438184.0,30508671215.0,,692113857854.0,1592547880828.0,1334966747826.0,0,230288960000.0,40.5,29.1
45,2009/4/0/0,9867976707.0,207653250240.0,240869534459.0,23193280723.0,,773166796834.0,1615583740167.0,1342896104931.0,0,230288960000.0,83.5,41.3
46,2009/3/0/0,29053101102.0,128027273501.0,179844238124.0,98643810886.0,,959226999074.0,1560442485107.0,1308085655893.0,0,230288960000.0,82.0,83.0
