Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,13252432726,486600893669,551262813662,24603705523.0,,557166380190.0,628486730035.0,1152571606251.0,373367160000.0,410699210000.0,10.25,10.5
1,2020/4/0/0,-5510492410,657188697752,710120245720,26100272785.0,,591968516640.0,587944711947.0,1134585545413.0,373367160000.0,373367160000.0,8.4,10.1
2,2020/3/0/0,5065637765,671099486877,718480367644,74531922016.0,,971135598314.0,618667720343.0,1490738482473.0,373367160000.0,373367160000.0,7.7,8.29
3,2020/2/0/0,4023159241,634321212029,677456618124,34017501332.0,,627534531423.0,576519861545.0,1170331954644.0,373367160000.0,373367160000.0,6.82,7.9
4,2020/1/0/0,2375490382,585277068695,639431499473,27534663825.0,,849554773105.0,459232720146.0,1215446539028.0,373367160000.0,373367160000.0,7.5,7.25
5,2019/4/0/0,60078715471,722936306686,865318432022,38508632340.0,,873738613971.0,414786113095.0,1129653175293.0,373367160000.0,373367160000.0,7.9,7.5
6,2019/3/0/0,16661506304,478037102960,543745835942,44437168984.0,,599516987024.0,342401091250.0,948584610724.0,339428620000.0,339428620000.0,7.88,8.3
7,2019/2/0/0,4306134313,337016857765,382020686817,40949966244.0,,545931153200.0,382702785915.0,934454807860.0,339428620000.0,339428620000.0,8.8,7.9
8,2019/1/0/0,795001727,269897789603,310658958832,38082096991.0,,419233537892.0,385343553904.0,804343022932.0,339428620000.0,339428620000.0,9.85,8.89
9,2018/4/0/0,-3495342345,540437651194,584913619220,39409615250.0,,434091361602.0,320382276746.0,788468163229.0,339428620000.0,339428620000.0,9.89,9.74
10,2018/3/0/0,1020743713,331501491969,360769163688,32299617808.0,,352434091005.0,295947552571.0,629749004258.0,282860760000.0,282860760000.0,13.0,9.89
11,2018/2/0/0,9583289122,340003272231,379454450769,11428956938.0,,363107953986.0,263676285190.0,581774783664.0,282860760000.0,282860760000.0,12.9,13.45
12,2018/1/0/0,816700516,201945925093,227062918711,38407592935.0,,749287449304.0,251106759661.0,988336472345.0,282860760000.0,282860760000.0,13.5,13.0
13,2017/4/0/0,75004437541,361649216398,374359475063,10611520457.0,,531417833038.0,236088571369.0,697346669680.0,282860760000.0,282860760000.0,20.4,13.95
14,2017/3/0/0,10759829584,300949944609,337015781444,18531940716.0,,393038837032.0,241295995819.0,642911528831.0,282860760000.0,282860760000.0,19.3,20.5
15,2017/2/0/0,16850247894,349160036045,383474857002,14892988733.0,,349341477212.0,257499070364.0,658360740464.0,320360760001.0,320360760001.0,21.2,18.7
16,2017/1/0/0,5188138326,192976534703,220385158447,31079304749.0,,279158795124.0,205087232366.0,490830890661.0,293360760000.0,293360760000.0,16.0,21.9
17,2016/4/0/0,3706978239,264077701843,293675932324,54609236451.0,,234314880487.0,196618259311.0,501539159841.0,228486410000.0,228486410000.0,20.4,14.0
