Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,10305671589,248145416422,280445381496,84321696242,34169045672.0,125221860071,85582258290,225869902564,145998550000.0,145998550000.0,29.6,24.1
1,2020/4/0/0,22230663645,191225413223,240403466217,53195603698,16124454794.0,129071313164,83059032007,243233950566,145998550000.0,145998550000.0,19.8,31.2
2,2020/3/0/0,13753543291,209107083404,241083882365,55757978034,29024668534.0,79244625687,79387049825,231710675028,145998550000.0,145998550000.0,15.8,19.5
3,2020/2/0/0,6154672359,204270363691,242717718002,22699060926,42024668534.0,58145349890,91059004502,222404083709,,139237730000.0,7.6,15.4
4,2020/1/0/0,5634994752,197647673656,219027453239,32749276306,30000000000.0,56577036466,105245280392,210251811283,139237730000.0,139237730000.0,7.7,7.79
5,2019/4/0/0,4156396919,210597741145,257474209832,67014308420,10000000000.0,68472027719,109430197851,239358476904,139237730000.0,139237730000.0,9.0,8.8
6,2019/3/0/0,7102526196,196176523090,221281085209,19096579228,24500000000.0,95674868965,99879840082,235895535822,139237730000.0,139237730000.0,9.22,9.0
7,2019/2/0/0,8257605710,164860278433,191174626677,10117919641,24500000000.0,70710367165,98807549759,205733126397,132798860000.0,132798860000.0,9.59,9.39
8,2019/1/0/0,4623168648,178800743719,200586415103,18732044998,20000000000.0,83863235106,108096522388,230777057030,,132798860000.0,9.78,9.67
9,2018/4/0/0,2449762207,172105050408,188841711051,12316791062,20000000000.0,86642261619,124874742610,247140874735,132798860000.0,132798860000.0,8.8,9.86
10,2018/3/0/0,5605528509,172734152456,194437649896,17568280107,20000000000.0,112315221371,121625428000,266249098082,132798860000.0,132798860000.0,8.9,8.74
11,2018/2/0/0,6634703875,143782141277,165231890488,20688613959,20000000000.0,85964849502,130213794352,260341548715,126666110000.0,126666110000.0,9.0,8.98
12,2018/1/0/0,3544378218,139838499556,157774447456,2034527470,20000000000.0,104983677887,110421534257,251101085305,126666110000.0,126666110000.0,8.9,9.0
13,2017/4/0/0,2762737063,150124543743,168421910468,10231787728,20000000000.0,92269879321,107065907077,240786394349,126666110000.0,126666110000.0,10.0,9.69
