Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,2175161975.0,161611082288.0,180259082648.0,813043870.0,,822149826380.0,38075023246.0,279851132950.0,140000000000.0,140000000000.0,13.4,13.1
1,2020/4/0/0,4441218853.0,170342781376.0,195253854112.0,239988583.0,,812113980519.0,53900071427.0,288561324243.0,140000000000.0,140000000000.0,12.75,13.6
2,2020/3/0/0,682281800.0,139543415129.0,155812101143.0,1405301813.0,,859045590426.0,35637766270.0,285351151894.0,140000000000.0,140000000000.0,12.45,13.1
3,2020/2/0/0,749350411.0,117101624705.0,144331955622.0,395637038.0,,817235242677.0,44195400881.0,270692717429.0,140000000000.0,140000000000.0,12.2,12.85
4,2020/1/0/0,2314484618.0,88984843377.0,114595882893.0,2868888903.0,,795388020522.0,33524606693.0,237427673658.0,140000000000.0,140000000000.0,10.8,11.8
5,2019/4/0/0,4434351588.0,111768369195.0,137971995733.0,2144091364.0,,839508601638.0,17108503571.0,250158579811.0,140000000000.0,140000000000.0,12.7,10.75
6,2019/3/0/0,1776242733.0,107369976430.0,128659013867.0,15134705892.0,,824012050510.0,23653461868.0,244563020206.0,140000000000.0,140000000000.0,12.3,12.75
7,2019/2/0/0,981926387.0,81291687875.0,106119343130.0,1593677451.0,,825033978335.0,23868118733.0,236720748600.0,140000000000.0,140000000000.0,12.4,12.7
8,2019/1/0/0,2176126948.0,97124165179.0,119726135102.0,22256303663.0,,778671018352.0,24761375583.0,220246026412.0,140000000000.0,140000000000.0,13.35,12.5
9,2018/4/0/0,4274472285.0,82647825661.0,106653075604.0,766192679.0,,790157329563.0,27618112308.0,200163716776.0,140000000000.0,140000000000.0,12.8,13.25
10,2018/3/0/0,3283403747.0,80491483862.0,102932270239.0,14311590459.0,,761258971342.0,24987431952.0,181718703367.0,140000000000.0,140000000000.0,13.9,12.8
11,2018/2/0/0,1542398762.0,80856596721.0,103002441965.0,2946225852.0,,772885323949.0,27862615913.0,188708332417.0,140000000000.0,140000000000.0,13.2,13.9
12,2018/1/0/0,2267271699.0,52424795465.0,78136407951.0,14144655142.0,,750570563700.0,38492910175.0,185609052832.0,140000000000.0,140000000000.0,13.7,12.9
13,2017/4/0/0,6125988326.0,78283409748.0,106453163303.0,5350615677.0,,761078927131.0,42027138265.0,195239833130.0,140000000000.0,140000000000.0,13.95,13.85
14,2017/3/0/0,1919444173.0,71448469352.0,92427764799.0,3991244392.0,,730313315749.0,38981561053.0,161874080945.0,140000000000.0,140000000000.0,13.8,14.2
15,2017/2/0/0,228806438.0,111591054143.0,133997184075.0,2286162985.0,,722153817846.0,47675786295.0,159885172305.0,140000000000.0,140000000000.0,15.0,14.75
16,2017/1/0/0,7466322004.0,282563035337.0,303145063725.0,21447002294.0,,719801653328.0,39509276640.0,233331768229.0,140000000000.0,140000000000.0,16.4,15.0
17,2016/4/0/0,-11357802729.0,98239128150.0,131829388200.0,36438534304.0,,706920736257.0,40160559756.0,486488348867.0,140000000000.0,140000000000.0,17.3,16.3
18,2016/3/0/0,3910124516.0,85239590554.0,104676152438.0,13075515087.0,,654356864044.0,48013131216.0,211523626232.0,140000000000.0,140000000000.0,19.3,17.7
19,2016/2/0/0,7768099881.0,81785136344.0,109677646685.0,4838125687.0,,641995241216.0,69046050116.0,214198958439.0,140000000000.0,140000000000.0,18.8,18.9
20,2016/1/0/0,7565919696.0,92746989966.0,114572440400.0,4226260611.0,,653311320029.0,62057523848.0,222235298450.0,140000000000.0,140000000000.0,18.7,18.9
21,2015/4/0/0,2813816332.0,134458757506.0,152449286630.0,815768842.0,,657351131688.0,55457372957.0,222158492647.0,140000000000.0,140000000000.0,16.3,18.9
22,2015/3/0/0,3231682808.0,107477123644.0,125596058390.0,6905094274.0,,654607833274.0,62954018254.0,239449193474.0,140000000000.0,140000000000.0,16.0,16.7
23,2015/2/0/0,10228515939.0,133695825831.0,167475759198.0,4945594972.0,,649103935985.0,47866202029.0,224784973938.0,140000000000.0,140000000000.0,21.9,17.6
24,2015/1/0/0,9211020785.0,125102773517.0,156975125655.0,1151824757.0,80781103364.0,612285962201.0,45551068414.0,266892976153.0,,,26.3,22.9
25,2014/4/0/0,8960231048.0,119610096129.0,159190559181.0,1432201175.0,91881103364.0,574661248776.0,53028677202.0,243600637217.0,0.0,140000000000.0,26.0,27.5
26,2014/3/0/0,13035443984.0,126276326953.0,159161140015.0,2047904105.0,92220265864.0,557296438621.0,54752687130.0,241000232170.0,0.0,140000000000.0,26.4,26.6
27,2014/2/0/0,15698980749.0,86894578241.0,117724612987.0,4577953818.0,92710219314.0,545093459101.0,64064280198.0,256646208860.0,0.0,140000000000.0,24.5,26.4
28,2014/1/0/0,12822676048.0,91065670608.0,121661286469.0,1558756771.0,92710219314.0,538075774022.0,42427687050.0,235704120318.0,0.0,140000000000.0,20.5,22.6
29,2013/4/0/0,-9126182817.0,111099208549.0,131708415873.0,6125237523.0,93265648574.0,520515396739.0,38156062144.0,221739672725.0,0.0,140000000000.0,28.5,20.0
30,2013/3/0/0,9991615113.0,91055595414.0,115552381396.0,735126163.0,93999998574.0,527296948172.0,31373597708.0,233693793587.0,0.0,140000000000.0,26.4,28.5
31,2013/2/0/0,7715620776.0,83129896315.0,108518958205.0,1468625883.0,95185039274.0,497224953910.0,39828779136.0,450137968513.0,0.0,140000000000.0,23.9,26.2
32,2013/1/0/0,10950349541.0,71260270017.0,91727530097.0,364171346.0,108985785674.0,455069014747.0,37049017216.0,454208610767.0,0.0,140000000000.0,29.9,23.9
33,2012/4/0/0,5941572287.0,87548759592.0,109819879121.0,10955373953.0,126415785674.0,419235352951.0,38614919921.0,456849287036.0,0.0,140000000000.0,30.3,29.4
34,2012/3/0/0,15646023397.0,74689922572.0,97560896484.0,1187353304.0,133915785674.0,409525436168.0,35159704080.0,450366907649.0,0.0,140000000000.0,28.0,30.5
35,2012/2/0/0,24916084756.0,107793365697.0,135494441621.0,1135770295.0,143795785674.0,397357369642.0,40323459111.0,471334905898.0,0.0,140000000000.0,34.9,28.0
36,2012/1/0/0,18462980461.0,65168103515.0,87131625403.0,2266866805.0,179422306149.0,322648864211.0,43114502394.0,465424337956.0,0.0,140000000000.0,36.5,34.9
37,2011/4/0/0,8271783490.0,61410724397.0,85349304396.0,7393720173.0,158398223149.0,340679635521.0,44379395281.0,458089406308.0,0.0,140000000000.0,40.7,33.8
38,2011/3/0/0,19874724327.0,47557004431.0,73539561555.0,7695652949.0,158398223149.0,333299499895.0,43992959157.0,460726228309.0,0.0,140000000000.0,55.0,40.5
39,2011/2/0/0,17567680070.0,70007680399.0,97809876732.0,6278263662.0,141477966149.0,330892158179.0,49100890958.0,440654220641.0,0.0,140000000000.0,44.6,52.0
40,2011/1/0/0,13655726602.0,45117192471.0,65500201381.0,2401844213.0,123555966149.0,311841064077.0,32598253116.0,395316699255.0,0.0,140000000000.0,49.9,44.6
41,2010/4/0/0,62540939747.0,71273499650.0,98601915255.0,4246575099.0,129185640000.0,308169500621.0,26302988044.0,384956878561.0,0.0,140000000000.0,56.5,52.5
42,2010/3/0/0,23998213927.0,59321435431.0,91269368861.0,5344843523.0,186475029178.0,168429928267.0,30864545302.0,337060846528.0,0.0,140000000000.0,67.0,56.5
43,2010/2/0/0,23079367104.0,51682672398.0,80616585483.0,1685165442.0,126000000000.0,130046271247.0,32613812483.0,317812499438.0,0.0,140000000000.0,70.0,67.0
44,2010/1/0/0,20781701826.0,48755890958.0,79184666379.0,7878798413.0,142380059000.0,177007310615.0,29499563268.0,305217942472.0,0.0,140000000000.0,,69.0
45,2009/4/0/0,9855377966.0,47752902785.0,69940513951.0,,,,,,0.0,,,
