Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,64704933317,4013811012104,4212851130099,1482384862228,212495261136.0,2115333011201,1206104789681,4429023285783,,866001240000.0,21.05,21.45
1,2020/4/0/0,30630390399,3975144556529,4188886383455,1808197294965,218009602376.0,2484484049157,782317357474,4755566096033,,866001240000.0,14.9,20.5
2,2020/3/0/0,52101809978,4196200533743,4367622966499,1299219069463,135397509257.0,2125180168077,1195890337670,4279581573039,,866001240000.0,10.5,13.9
3,2020/2/0/0,24521357182,2364540201166,2508963386684,489281738216,111776426590.0,1962992369273,1912353221318,4128959347126,866001240000.0,866001240000.0,9.07,9.65
4,2020/1/0/0,34861834543,2694933445389,2845660555374,525625816255,74748285340.0,1730280237861,1772481969939,3666124898041,866001240000.0,866001240000.0,7.07,8.55
5,2019/4/0/0,37973943328,2128277505308,2270750977458,892512923504,25823285340.0,1540210917055,1156269834090,3092294428244,866001240000.0,866001240000.0,7.65,7.05
6,2019/3/0/0,30030941072,2348558159715,2518307072733,895528501893,24923300940.0,1767098073891,916696289696,3097249109078,866001240000.0,866001240000.0,7.77,7.35
7,2019/2/0/0,38927838932,2211329257940,2368822504970,540805257564,21544849200.0,1741668805289,1093977771917,2880169126247,866001240000.0,866001240000.0,7.6,7.75
8,2019/1/0/0,41679076302,2341682442514,2494956918976,726713942804,21544800000.0,1725446140276,1040168164238,3119450857664,,866001240000.0,8.96,7.61
9,2018/4/0/0,23797104529,2679140475900,2891553348257,1066946307990,,1961888676041,943238880500,3564772867579,,,8.64,9.05
10,2018/3/0/0,36766043484,3025526957700,3198980782682,1341906762494,,2105395048725,1053999174956,4302011767357,866001240000.0,866001240000.0,8.45,8.4
11,2018/2/0/0,26836683834,2195887903702,2365539838684,1413378639968,,1922954074633,683801294526,3778954211410,866001240000.0,866001240000.0,8.99,8.7
12,2018/1/0/0,44585375402,2323963288434,2507855638741,1545325464578,,2077254491777,669528934949,3943763166897,866001240000.0,,10.5,8.98
13,2017/4/0/0,15588947981,3202687484327,3422053702609,1370765179570,,2301078523474,795994423917,4089183742298,866001240000.0,866001240000.0,10.0,10.25
14,2017/3/0/0,33687293278,2655509866723,2843221278028,1501297993435,,2640577007353,714483086846,4592648469553,,866001240000.0,9.99,10.95
15,2017/2/0/0,46313041494,2310342473026,2485072087524,1272342771466,,1803365026680,791354906659,3542139159409,866001240000.0,866001240000.0,10.85,9.91
16,2017/1/0/0,52706997545,2134174205940,2339273813239,1080669229556,,1641811520534,742299995573,3328858750368,,866001240000.0,10.95,11.0
17,2016/4/0/0,28707645581,3378009925336,3539135041133,1692838002488,,1664136741660,892949451228,4078979513603,,866001240000.0,10.5,10.8
18,2016/3/0/0,35027231246,2100976483725,2261837366851,1589221029426,,1415678445798,923381160127,3315635832168,,866001240000.0,10.8,10.4
19,2016/2/0/0,49719509384,2203794671327,2373286947875,1376674556207,,1303589099679,927263386902,2915758286237,,866001240000.0,12.3,11.15
20,2016/1/0/0,52132938070,2133068361110,2318098472573,1197573711357,,1504328708229,1217514981888,3113827839231,,846001240000.0,13.0,12.8
21,2015/4/0/0,49200133686,2560721235594,2771694543446,1470433374008,,1643350929397,1323099349833,3587005765740,,846001240000.0,12.6,12.9
22,2015/3/0/0,40647487002,2525088041554,2691622184199,1598466226666,,1686415755597,1191693840401,3655096254164,,846001240000.0,15.2,12.7
23,2015/2/0/0,83929298930,2633359835922,2867434181791,1640881231703,,1651962799251,1289304104386,3639403620278,,831101240000.0,17.1,15.5
