Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,7531554999.0,67806013119.0,81805087562.0,21977592112.0,65724471308.0,254344193124.0,95342170945.0,326357323320.0,150301450000.0,150301450000.0,26.1,23.5
1,2020/4/0/0,22825275828.0,99779120716.0,122250931042.0,90427262563.0,111320310125.0,216610449322.0,67112186180.0,382865782359.0,150301450000.0,152301450000.0,24.9,25.8
2,2020/3/0/0,11362882367.0,137579327234.0,159701266881.0,46166613575.0,109803749864.0,251349358353.0,66137059639.0,342706387263.0,150301450000.0,150301450000.0,24.35,24.0
3,2020/2/0/0,26629853602.0,148481246800.0,192893354633.0,57293460235.0,109366470142.0,233647882440.0,71849372378.0,345060406399.0,150301450000.0,150301450000.0,24.15,23.75
4,2020/1/0/0,19223014376.0,126673305010.0,163373810662.0,48869602441.0,105938369653.0,215935292536.0,81317217643.0,358981789142.0,150301450000.0,150301450000.0,25.4,22.2
5,2019/4/0/0,26603075581.0,233805172563.0,267574106376.0,67504283675.0,104533489605.0,179134553767.0,79070247760.0,337421263380.0,150301450000.0,150301450000.0,21.3,23.4
6,2019/3/0/0,13348491296.0,178804160192.0,207103735713.0,47760607530.0,103117369143.0,151493682167.0,98690109008.0,318542223249.0,150301450000.0,150301450000.0,21.75,21.0
7,2019/2/0/0,16339921337.0,167947540547.0,197463766675.0,48689219641.0,102731623926.0,129645539998.0,94832512390.0,298512017342.0,150301450000.0,150301450000.0,25.5,21.9
8,2019/1/0/0,7309034547.0,108599193283.0,129971252900.0,41028996338.0,99707533617.0,164170667483.0,87743639572.0,294043606777.0,150301450000.0,150301450000.0,30.5,25.7
9,2018/4/0/0,13754366080.0,168904749112.0,196252193811.0,38972280405.0,102968222182.0,225381710842.0,59676604164.0,251961262546.0,150301450000.0,150301450000.0,26.2,31.1
10,2018/3/0/0,33877297773.0,146011427904.0,198767460720.0,21062554157.0,101138862691.0,215362302611.0,80399557731.0,240157493615.0,150301450000.0,150301450000.0,29.0,26.0
11,2018/2/0/0,35790810512.0,135645596348.0,192631328492.0,25486167502.0,100766207906.0,183986569752.0,76325917575.0,241090838850.0,150301450000.0,150301450000.0,26.0,29.2
12,2018/1/0/0,12320058688.0,108199255979.0,134682354568.0,4811718154.0,97844741419.0,170799913830.0,75575288076.0,208877671029.0,136639920000.0,136639920000.0,34.4,26.1
13,2017/4/0/0,20440513845.0,144867802490.0,179665372512.0,51147987411.0,108147486557.0,154449087142.0,81145295711.0,270272133077.0,136639920000.0,136639920000.0,33.9,33.35
