Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua,Ban
0,2021/1/0/0,16188173163.0,40271335056.0,54683810217.0,33030749555.0,,157137579311.0,540183786553.0,371993145062.0,300000000000.0,300000000000.0,15.45,13.95
1,2020/4/0/0,27122400394.0,124115052473.0,169962325735.0,204718811131.0,,210012551628.0,495868029496.0,496310099890.0,300000000000.0,300000000000.0,14.0,15.35
2,2020/3/0/0,12869006525.0,77126593244.0,107673599564.0,57505597315.0,,269022976032.0,184228590221.0,328790790483.0,100000000000.0,100000000000.0,19.5,13.7
3,2020/2/0/0,16104325113.0,84047672955.0,116668046514.0,27010596061.0,,301742697878.0,143422497924.0,300243379214.0,100000000000.0,100000000000.0,16.25,18.7
4,2020/1/0/0,7936586886.0,69438526563.0,91191676782.0,72428076596.0,,265217733548.0,97374056641.0,253136293533.0,100000000000.0,100000000000.0,18.8,15.65
5,2019/4/0/0,19875799426.0,134360780839.0,165345779439.0,132036290297.0,,170372972205.0,81029695988.0,235098867435.0,100000000000.0,100000000000.0,19.4,18.4
6,2019/3/0/0,10090736593.0,73660414439.0,94896367444.0,86189814509.0,,113304066481.0,87464812604.0,158155701142.0,100000000000.0,100000000000.0,19.0,19.2
7,2019/2/0/0,7831946158.0,79868074963.0,97759552592.0,94982727808.0,,112116389193.0,104889227224.0,149235630323.0,100000000000.0,100000000000.0,19.5,20.0
8,2019/1/0/0,10343331446.0,93880410205.0,116116649006.0,50015811356.0,,110872167641.0,121788575042.0,108114424966.0,100000000000.0,100000000000.0,19.6,19.6
9,2018/4/0/0,6830375165.0,71308555433.0,87846735950.0,55111953168.0,,83272680932.0,151007358469.0,125884381358.0,100000000000.0,100000000000.0,22.5,19.35
10,2018/3/0/0,11927336447.0,88356036072.0,112204979376.0,57685853829.0,,104520040254.0,129773091217.0,136736866227.0,100000000000.0,100000000000.0,18.6,21.45
11,2018/2/0/0,7023756742.0,66682200104.0,84249196016.0,100335048889.0,,59390288905.0,144877065802.0,158010180067.0,100000000000.0,100000000000.0,17.85,18.25
12,2018/1/0/0,8693901740.0,76195252457.0,96127954523.0,43076320195.0,,109354850834.0,132784171238.0,128129412985.0,100000000000.0,100000000000.0,20.0,17.9
13,2017/4/0/0,7600633218.0,57022355238.0,71757173189.0,30363801465.0,,106111930167.0,125980450042.0,104018248347.0,100000000000.0,100000000000.0,20.0,21.8
14,2017/3/0/0,7434270722.0,53672577292.0,71177575992.0,28861782206.0,,119128564861.0,112142748877.0,113440430010.0,100000000000.0,100000000000.0,24.0,20.0
15,2017/2/0/0,6667020496.0,58737719249.0,74109323236.0,29273880873.0,,137316239790.0,86596439386.0,115513419892.0,100000000000.0,100000000000.0,25.5,23.7
16,2017/1/0/0,4391950410.0,45718834220.0,59173983515.0,29183234544.0,,136918848291.0,69489756470.0,81490467646.0,100000000000.0,100000000000.0,25.0,25.8
17,2016/4/0/0,12096965540.0,85045923192.0,110269002415.0,18988160022.0,,168266087520.0,58728635949.0,99547529604.0,100000000000.0,100000000000.0,30.5,25.85
18,2016/3/0/0,8811751441.0,73136322829.0,94481004815.0,10734190046.0,,167681390272.0,80547605857.0,121326621130.0,100000000000.0,100000000000.0,27.7,31.4
19,2016/2/0/0,13794085660.0,75046666827.0,104784232896.0,29733639962.0,,147042434279.0,76113480690.0,121964985247.0,100000000000.0,100000000000.0,30.0,29.5
20,2016/1/0/0,13471100747.0,68042219697.0,92566027424.0,41516920027.0,,133065628240.0,75889343444.0,85286381427.0,100000000000.0,100000000000.0,29.4,30.6
21,2015/4/0/0,15347440124.0,96465690838.0,125002692968.0,55548991201.0,,128097400130.0,76815814647.0,108186536259.0,100000000000.0,100000000000.0,22.5,29.5
22,2015/3/0/0,7725555895.0,48083735976.0,67566220490.0,15394233161.0,,121820171674.0,79484173954.0,81056996770.0,,100000000000.0,25.0,23.0
23,2015/2/0/0,7960479743.0,51764202101.0,71620863173.0,40899830907.0,,109155676178.0,52943382706.0,71761919615.0,,100000000000.0,27.4,25.5
24,2015/1/0/0,9689248536.0,65439187709.0,85823436514.0,27561433256.0,,171801663451.0,43695160695.0,94331924258.0,,100000000000.0,32.5,27.1
25,2014/4/0/0,13734048924.0,114325251041.0,135288875631.0,39481629482.0,,166002562014.0,40599221311.0,110460303582.0,,100000000000.0,33.2,32.5
26,2014/3/0/0,6978561953.0,57761878841.0,74616689831.0,30879788246.0,,119394857838.0,48913252134.0,80218407157.0,,100000000000.0,27.8,34.5
27,2014/2/0/0,9399550870.0,49149440933.0,60981331235.0,61600954689.0,,125464941597.0,41315936575.0,106346192108.0,,100000000000.0,27.5,26.8
28,2014/1/0/0,9171010913.0,60543276706.0,73608498058.0,25689897402.0,,152787193004.0,28776370479.0,55790998648.0,,100000000000.0,32.0,26.9
29,2013/4/0/0,7738819230.0,62269248140.0,75075486905.0,50969275532.0,,113737607955.0,26369609666.0,48808726820.0,,100000000000.0,28.0,32.0
30,2013/3/0/0,3172499948.0,60330597577.0,67552946472.0,44636341591.0,,106414908448.0,27150669244.0,46799012642.0,,100000000000.0,26.0,28.0
31,2013/2/0/0,10671841167.0,85933109843.0,102270381550.0,69330785788.0,,81739144636.0,37933582421.0,62517563629.0,,100000000000.0,25.4,26.0
32,2013/1/0/0,12741633556.0,97961194033.0,116151621941.0,27331890911.0,,139657097927.0,64492716135.0,76321886328.0,,100000000000.0,30.4,25.5
33,2012/4/0/0,6783896506.0,42037537748.0,50546884701.0,33681763398.0,,86958278724.0,87549762556.0,67281097282.0,,100000000000.0,27.4,29.9
34,2012/3/0/0,12323966345.0,67553143386.0,84755006386.0,42862500525.0,,128902825995.0,46742634377.0,83742551356.0,,100000000000.0,23.9,27.3
35,2012/2/0/0,19985341511.0,89339142153.0,115858322043.0,33643787999.0,,148298393954.0,26276901910.0,88967603411.0,,100000000000.0,24.3,23.9
36,2012/1/0/0,22960116089.0,97219821690.0,126261141421.0,17387806651.0,,181353531090.0,20624125148.0,77787742298.0,,100000000000.0,28.6,23.2
37,2011/4/0/0,13132683743.0,62386576425.0,79980255288.0,23047330497.0,,117072981499.0,37385707917.0,61730114265.0,,100000000000.0,20.5,26.0
38,2011/3/0/0,11540787986.0,55471232284.0,69840680120.0,33832026830.0,,86323488203.0,21980832052.0,38776994790.0,,100000000000.0,17.1,20.5
39,2011/2/0/0,18107135492.0,68110443473.0,90563677116.0,11915692438.0,,137861955676.0,22950177416.0,43061361979.0,,100000000000.0,17.3,16.9
40,2011/1/0/0,18946027961.0,74071752492.0,95950834090.0,21593474510.0,,113073410932.0,23961139458.0,50601377501.0,,100000000000.0,23.0,17.2
41,2010/4/0/0,17483174208.0,69768047671.0,90940689122.0,,,,,,,,29.9,23.0
42,2010/3/0/0,14026061609.0,68468297664.0,86390519758.0,,,,,,,,24.0,29.9
43,2010/2/0/0,10882640383.0,43744241134.0,58621738150.0,,,,,,,,43.0,23.7
44,2010/1/0/0,15888995416.0,62042104793.0,80491445584.0,,,,,,,,42.0,43.0
45,2009/4/0/0,,,,,,,,,,,29.0,39.6
46,2009/3/0/0,,,,,,,,,,,,27.0
47,2009/2/0/0,,,,,,,,,,,,
48,2009/1/0/0,,,,,,,,,,,,
49,2008/4/0/0,,,,,,,,,,,,
50,2008/3/0/0,,,,,,,,,,,,
51,2008/2/0/0,,,,,,,,,,,,
52,2008/1/0/0,,,,,,,,,,,,
