YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,VolumeARG
2010/1/0/0,-0.450496298,DVP,45.7,38.2,4.00E+11,1.83E+13,16923124512,34101634671,52918889172,58013924024,76000000000,48243698938,1403161395,74136232101,0.835886214,31807
2010/1/0/0,-7.167398396,DXG,82.5,38,1.01E+12,8.33E+13,20429958975,1969564494,38422140040,1.08E+11,,98163484312,2.10E+11,3.98E+11,0.460606061,59004
2010/1/0/0,-4.46012195,DXV,28.3,36.9,99000000000,2.80E+12,908836418,1.18E+11,1.23E+11,49061653074,5000000000,1.60E+11,36809148846,1.02E+11,1.303886926,310747
2010/1/0/0,-1512.414253,FDC,36.5,48,2.76E+11,1.01E+13,21918696510,95251011764,1.47E+11,7806323927,6190276202,1.64E+11,2.35E+11,3.91E+11,1.315068493,205556
2010/1/0/0,-17.99665739,FMC,21.1,15.4,2.00E+11,4.22E+12,2426073610,1.67E+11,1.78E+11,37357386249,,52401543226,1.11E+11,1.66E+11,0.72985782,312001
2010/1/0/0,-14.74497765,FPT,87.5,76.5,3.44E+12,3.01E+14,3.84E+11,7.01E+12,8.02E+12,1.34E+12,1.02E+12,2.38E+12,2.13E+12,4.41E+12,0.874285714,241953
2010/1/0/0,-2.19338039,GDT,24.4,20.9,1.49E+11,3.64E+12,6581741415,19275224615,31652134928,33743649160,,19082233207,36648598299,58552172611,0.856557377,97916
2010/1/0/0,-18.06102737,GIL,37.9,25.6,1.39E+11,5.27E+12,8665548942,81836079513,99361910598,19867211353,1.38E+11,66293433727,62416672828,83047506775,0.675461741,185342
2010/1/0/0,-43.41667991,GMC,28.5,23.9,1.17E+11,3.33E+12,6702269732,73567938325,92733863283,12068882175,320000000,53473459810,58641164986,92694701090,0.838596491,140773
2010/1/0/0,-1.861948881,GMD,75,39,1.20E+12,9.00E+13,32476056549,3.36E+11,4.09E+11,2.08E+11,2.12E+11,4.71E+11,56328783127,7.77E+11,0.52,536617
2010/1/0/0,-34.57062056,GTA,13.9,11.6,1.04E+11,1.45E+12,2734498127,1.15E+11,1.20E+11,13689211649,15932463051,41960108147,55154432381,53832053195,0.834532374,78741
2010/1/0/0,-5.286743472,HAG,84,80,7.90E+12,6.64E+14,5.38E+11,5.76E+11,1.19E+12,1.35E+12,81783240000,4.38E+12,2.10E+12,4.49E+12,0.952380952,709877
2010/1/0/0,-1.932098601,HAS,18.4,15.3,80000000000,1.47E+12,872547205,10354589892,12086843334,27552181888,8176481336,1.39E+11,17087027519,83417819502,0.831521739,72170
2010/1/0/0,-241.3448772,HAX,19.5,16.7,1.11E+11,2.16E+12,2003616114,1.47E+11,1.64E+11,8918206639,3146400000,45322424246,1.34E+11,1.31E+11,0.856410256,127383
2010/1/0/0,-108.0525821,HBC,44.4,44.6,5.74E+11,2.55E+13,16604360671,3.10E+11,3.52E+11,35685693150,1.42E+11,5.91E+11,1.73E+11,7.66E+11,1.004504505,93701
2010/1/0/0,-555.022581,HDC,60,51,4.11E+11,2.47E+13,33438652893,45769936089,97787353807,20248278974,4260144200,1.27E+11,5.40E+11,4.21E+11,0.85,240634
2010/1/0/0,-11.60764767,HDG,113,97,6.52E+11,7.37E+13,63727632361,75250730538,1.62E+11,1.66E+11,2.30E+11,1.10E+11,4.58E+11,6.92E+11,0.85840708,81962
2010/1/0/0,-1321.786037,HMC,26.9,20.8,2.10E+11,5.65E+12,4418969069,8.76E+11,9.02E+11,15232210458,41900000000,3.38E+11,3.88E+11,7.49E+11,0.773234201,555647
2010/1/0/0,-21.34311514,HPG,46.5,35.8,4.89E+12,2.27E+14,2.83E+11,2.05E+12,2.52E+12,7.96E+11,6.34E+11,1.05E+12,2.67E+12,4.74E+12,0.769892473,784351
2010/1/0/0,-1.427490937,HRC,39.1,62.5,1.73E+11,6.76E+12,27301695025,27914665144,46477309232,34021290909,2000000000,13577356105,15055270551,45972976128,1.598465473,88000
2010/1/0/0,-413.1975247,HT1,15,12.6,3.13E+12,4.70E+13,19878777010,5.64E+11,6.44E+11,46532225725,65343594800,2.95E+11,5.63E+11,1.57E+12,0.84,58452
2010/1/0/0,-0.969650708,HTV,19.9,32.3,1.31E+11,2.61E+12,3672007792,20878793866,27899368698,34972280674,92923690400,49159805744,402361378,17278815167,1.623115578,151549
2010/1/0/0,-7.700197922,IJC,38.7,26.1,2.74E+12,1.06E+14,32288958729,9462436141,63313316643,47612558309,,2.93E+11,97167174626,1.78E+11,0.674418605,272074
2010/1/0/0,-582.8929136,ITA,37.3,21.6,8.38E+12,3.13E+14,91696830000,2.80E+11,3.82E+11,55159324000,,1.57E+12,1.78E+12,9.93E+11,0.579088472,1039486
2010/1/0/0,-2272.211188,ITC,40.5,29.1,6.91E+11,2.80E+13,33475683306,95865214256,1.03E+11,30508671215,,6.92E+11,1.59E+12,1.33E+12,0.718518519,787550
2010/1/0/0,-0.042973024,KBC,58.5,35.4,4.76E+12,2.78E+14,2.53E+11,2.07E+11,5.64E+11,9.94E+11,3.85E+11,2.27E+12,38608790,2.74E+12,0.605128205,703839
2010/1/0/0,-0.352028055,KDC,67,52,2.57E+12,1.72E+14,3.56E+11,2.17E+11,3.06E+11,6.81E+11,7.39E+11,7.17E+11,1.32E+11,8.18E+11,0.776119403,308064
2010/1/0/0,-12.934451,KDH,52,48.5,1.26E+12,6.55E+13,31584337000,31445949000,84210485000,1.38E+11,,1.88E+11,1.26E+12,1.94E+11,0.932692308,132480
2010/1/0/0,-0.650493626,KHP,14.8,12.5,4.16E+11,6.16E+12,2185857074,2.34E+11,2.52E+11,4.13E+11,,60315288173,45669906159,2.44E+11,0.844594595,171926
2010/1/0/0,-710.6388464,KMR,15.2,11.6,4.89E+11,7.43E+12,347898351,33872524510,41551507031,4549453952,,1.48E+11,88907047119,1.65E+11,0.763157895,346049
2010/1/0/0,-4.895323088,L10,27.4,38,90000000000,2.47E+12,10380779649,1.62E+11,1.82E+11,75616972059,,1.37E+11,75967903566,2.52E+11,1.386861314,69776
2010/1/0/0,-275.8406755,LAF,27.7,22,1.47E+11,4.07E+12,12386896791,1.07E+11,1.26E+11,12571125104,6752404598,34104334387,2.00E+11,2.14E+11,0.794223827,353403
2010/1/0/0,-3.018825291,LBM,20.4,16.4,85000000000,1.73E+12,2139718654,25353172420,37696602652,22534728648,18000000000,25142096983,23645484770,44248048464,0.803921569,375547
2010/1/0/0,-46.48006192,LCG,77,39.7,7.80E+11,6.01E+13,61624088181,1.33E+11,1.85E+11,55279545554,2.02E+11,4.05E+11,2.77E+11,5.03E+11,0.515584416,790566
2010/1/0/0,-123.4600903,LGC,35,29,7.29E+11,2.55E+13,10308170800,30344875247,44317303908,5620966990,,25424736157,34225562208,1.12E+11,0.828571429,51216
2010/1/0/0,-5.57854373,LGL,43.9,34.9,2.00E+11,8.78E+12,19336254950,31647697285,42645024770,42915971639,43468817576,1.84E+11,42672277246,2.35E+11,0.79498861,117377
2010/1/0/0,-888.965003,LHG,61.5,53.5,2.61E+11,1.61E+13,5878574285,9606873245,24452637568,10222103385,,1.79E+11,3.17E+11,2.93E+11,0.869918699,33328
2010/1/0/0,-6.003495392,LIX,73.5,71,2.16E+11,1.59E+13,21315196903,1.83E+11,2.34E+11,94036193270,25913000000,62696052610,72298030903,85901332372,0.965986395,56682
2010/1/0/0,-46.35351869,LSS,41,35.8,7.00E+11,2.87E+13,68129360483,2.05E+11,3.20E+11,64341850397,86012204818,2.29E+11,4.32E+11,4.21E+11,0.873170732,230812
2010/1/0/0,-469.225806,MCG,59.5,40,5.75E+11,3.42E+13,12879390832,73673944111,81374863807,21875933183,1.17E+11,2.80E+11,4.02E+11,5.58E+11,0.672268908,1295619
2010/1/0/0,-4.152711522,MHC,11.5,9,2.71E+11,3.12E+12,0,49395224552,34345291394,11489679579,490800000,94647463929,2403669196,1.84E+11,0.782608696,408966
2010/1/0/0,-2.238651054,MSN,47,52.5,7.47E+12,3.51E+14,1.24E+11,5.40E+11,8.62E+11,4.85E+11,1.28E+12,3.86E+11,2.81E+11,1.21E+12,1.117021277,132132
2010/1/0/0,-8.844029195,NAV,17,15.4,80000000000,1.36E+12,2419862171,23262040344,28108089215,13959214166,,30779893872,39716506411,37216127872,0.905882353,96234
2010/1/0/0,-8.236244579,NBB,92,92,5.83E+11,5.36E+13,20315972938,72178771246,1.03E+11,1.40E+11,,1.68E+11,1.05E+12,1.47E+11,1,178714
2010/1/0/0,-3.068717089,NTL,166,77,6.36E+11,1.06E+14,4043982709,25276586110,27244021542,3.47E+11,861680000,2.21E+11,5.61E+11,6.58E+11,0.463855422,190486
2010/1/0/0,-0.026244431,OGC,36.9,41.4,3.00E+12,1.11E+14,85339115257,1.72E+11,2.38E+11,8.79E+11,5.23E+11,1.78E+12,2393318096,2.53E+12,1.12195122,4989440
2010/1/0/0,-2.991328039,PAN,29.9,23,1.01E+12,3.02E+13,6537619896,37973537925,45969488862,21690395464,1.38E+11,26354121616,7742012179,32835250918,0.769230769,250622
2010/1/0/0,-111.7442,PET,27.8,23,8.66E+11,2.41E+13,43937485824,1.99E+12,2.16E+12,1.41E+11,70129373156,1.18E+12,9.97E+11,1.91E+12,0.827338129,1060562
2010/1/0/0,-19.34028451,PGC,27.8,22.2,6.03E+11,1.68E+13,10041459708,5.02E+11,5.83E+11,72218036893,,3.74E+11,1.19E+11,3.79E+11,0.798561151,338132
2010/1/0/0,-0.937263989,PGD,48,39.4,6.00E+11,2.88E+13,35943029534,3.41E+11,4.14E+11,5.18E+11,,2.31E+11,6506328889,2.93E+11,0.820833333,262889
2010/1/0/0,-4.413325943,PHR,42.5,38.5,8.13E+11,3.46E+13,78032084313,1.59E+11,2.52E+11,1.27E+11,69321029411,1.37E+11,96298603882,6.59E+11,0.905882353,247992
2010/1/0/0,-13.23919686,PIT,25,21,1.52E+11,3.80E+12,7219399688,2.96E+11,3.20E+11,66511579731,21162247055,1.28E+11,1.36E+11,2.09E+11,0.84,412858
2010/1/0/0,-5.645013174,PJT,14.1,12.7,1.08E+11,1.52E+12,3093193837,82047059925,88218849312,35876772460,,38207125137,12919973497,38355185318,0.90070922,48824
2010/1/0/0,-137.957829,PNC,13.6,13.3,1.10E+11,1.50E+12,128300671,39464723853,61507920755,12930696686,,64171495143,1.37E+11,1.67E+11,0.977941176,180656
2010/1/0/0,-20.3918606,PNJ,61.5,35.6,2.25E+12,1.38E+14,62071870461,1.79E+12,1.94E+12,2.78E+11,29475000000,1.78E+11,6.14E+11,1.01E+12,0.578861789,115508
2010/1/0/0,-316.0351432,POM,51.5,35.8,1.87E+12,9.63E+13,2.52E+11,1.86E+12,2.28E+12,1.18E+11,2.19E+11,1.52E+12,1.93E+12,2.16E+12,0.695145631,176998
2010/1/0/0,-1.276955594,PPC,19.3,14.5,3.26E+12,6.29E+13,2.04E+11,9.01E+11,1.08E+12,1.23E+12,2.09E+12,8.58E+11,6.36E+11,8.67E+11,0.751295337,1376200
2010/1/0/0,-90.94637131,PTC,24.2,15.8,1.80E+11,4.36E+12,-933445069,29955721558,35828386065,9462908328,1596671105,1.63E+11,56453978890,1.43E+11,0.652892562,310420
2010/1/0/0,-2.089950867,PVD,55,45.2,3.03E+12,1.67E+14,92659735754,9.59E+11,1.21E+12,7.13E+11,51716300160,1.92E+12,3.01E+11,2.37E+12,0.821818182,438029
2010/1/0/0,-0.533530069,PVT,15.7,14.4,2.81E+12,4.41E+13,28071493500,6.01E+11,6.93E+11,8.35E+11,5.59E+11,5.04E+11,50758593235,1.10E+12,0.917197452,584728
2010/1/0/0,-19.83890882,RAL,32.3,27,1.15E+11,3.71E+12,13918035975,3.07E+11,3.76E+11,1.15E+11,,80639725827,4.61E+11,5.13E+11,0.835913313,283073
2010/1/0/0,-497.7404718,RDP,20.8,21.2,1.43E+11,2.97E+12,959172216,1.07E+11,1.19E+11,7727227710,,65911914653,1.38E+11,2.12E+11,1.019230769,83922
2010/1/0/0,-2.627753132,REE,52,18.2,2.69E+12,1.40E+14,86280898000,2.33E+11,3.53E+11,3.33E+11,3.63E+11,6.13E+11,2.64E+11,1.00E+12,0.35,872234
2010/1/0/0,-1.118106989,SAM,31.6,26.2,1.31E+12,4.14E+13,26613212874,1.82E+11,2.25E+11,3.87E+11,210000000,3.16E+11,3.41E+11,1.28E+11,0.829113924,994919
2010/1/0/0,-6.183083087,SAV,35.2,29.8,1.05E+11,3.70E+12,3334676863,48045499499,58958870906,86535451321,,1.71E+11,1.91E+11,2.37E+11,0.846590909,42122
2010/1/0/0,-52.19506818,SBT,13.6,11.5,1.86E+12,2.53E+13,76119496386,1.44E+11,2.26E+11,45817960974,1.66E+11,1.22E+11,4.16E+11,2.49E+11,0.845588235,863186
2010/1/0/0,-473.7933216,SC5,77.5,58,1.50E+11,1.16E+13,13214034667,2.97E+11,3.17E+11,41603977388,,2.03E+11,8.82E+11,9.25E+11,0.748387097,281076
2010/1/0/0,-3.095749317,SCD,29.6,29.9,85000000000,2.52E+12,6034852681,65534168409,87722718913,70656509794,,15728377348,26442961346,27584046620,1.010135135,61624
2010/1/0/0,-0.087401619,SFI,37.1,27.3,1.03E+11,3.82E+12,4524546794,28452628565,38235946738,77243325410,35600500000,61620175512,143442000,1.69E+11,0.735849057,131328
2010/1/0/0,-1.343028927,SGT,29.5,20.9,7.40E+11,2.18E+13,2057751666,3.29E+11,3.25E+11,2.01E+11,85000000000,4.53E+11,9949978448,4.30E+11,0.708474576,92957
2010/1/0/0,-657.4097477,SHI,39.1,32.5,3.67E+11,1.43E+13,24951789111,2.13E+11,2.68E+11,13749907028,13700000000,3.32E+11,2.30E+11,5.34E+11,0.831202046,88920
2010/1/0/0,-46102.62043,SJD,24.7,15.9,6.90E+11,1.70E+13,15543135104,15734913212,44958807486,255134753,,43471280408,11237138961,2.67E+11,0.643724696,97907
2010/1/0/0,-0.086474464,SJS,87,73.5,1.00E+12,8.70E+13,38387390343,41709961014,81004869066,6.60E+11,1463500000,1.14E+11,80399581594,3.99E+11,0.844827586,1300510
2010/1/0/0,-180.5976907,SMC,38,30,2.95E+11,1.12E+13,18581928241,1.13E+12,1.18E+12,78813931914,54656334105,5.80E+11,7.10E+11,1.48E+12,0.789473684,273054
2010/1/0/0,-288.4969104,SRC,67,35.5,2.00E+11,1.34E+13,7899972163,2.26E+11,2.51E+11,18356634939,,1.08E+11,2.70E+11,3.49E+11,0.529850746,143601
2010/1/0/0,-15.54606673,SRF,37.1,29.5,2.44E+11,9.05E+12,6371434372,79303043780,90283734436,49868997835,1.72E+11,2.27E+11,1.21E+11,3.10E+11,0.795148248,96891
2010/1/0/0,-17.27847755,SVC,36.9,31.7,2.50E+11,9.23E+12,13508559580,7.10E+11,7.61E+11,99483220691,37362495631,3.16E+11,1.27E+11,5.00E+11,0.859078591,227017
2010/1/0/0,-0.665945915,SZL,44,30.1,2.00E+11,8.80E+12,10963022819,13113420068,18888516934,1.23E+11,1.37E+11,9066953963,67578238582,1.46E+11,0.684090909,515081
2010/1/0/0,-17.67680075,TAC,37.3,28.5,1.90E+11,7.09E+12,20106565681,5.47E+11,6.24E+11,1.11E+11,,33266368509,3.13E+11,3.48E+11,0.764075067,152778
2010/1/0/0,-0.045671395,TBC,17.8,14.9,6.35E+11,1.13E+13,503975880,13729958914,14746013093,2.14E+11,,44520364856,13987322970,24842082175,0.837078652,146698
2010/1/0/0,-3.055246055,TCL,47.2,43.2,2.09E+11,9.86E+12,24304180786,1.04E+11,1.42E+11,54856007532,,1.48E+11,23328654167,1.33E+11,0.915254237,231546
2010/1/0/0,-33.69131264,TCM,19.8,20.4,4.92E+11,9.74E+12,29171950272,3.46E+11,4.20E+11,77134376598,4304100000,1.85E+11,2.72E+11,6.76E+11,1.03030303,1056540
2010/1/0/0,-39.48109767,TCR,11.1,9.1,4.45E+11,4.94E+12,556566707,1.91E+11,2.45E+11,51711956926,24131400000,1.99E+11,2.42E+11,4.12E+11,0.81981982,73248
2010/1/0/0,-0.510020916,TCT,75.2,56.1,1.28E+11,9.63E+12,14471692612,597138046,25300621824,7428522745,91500000000,1847483497,1694510128,9958366487,0.746010638,30033
2010/1/0/0,-18.50271463,TDH,63,43.8,7.10E+11,4.47E+13,46584313519,65762508201,93997461182,84561087224,2521200000,2.71E+11,4.90E+11,2.66E+11,0.695238095,484824
2010/1/0/0,-52.9764234,TIX,60,58,2.40E+11,1.44E+13,18491854406,1.27E+11,1.64E+11,21642726516,2.36E+11,1.06E+11,1.36E+11,1.62E+11,0.966666667,50422
2010/1/0/0,-460.2599242,TLH,30.4,18.8,8.07E+11,2.45E+13,39861206440,5.74E+11,6.51E+11,38474828970,1.54E+11,4.73E+11,7.54E+11,8.82E+11,0.618421053,671730
2010/1/0/0,-215.1516401,TMT,67,27.3,3.08E+11,2.06E+13,11190506318,3.38E+11,3.87E+11,52684664001,15937844904,1.16E+11,7.62E+11,7.72E+11,0.407462687,40012
2010/1/0/0,-70.31281843,TNA,41.1,32.6,80000000000,3.29E+12,6895426623,1.48E+11,1.66E+11,27507327162,20000000000,1.48E+11,1.76E+11,2.89E+11,0.793187348,150797
2010/1/0/0,-3.092403678,TNC,19.1,20.2,1.93E+11,3.69E+12,12563233896,15354657837,29858786279,17948549624,40000000000,44017349982,30091391059,17291990694,1.057591623,255094
2010/1/0/0,-4.330621915,TPC,17.8,13.2,2.44E+11,4.34E+12,8936059337,69511566732,84814365580,71588059212,37400000000,67492636666,70130636331,20321675572,0.741573034,355226
2010/1/0/0,-881.5044999,TS4,48,35.3,1.62E+11,7.78E+12,2131446901,44115587808,50551017308,3930898541,,37869562988,1.22E+11,1.11E+11,0.735416667,467314
2010/1/0/0,-3175.251706,TSC,34.4,22.8,2.72E+11,9.36E+12,6500853638,4.24E+11,4.53E+11,11546184652,,4.21E+11,4.63E+11,9.09E+11,0.662790698,139839
2010/1/0/0,-32221.70264,TTF,39,23,1.00E+12,3.90E+13,6314130546,2.75E+11,3.37E+11,7421102263,5701379350,5.43E+11,1.13E+12,1.57E+12,0.58974359,521463
2010/1/0/0,-1.999028094,TV2,27,22,44390000000,1.20E+12,2142274650,23976904514,31836700810,64505877233,2000000000,76309630761,57292990768,1.39E+11,0.814814815,49067
2010/1/0/0,-4.187003518,TYA,9.3,8.3,2.79E+11,2.59E+12,-132619979,2.06E+11,2.31E+11,1.19E+11,,1.40E+11,1.15E+11,3.89E+11,0.892473118,79024
2010/1/0/0,-3426.622115,UIC,29.8,28.5,80000000000,2.38E+12,3808202884,1.94E+11,2.02E+11,4121368095,,1.79E+11,1.82E+11,3.17E+11,0.956375839,206161
2010/1/0/0,-23.35869987,VCG,51,39.3,4.42E+12,2.25E+14,1.20E+11,2.40E+12,2.83E+12,1.81E+12,2.53E+11,5.29E+12,5.77E+12,1.31E+13,0.770588235,1696378
2010/1/0/0,-7.996257384,VFG,96.5,65,1.33E+11,1.28E+13,25785742292,1.94E+11,2.55E+11,89999897217,,1.99E+11,1.68E+11,2.96E+11,0.67357513,186643
2010/1/0/0,-28.4812684,VHC,45.1,40.5,9.24E+11,4.17E+13,42269546286,5.67E+11,6.83E+11,96290232583,15300000000,3.22E+11,4.10E+11,4.35E+11,0.898004435,41122
2010/1/0/0,-0.113595367,VIC,119,68.5,1.46E+13,1.74E+15,38213953877,26895195494,1.04E+11,2.48E+11,4.77E+12,8.62E+11,6237382899,1.01E+12,0.575630252,135837
2010/1/0/0,-417.4963982,VID,17.2,14.7,2.55E+11,4.39E+12,4783105063,1.58E+11,1.75E+11,7758547511,,2.07E+11,1.07E+11,2.26E+11,0.854651163,520004
2010/1/0/0,-22.48237966,VIP,24,17.1,6.40E+11,1.54E+13,9372506400,2.95E+11,3.34E+11,55387817165,6716428316,2.02E+11,1.48E+11,3.65E+11,0.7125,521511
2010/1/0/0,-5.44669218,VIS,80.5,49.7,4.92E+11,3.96E+13,21992042532,6.75E+11,7.18E+11,2.94E+11,,4.41E+11,3.47E+11,9.01E+11,0.617391304,795504
2010/1/0/0,-187.9597553,VNE,18.7,17.3,6.08E+11,1.14E+13,5975976529,56266984691,67432131596,17583516186,3122376685,9.78E+11,1.09E+11,5.32E+11,0.92513369,564796
2010/1/0/0,-3.652373477,VNG,12.9,16.4,1.30E+11,1.68E+12,772515857,6817250598,9892100411,3033924612,,8807805397,768219024,36456974941,1.271317829,126761
2010/1/0/0,-6.975096091,VNL,24.5,17.6,90000000000,2.21E+12,4611179685,60937350329,64854712319,28373613924,,50502133259,,19969181008,0.718367347,31766
2010/1/0/0,-83.48152189,VNM,92.5,91,1.00E+13,9.25E+14,8.17E+11,2.11E+12,3.25E+12,2.21E+11,2.40E+12,8.97E+11,1.74E+12,1.88E+12,0.983783784,264866
2010/1/0/0,-34.35389937,VNS,59.5,34.3,6.79E+11,4.04E+13,29032711075,3.07E+11,3.69E+11,19288420167,,52725095663,1686471098,1.75E+11,0.576470588,489418
2010/1/0/0,-32.67511831,VPH,62,37.5,3.02E+11,1.87E+13,20024287888,8515001141,12511878577,1.52E+11,73883283177,1.26E+11,8.36E+11,9.03E+11,0.60483871,321918
2010/1/0/0,-0.441075291,VSH,15.6,12.4,2.06E+12,3.21E+13,0,44717199324,98753489460,2.37E+11,8.06E+11,1.77E+11,19802552053,43775813945,0.794871795,851633
2010/1/0/0,-19.46528081,VTB,20.4,22,1.20E+11,2.45E+12,4339330655,57271407221,68233720500,16227836195,37019931258,52247758827,61211479398,68652419268,1.078431373,50679
2010/1/0/0,-31.22187499,VTO,14.8,11.6,7.99E+11,1.18E+13,17987827922,2.39E+11,3.42E+11,31414230555,1487120800,1.01E+11,56369906489,4.44E+11,0.783783784,1397937
2009/4/0/0,-1.418621652,AAM,33,34.3,1.26E+11,4.16E+12,12816617331,69401538616,95333586520,1.28E+11,,78882577018,52216472279,40038007968,1.039393939,57447
2009/4/0/0,-4.233393791,ABT,56,56,1.41E+11,7.90E+12,26191525230,1.59E+11,1.80E+11,90331450443,38911519379,1.57E+11,82260584091,97461214268,1,134636
2009/4/0/0,-13.31378657,ACL,28.4,42.2,1.84E+11,5.23E+12,23343930176,2.09E+11,2.52E+11,63657269847,35878411800,2.32E+11,1.13E+11,4.04E+11,1.485915493,30484
2009/4/0/0,-146.2543794,ANV,14.8,22.7,6.60E+11,9.77E+12,-1.00E+11,4.91E+11,4.36E+11,37203752446,1.53E+11,7.93E+11,2.84E+11,6.71E+11,1.533783784,391446
2009/4/0/0,-1683.494493,ASM,41.2,55.5,2.15E+12,8.86E+13,30456353812,50534819139,91945997132,6091288073,,1.18E+11,2.38E+11,2.62E+11,1.347087379,208448
2009/4/0/0,-8.449648658,ASP,12.6,17,3.73E+11,4.70E+12,6265779353,4.50E+11,4.94E+11,72220478389,47106534334,1.54E+11,15663601288,4.30E+11,1.349206349,32898
2009/4/0/0,-9.831382849,BBC,30.8,33.5,1.54E+11,4.74E+12,23391178446,1.59E+11,2.28E+11,47756220545,1.62E+11,44901909023,70035654278,1.30E+11,1.087662338,83305
2009/4/0/0,-12.40041073,BMP,63,58,4.55E+11,2.87E+13,45880131847,2.78E+11,3.41E+11,88331938645,23400000000,1.36E+11,2.69E+11,1.45E+11,0.920634921,56296
2009/4/0/0,-11.93189744,CDC,31.6,45,1.57E+11,4.96E+12,2814783118,77862952176,86152722363,36792652864,15120136448,2.27E+11,43894998217,3.52E+11,1.424050633,73262
2009/4/0/0,-0.075039559,CII,39.1,43.5,1.95E+12,7.62E+13,1.00E+11,6782594665,53922712311,89867099204,1.49E+11,1.64E+11,2107692885,2.15E+11,1.112531969,619773
2009/4/0/0,-29.14633367,CMG,26,28.9,6.73E+11,1.75E+13,91292199789,1.14E+12,1.32E+12,1.59E+11,4988740000,1.02E+12,4.55E+11,1.17E+12,1.111538462,40640
2009/4/0/0,-130.8226952,CSM,60.5,64,6.73E+11,4.07E+13,64588327073,5.26E+11,6.89E+11,46513632297,50000000000,1.80E+11,4.91E+11,5.09E+11,1.05785124,113830
2009/4/0/0,-1.501107464,CTD,113,139,4.22E+11,4.77E+13,68311179958,4.47E+11,5.20E+11,4.79E+11,65309000000,3.07E+11,2.66E+11,6.71E+11,1.230088496,76095
2009/4/0/0,-27.55725113,D2D,48,70,1.07E+11,5.14E+12,15859406307,73895497899,92351034300,29535652297,1.83E+11,81067662096,48907637130,4.83E+11,1.458333333,55650
2009/4/0/0,-2.362874024,DBC,32.6,43.1,6.27E+11,2.04E+13,26513676502,4.54E+11,5.16E+11,3.87E+11,,87577435717,3.45E+11,5.29E+11,1.32208589,94508
2009/4/0/0,-4.144380253,DHA,39.6,53.5,1.51E+11,5.98E+12,19627126424,36767210177,56002095618,25326224830,44939749157,32698542507,25971638171,26454735882,1.351010101,32529
2009/4/0/0,-129.3120314,DHC,15.5,24.6,1.57E+11,2.43E+12,5291887298,44175531925,58051549541,9869992424,,73216042001,86259623562,1.44E+11,1.587096774,55658
2009/4/0/0,-1.029294281,DHG,119,123,8.72E+11,1.04E+14,1.49E+11,2.50E+11,5.27E+11,5.38E+11,52117028567,2.98E+11,3.13E+11,4.82E+11,1.033613445,32722
2009/4/0/0,-0.475226912,DIG,68.5,72,3.15E+12,2.16E+14,1.81E+11,1.79E+11,4.16E+11,1.03E+12,1.08E+11,5.44E+11,6.09E+11,6.27E+11,1.051094891,254085
2009/4/0/0,-0.965766841,DPM,33.1,32.8,3.80E+12,1.26E+14,4.22E+11,9.97E+11,1.60E+12,3.00E+12,25000000000,1.84E+11,5.69E+11,5.72E+11,0.990936556,377196
2009/4/0/0,-113.180136,DQC,35,62.5,3.15E+11,1.10E+13,25986997685,1.94E+11,2.44E+11,45864911405,14202320000,1.06E+12,3.14E+11,7.49E+11,1.785714286,185315
2009/4/0/0,-22.02138232,DRC,122,117,9.14E+11,1.12E+14,92960293110,3.54E+11,4.81E+11,77969488775,,1.26E+11,3.36E+11,1.86E+11,0.959016393,203083
2009/4/0/0,-7.583055487,DXV,11.9,27,99000000000,1.18E+12,2580306844,1.68E+11,1.74E+11,48637754812,5000000000,1.43E+11,21618531933,88749845641,2.268907563,95622
2009/4/0/0,-490.6835022,FDC,37.2,36.3,2.76E+11,1.03E+13,-6395669100,47857312786,89654948216,12676347297,9728396680,1.17E+11,2.37E+11,3.32E+11,0.975806452,53174
2009/4/0/0,-1.491307898,FMC,15,19.2,2.00E+11,3.00E+12,11355597774,2.60E+11,2.80E+11,2.83E+11,,57652179817,1.61E+11,4.69E+11,1.28,32382
2009/4/0/0,-19.73104606,FPT,83,88.5,3.44E+12,2.86E+14,3.67E+11,1.36E+13,1.50E+13,2.31E+12,6.18E+11,2.84E+12,1.56E+12,4.82E+12,1.06626506,232327
2009/4/0/0,-10.46727257,GIL,34.4,38.9,1.39E+11,4.78E+12,21682405654,1.25E+11,1.57E+11,33701291267,1.31E+11,68114679325,52332532935,97350086602,1.130813953,52437
2009/4/0/0,-9.619423134,GMC,24.9,28.7,1.17E+11,2.91E+12,4150946526,73985939945,91901552011,26687436599,10000000,36743667270,54255838561,88471390578,1.152610442,56770
2009/4/0/0,-1.443526976,GMD,76.5,76.5,1.20E+12,9.18E+13,87121499495,3.90E+11,4.47E+11,2.68E+11,2.09E+11,4.35E+11,57293659280,8.48E+11,1,652558
2009/4/0/0,-54.80395389,GTA,11.9,13.5,1.04E+11,1.24E+12,3696826367,94809940758,98410046773,11273263000,807345000,33880308481,84094242039,62953828724,1.134453782,30271
2009/4/0/0,-2.235283292,HAG,80,85,7.90E+12,6.32E+14,3.50E+11,6.34E+11,1.09E+12,1.94E+12,1.58E+11,2.96E+12,2.21E+12,3.64E+12,1.0625,450247
