,YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,ValueARG,VolumeARG
4424.00,2016/4/0/0,,DBT,15.60,16.80,76998080000.00,120117004800.00,5593444749.00,130046147056.00,167596181264.00,40203592189.00,38442780000.00,139216079816.00,165546806780.00,359527023262.00,1.08,158289500.00,10070.00
4425.00,2016/4/0/0,,DCL,25.60,21.90,563328240000.00,1442120294400.00,35718263902.00,139392962699.00,207099780175.00,11111167789.00,206000000000.00,236118842266.00,189939893124.00,185407509142.00,0.86,3312333333.00,130821.67
4426.00,2016/4/0/0,,DCM,9.50,13.85,5294000000000.00,5029300000000.00,241505953327.00,1184146147703.00,1745984357515.00,813518747412.00,2300000000000.00,360503947690.00,374120518186.00,2414422310982.00,1.46,4310500000.00,446903.33
4427.00,2016/4/0/0,,DGC,35.30,30.00,500088750000.00,1765313287500.00,55560206165.00,705089991165.00,796689137098.00,186292101548.00,0.00,460718946772.00,172923162180.00,632786463025.00,0.85,1645414667.00,44395.17
4428.00,2016/4/0/0,,DGW,15.35,14.50,306133290000.00,469914600150.00,11469302762.00,939111541915.00,1009444164727.00,32823139329.00,4900000000.00,361686292107.00,714275506872.00,672668032041.00,0.94,1299333333.00,82376.67
4429.00,2016/4/0/0,,DHA,28.30,31.00,151199460000.00,427894471800.00,19298265418.00,41136560380.00,56766109328.00,80025232260.00,3253085222.00,42336340447.00,0.00,21257729026.00,1.10,631833333.00,21988.33
4430.00,2016/4/0/0,,DHC,35.60,32.20,255846030000.00,910811866800.00,24682187034.00,160789459852.00,194606481689.00,34695484012.00,65270428038.00,260161627741.00,55931419134.00,108462100605.00,0.90,1318333333.00,36911.67
4431.00,2016/4/0/0,,DHG,114.30,144.50,871643300000.00,9962882919000.00,242370617019.00,631745498920.00,1174126158111.00,602450806353.00,703731000000.00,688568022447.00,742561413652.00,997809609629.00,1.26,10569166667.00,95730.00
4432.00,2016/4/0/0,,DHM,5.21,7.25,251431230000.00,130995670830.00,2018367576.00,379574739998.00,393469176532.00,9532140190.00,0.00,282175172983.00,84760351480.00,312367204217.00,1.39,3145333333.00,679265.00
4433.00,2016/4/0/0,,DIG,7.69,10.30,2381948190000.00,1831718158110.00,47161683298.00,205596655005.00,347117259153.00,179827869667.00,40050000000.00,1047712518926.00,2854925786637.00,1173762992596.00,1.34,1020833333.00,131840.00
4434.00,2016/4/0/0,,DLG,2.68,3.69,2301443420000.00,616786836560.00,535922705.00,587976689312.00,669501907311.00,97054754818.00,580094590556.00,2011874060839.00,414758239030.00,1437088801723.00,1.38,3162000000.00,1150075.00
4435.00,2016/4/0/0,,DMC,68.00,91.00,347274650000.00,2361467620000.00,40949967730.00,236611706963.00,391422274487.00,92319493954.00,115000000000.00,311353537546.00,296327982487.00,175952874917.00,1.34,972000000.00,14208.33
4436.00,2016/4/0/0,,DPM,24.60,23.55,3914000000000.00,9628440000000.00,142783519431.00,1300263448212.00,1677837315858.00,4098557036080.00,55000000000.00,512364640907.00,923155439979.00,1159284251430.00,0.96,14372333333.00,596423.33
4437.00,2016/4/0/0,,DPR,39.50,42.90,430000000000.00,1698500000000.00,81024092188.00,224762493649.00,328316263742.00,612072657972.00,349416998638.00,65132184770.00,115066148527.00,265571998061.00,1.09,2913833333.00,74161.67
4438.00,2016/4/0/0,,DQC,56.80,49.50,343594160000.00,1951614828800.00,58106469906.00,261381348834.00,343302810907.00,323711193952.00,328934832885.00,333423334836.00,285291168422.00,445333396715.00,0.87,1678666667.00,29528.33
4439.00,2016/4/0/0,,DRC,31.10,27.85,1187926050000.00,3694450015500.00,113253718856.00,737831199585.00,930143866757.00,50834076001.00,0.00,419043425440.00,770971267508.00,837765644389.00,0.90,3196666667.00,105120.00
4440.00,2016/4/0/0,,DRH,24.80,29.45,490000000000.00,1215200000000.00,39870069255.00,29245284999.00,32537613699.00,7801207439.00,7028011031.00,159854599917.00,0.00,207085155967.00,1.19,3686333333.00,144173.33
4441.00,2016/4/0/0,,DSN,64.00,60.90,120830090000.00,773312576000.00,3623171581.00,12751211187.00,21093676433.00,50061520838.00,154298702700.00,6527508862.00,4386323766.00,6770947090.00,0.95,468166667.00,7296.67
4442.00,2016/4/0/0,,DVP,72.00,71.90,400000000000.00,2880000000000.00,66585563346.00,111089375819.00,175344308882.00,27132690994.00,500000000000.00,67768057557.00,8756296561.00,131012026229.00,1.00,119833333.00,1661.67
4443.00,2016/4/0/0,,DXG,13.85,21.60,2530490680000.00,3504729591800.00,490763580991.00,576775021152.00,1185626674875.00,1818216889701.00,0.00,1865019675443.00,915502618676.00,1527604858832.00,1.56,22245666667.00,1674788.33
4444.00,2016/4/0/0,,ELC,23.70,23.50,465973750000.00,1104357787500.00,28506271939.00,288716186320.00,376568636441.00,102917130476.00,4751543907.00,607946459731.00,120480147264.00,263111737431.00,0.99,4748833333.00,195325.00
4445.00,2016/4/0/0,,EVE,22.10,20.40,419797730000.00,927752983300.00,9310510515.00,67702310166.00,150442497144.00,79138521852.00,73140000000.00,255594898406.00,418869103611.00,131513384188.00,0.92,3471166667.00,154381.67
4446.00,2016/4/0/0,,FCM,5.88,5.15,410000000000.00,241080000000.00,9261149575.00,121535116487.00,158968604498.00,28873758672.00,0.00,325073406936.00,278846712353.00,434290470193.00,0.88,591666667.00,102875.00
4447.00,2016/4/0/0,,FCN,18.50,19.40,477228540001.00,882872799001.85,85757977145.00,783521318880.00,940126129987.00,252211387118.00,13146800000.00,1509578036579.00,320424212348.00,1494009967444.00,1.05,1105333333.00,59531.67
4448.00,2016/4/0/0,,FIT,3.90,4.41,2235489620000.00,871840951800.00,22652721770.00,470484547200.00,576047212033.00,47232054588.00,1227245102236.00,700263184361.00,299409105580.00,543281500921.00,1.13,3320166667.00,845963.33
4449.00,2016/4/0/0,,FLC,5.75,7.15,6380387370000.00,3668722737750.00,333088889348.00,1136839443981.00,1576522138466.00,660801024940.00,0.00,7222425180396.00,1099243184931.00,6625988437875.00,1.24,37184833333.00,7114700.00
4450.00,2016/4/0/0,,FMC,20.70,21.70,300000000000.00,621000000000.00,28919587624.00,764474668411.00,826659156226.00,325929415900.00,0.00,250967161630.00,476874230641.00,891864679211.00,1.05,1140166667.00,55065.00
4451.00,2016/4/0/0,,FPT,44.30,47.00,4594266840000.00,20352602101200.00,0.00,9612445517435.00,12399573089770.00,5530631337393.00,3975682395024.00,6814501442288.00,4532523674211.00,17471939662823.00,1.06,20863833333.00,467946.67
4452.00,2016/4/0/0,,GAS,60.00,55.90,19139500000000.00,114837000000000.00,3075643502024.00,10858704195406.00,15662687181741.00,13612560308316.00,5823450000000.00,12021627184436.00,1296721378189.00,9301326983351.00,0.93,8490833333.00,143026.67
4453.00,2016/4/0/0,,GDT,54.60,61.00,149094600000.00,814056516000.00,41661043657.00,60382898100.00,97335812096.00,3982769603.00,197100000000.00,40099985067.00,55676938766.00,104085262300.00,1.12,183833333.00,3528.33
4454.00,2016/4/0/0,,GEX,19.90,22.20,1550000000000.00,3084500000000.00,74921125682.00,1494659777873.00,1723941052848.00,2912824131161.00,353394502790.00,1503590465601.00,1539753108650.00,3399306071087.00,1.12,428073500.00,20851.67
4455.00,2016/4/0/0,,GIL,42.10,47.90,139245880000.00,586225154800.00,-1663321303.00,205471481206.00,260444038197.00,118257074676.00,31388518500.00,112565698528.00,426393375850.00,635355789501.00,1.14,7120833333.00,165210.00
4456.00,2016/4/0/0,,GMC,28.50,31.00,155556200000.00,443335170000.00,5608503282.00,352029746863.00,440464046592.00,104287595438.00,0.00,266084371467.00,227458469324.00,549044292072.00,1.09,956166667.00,34220.00
4457.00,2016/4/0/0,,GMD,28.30,36.00,1794322810000.00,5077933552300.00,108748668078.00,786925855462.00,1044007982600.00,729150218795.00,82016047075.00,1145497392674.00,91482680629.00,1956583761636.00,1.27,4897333333.00,175655.00
4458.00,2016/4/0/0,,GSP,11.70,12.85,300000000000.00,351000000000.00,6405870166.00,397703887489.00,418032568864.00,119553616428.00,205000000000.00,82744790250.00,11550055246.00,113730497978.00,1.10,121833333.00,10658.33
4459.00,2016/4/0/0,,GTN,17.70,16.30,2500000000000.00,4425000000000.00,7874008617.00,480187746556.00,500072981157.00,31836660657.00,551218566491.00,1937218315449.00,72309542034.00,623540304733.00,0.92,26248500000.00,1506488.33
4460.00,2016/4/0/0,,HAG,5.92,9.00,7899679470000.00,4676610246240.00,-146417631000.00,1307209806000.00,1543110179000.00,794085316000.00,0.00,7773164852000.00,1983395937000.00,13883317520000.00,1.52,36684833333.00,6448551.67
4461.00,2016/4/0/0,,HAH,38.90,37.40,231962320000.00,902333424800.00,36767923482.00,97174849947.00,144401949198.00,221639040386.00,0.00,81309729065.00,26902780226.00,192412613294.00,0.96,719000000.00,18685.00
4462.00,2016/4/0/0,,HAI,3.43,3.60,1172993140000.00,402336647020.00,26499928280.00,550115269880.00,613374934900.00,49299527069.00,5000000000.00,959489109106.00,586069811459.00,755834075850.00,1.05,529666667.00,163468.33
4463.00,2016/4/0/0,,HAR,2.64,3.50,967765350000.00,255490052400.00,-8170843398.00,6373059222.00,3184608857.00,86261510911.00,0.00,354462842988.00,0.00,22706383611.00,1.33,1258000000.00,510468.33
4464.00,2016/4/0/0,,HAS,7.21,7.00,80000000000.00,57680000000.00,1283084701.00,66913423530.00,71463447258.00,22585755117.00,15481581858.00,190535045341.00,20319820157.00,146379333443.00,0.97,149666667.00,19653.33
4465.00,2016/4/0/0,,HAX,42.80,54.90,142315340000.00,609109655200.00,15705299530.00,976889393853.00,1005925811227.00,40587968665.00,0.00,214704049198.00,389642559251.00,554386846054.00,1.28,2374333333.00,59333.33
4466.00,2016/4/0/0,,HBC,35.80,53.00,954464570000.00,3416983160600.00,251761931809.00,3257948921389.00,3764287935749.00,576052150573.00,1192043060000.00,6697281348281.00,1245949429240.00,8697429255679.00,1.48,51647333333.00,1547940.00
4467.00,2016/4/0/0,,HCD,10.40,8.40,135000000000.00,140400000000.00,3439472897.00,175853825222.00,182947184972.00,32336062261.00,0.00,132137601060.00,66417173240.00,93584226440.00,0.81,2276666667.00,229106.67
4468.00,2016/4/0/0,,HDC,10.70,10.75,450789260000.00,482344508200.00,36475319447.00,134005420818.00,190449557475.00,27521841767.00,3458281550.00,368437776958.00,913094182215.00,424541407283.00,1.00,455666667.00,42275.00
4469.00,2016/4/0/0,,HDG,24.45,29.55,759680800000.00,1857419556000.00,163102725361.00,787528049860.00,1179571993879.00,725252707799.00,54534242621.00,872365596684.00,2442680679993.00,2632714529399.00,1.21,348166667.00,14458.33
4470.00,2016/4/0/0,,HHS,3.83,4.38,2747440630000.00,1052269761290.00,30415059132.00,323426368428.00,329302827651.00,702509175685.00,951688000000.00,175515672790.00,369916389790.00,85272423972.00,1.14,4336000000.00,1231251.67
4471.00,2016/4/0/0,,HID,14.85,3.34,316066210000.00,469358321850.00,15543209832.00,59506033306.00,65231837271.00,6109912291.00,750000000.00,65027816716.00,8842477882.00,26989255698.00,0.22,7431666667.00,500078.33
4472.00,2016/4/0/0,,HNG,8.40,11.85,7671438950000.00,6444008718000.00,-302784073000.00,1114996711000.00,1213140844000.00,311163926000.00,0.00,5374762615000.00,1864271599000.00,6130954969000.00,1.41,16120833333.00,2196770.00
4473.00,2016/4/0/0,,HPG,44.10,43.65,8428749560000.00,37170785559600.00,1949814238164.00,7311373166577.00,9950499922926.00,4558660713505.00,693498769815.00,2386926010205.00,10247213245079.00,12431329890032.00,0.99,82795333333.00,1928695.00
4474.00,2016/4/0/0,,HQC,2.19,2.40,4266000000000.00,934254000000.00,44775199682.00,81300404835.00,211987416178.00,69636446911.00,0.00,4202416773860.00,725545651397.00,2049436515361.00,1.10,8360500000.00,3954130.00
4475.00,2016/4/0/0,,HSG,49.20,48.85,1965398290000.00,9669759586800.00,447692831043.00,3677401884196.00,4994179162662.00,576616148168.00,0.00,1096590459734.00,4730160790574.00,6657235306676.00,0.99,37211000000.00,758001.67
4476.00,2016/4/0/0,,HT1,18.55,22.00,3815899110000.00,7078492849050.00,184125138314.00,1840560813505.00,2194751123370.00,486086323446.00,7406277600.00,455101314609.00,797397607075.00,3059146562802.00,1.19,700333333.00,35195.00
4477.00,2016/4/0/0,,HTI,17.50,19.70,249492000000.00,436611000000.00,14592041877.00,48544512633.00,87937149662.00,9231203224.00,0.00,17959766516.00,2357753490.00,128124546842.00,1.13,416333333.00,23448.33
4478.00,2016/4/0/0,,HVN,38.60,25.90,12275337780000.00,47382803830800.00,-443801287740.00,15142987267678.00,16800337257060.00,2764885359376.00,763676001400.00,15622855140252.00,2712180564486.00,29364799779475.00,0.67,4671758633.00,121903.83
4479.00,2016/4/0/0,,IDI,4.02,4.60,1816096710000.00,730070877420.00,16345185086.00,1084590129013.00,1161598879443.00,494840186573.00,1143414862388.00,1824282784990.00,485234785513.00,2305274519818.00,1.14,494833333.00,124043.33
4480.00,2016/4/0/0,,IMP,56.00,60.50,289426460000.00,1620788176000.00,37307112814.00,218270733218.00,366011055087.00,100127453686.00,15392915260.00,367177121542.00,234236593766.00,197804114924.00,1.08,1085833333.00,19871.67
4481.00,2016/4/0/0,,ITA,3.89,3.24,9384636070000.00,3650623431230.00,22875603311.00,21434701580.00,42623364111.00,26525543634.00,0.00,1962067775785.00,3491770394548.00,1160738685334.00,0.83,4752666667.00,1218165.00
4482.00,2016/4/0/0,,ITD,25.70,24.50,190647980000.00,489965308600.00,9244383393.00,125654156416.00,161629169392.00,99730087152.00,32320052028.00,257880600796.00,70348146161.00,207962033665.00,0.95,3151833333.00,126273.33
4483.00,2016/4/0/0,,JVC,3.50,3.18,1125001710000.00,393750598500.00,3866106005.00,89569861113.00,124530934894.00,30305649679.00,0.00,158070536718.00,78334454412.00,177586369908.00,0.91,185666667.00,52058.33
4484.00,2016/4/0/0,,KBC,13.60,15.25,4757111670000.00,6469671871200.00,84512208606.00,218832579603.00,405460088938.00,295085197835.00,1235586230.00,4424558890260.00,8243696478710.00,3662260364995.00,1.12,22850000000.00,1666030.00
4485.00,2016/4/0/0,,KDC,37.00,39.20,2566533970000.00,9496175689000.00,144740908507.00,639628052260.00,794821976138.00,2333337775577.00,3503679901.00,1989056305056.00,673455482629.00,1551529279955.00,1.06,4058333333.00,109208.33
4486.00,2016/4/0/0,,KDH,19.60,25.00,2339998920000.00,4586397883200.00,125097247000.00,1867790788000.00,2189271531000.00,1059489171000.00,510000000.00,1402940939000.00,4672477051000.00,1243155378000.00,1.28,1383166667.00,70741.67
4487.00,2016/4/0/0,,KHP,11.10,10.40,415512960000.00,461219385600.00,-24500497412.00,861530495347.00,857319183894.00,70179826688.00,397025323756.00,71426022134.00,103618399065.00,682330121692.00,0.94,1653666667.00,144170.00
4488.00,2016/4/0/0,,KMR,5.04,4.07,488814430000.00,246362472720.00,-9233914517.00,30172187174.00,30592188401.00,24451627998.00,0.00,117798203828.00,167869313162.00,171016507221.00,0.81,521666667.00,102460.00
4489.00,2016/4/0/0,,KPF,8.50,7.80,171600000000.00,145860000000.00,4132706410.00,34677367270.00,43034150247.00,5187379574.00,0.00,81037233965.00,321015540.00,68259400800.00,0.92,181000000.00,20296.67
4490.00,2016/4/0/0,,LBM,35.60,37.50,85000000000.00,302600000000.00,8851465335.00,60572198320.00,85661014081.00,22571282876.00,7976785556.00,86380783927.00,23245820805.00,60382162397.00,1.05,373833333.00,10568.33
4491.00,2016/4/0/0,,LCG,5.10,8.30,762499560000.00,388874775600.00,49690893196.00,543782357097.00,667945908958.00,226732044282.00,0.00,1053219386474.00,574060988601.00,1460415435194.00,1.63,3645833333.00,742011.67
4492.00,2016/4/0/0,,LDG,6.52,15.60,884997550000.00,577018402600.00,90184892262.00,64570227345.00,201709136687.00,113235327524.00,0.00,672209029461.00,1080300320309.00,664159612225.00,2.39,3793000000.00,579745.00
4493.00,2016/4/0/0,,LGC,25.10,25.41,1928547650000.00,4840654601500.00,69041718083.00,81412368510.00,147172530854.00,802670966774.00,15842590331.00,835718094624.00,76417624587.00,1084786715154.00,1.01,31578666667.00,1257715.00
4494.00,2016/4/0/0,,LHG,21.50,21.90,260826270000.00,560776480500.00,101730941764.00,124667567788.00,300452780170.00,254522598289.00,12441644892.00,418950141561.00,216299299908.00,546955936176.00,1.02,5884500000.00,306193.33
4495.00,2016/4/0/0,,LIX,56.00,48.70,324000000000.00,1814400000000.00,36586594567.00,411320286243.00,512066292806.00,128261720839.00,0.00,108071350672.00,139426422610.00,301409640926.00,0.87,2266000000.00,40766.67
4496.00,2016/4/0/0,,LM8,24.00,24.50,93886820000.00,225328368000.00,14628842244.00,379330852480.00,434454643097.00,59677185782.00,185000000000.00,537759295045.00,851981762566.00,1630842740291.00,1.02,114166667.00,4691.67
4497.00,2016/4/0/0,,LSS,13.15,14.40,700000000000.00,920500000000.00,18178593082.00,641494360098.00,692147803549.00,84172452086.00,69169623717.00,392046193529.00,549335253389.00,819062477777.00,1.10,3857166667.00,302693.33
4498.00,2016/4/0/0,,MHC,6.03,5.76,327352100000.00,197393316300.00,-8860530942.00,23899545332.00,27275391460.00,11499679326.00,402434599488.00,23086984980.00,275000.00,29240298680.00,0.96,977833333.00,164096.67
4499.00,2016/4/0/0,,MSN,42.60,44.30,7680757000000.00,32720024820000.00,1238774000000.00,9075263000000.00,13148986000000.00,13148938000000.00,1771012000000.00,2277055000000.00,5389531000000.00,17898443000000.00,1.04,12344333333.00,259408.33
4500.00,2016/4/0/0,,MWG,170.50,168.60,1539509270000.00,26248633053500.00,315813724139.00,11641490003545.00,13837427316125.00,996983462012.00,0.00,1410488010354.00,9370731749778.00,10965132547484.00,0.99,24071166667.00,147671.67
4501.00,2016/4/0/0,,NAF,31.10,27.90,300000000000.00,933000000000.00,21289246123.00,56344766765.00,102221685479.00,17337470125.00,33000000000.00,310652278522.00,38810408033.00,185610633699.00,0.90,3145666667.00,102450.00
4502.00,2016/4/0/0,,NBB,20.00,25.40,583212000000.00,1166424000000.00,43226816247.00,9697005210.00,10264379343.00,112066193541.00,0.00,1088302467771.00,3262159875236.00,2194484345734.00,1.27,756500000.00,37636.67
4503.00,2016/4/0/0,,NCT,87.50,89.20,261669400000.00,2289607250000.00,64865803829.00,74377705499.00,177029983544.00,17044449979.00,275050000000.00,53161126725.00,3425591229.00,49658011541.00,1.02,1198500000.00,13481.67
4504.00,2016/4/0/0,,NHA,12.00,10.00,116000000000.00,139200000000.00,3967374822.00,30618915767.00,37840735026.00,2581209182.00,0.00,20269749352.00,0.00,10544559506.00,0.83,208195000.00,17300.00
4505.00,2016/4/0/0,,NKG,35.65,44.25,702047413000.00,2502799027345.00,65645416744.00,2215957177553.00,2458347049059.00,200127846768.00,9353176.00,496144594712.00,2032845680990.00,2908715022506.00,1.24,5794166667.00,164635.00
4506.00,2016/4/0/0,,NLG,22.30,27.70,1421145100000.00,3169153573000.00,199198313289.00,491756100089.00,862273486677.00,931562883084.00,38869085285.00,1094934187907.00,3698432512033.00,2179393749379.00,1.24,3229333333.00,143380.00
4507.00,2016/4/0/0,,NNC,70.50,80.70,164402020000.00,1159034241000.00,47494722443.00,107505282811.00,169705753458.00,35855669229.00,130239904560.00,27403773120.00,133529986636.00,82545355709.00,1.14,1900333333.00,26383.33
