Time,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,VolumeARG,ValueARG
2017/1/0/0,-163.2262878,HTL,42.5,46.5,1.2E+11,5.1E+12,1902975960,1.17E+11,1.26E+11,13966169942,1559260000,36562864128,2.14E+11,1.42E+11,1.058823529,1122,48800000
2017/1/0/0,-149.4341729,HU1,6.28,6.1,1E+11,6.28E+11,-408348701,41387629749,45326931911,24444946341,1230000000,4.02E+11,1.91E+11,4.67E+11,0.97133758,3802,23700000
2017/1/0/0,-734.615826,HU3,9.3,9.25,99999440000,9.29995E+11,8532535644,1.14E+11,1.31E+11,12632118304,,2.03E+11,2.89E+11,4.04E+11,0.892473118,1402,12400000
2017/1/0/0,-6.20618449,HVN,26.6,26.2,1.23E+13,3.2718E+14,7.46E+11,1.76E+13,2.08E+13,4.7E+12,5.03E+11,1.52E+13,2.55E+12,3.38E+13,0.984962406,368632.1,9610596930
2017/1/0/0,-141.8444213,HVX,5.2,4.5,4.15E+11,2.158E+12,1396965518,2.26E+11,2.44E+11,18690970444,,2.03E+11,1.18E+11,3.98E+11,0.865384615,130,500000
2017/1/0/0,0,IBC,29.1,24.8,3.13E+11,9.1083E+12,8805539066,,12038200000,6227675928,,7365252668,,5065845674,0.852233677,78050,3037738000
2017/1/0/0,-9.198305701,IDI,5.12,6.38,1.82E+12,9.3184E+12,25513643356,8.67E+11,9.47E+11,3.61E+11,1.31E+12,1.86E+12,4.26E+11,2.54E+12,1.24609375,174948,798000000
2017/1/0/0,-6102.172063,IJC,9.74,11.3,1.37E+12,1.33438E+13,16135014184,97838281813,1.57E+11,53461845748,11200000000,7.04E+11,5.07E+12,3.44E+12,1.160164271,462092,3966000000
2017/1/0/0,-4.038754325,IMP,60.1,76.59,3.91E+11,2.34991E+13,25913620344,1.32E+11,2.24E+11,1.19E+11,2.85E+11,4.4E+11,2.29E+11,1.4E+11,1.146422629,7882,478000000
2017/1/0/0,-46579.48991,ITA,3.32,4.11,9.38E+12,3.11416E+13,23729025710,82973609508,1.49E+11,9798465278,,2.23E+12,3.44E+12,1.3E+12,1.237951807,3045337,9882700000
2017/1/0/0,-696.6535788,ITC,14.5,13.8,6.91E+11,1.00195E+13,9399471576,61539152641,77486243242,63491067083,,3.17E+11,2.7E+12,1.04E+12,0.951724138,92997,1263200000
2017/1/0/0,-0.961522752,ITD,25.35,21.5,1.91E+11,4.84185E+12,6033143357,47606973286,73782810031,1.23E+11,50553095332,1.6E+11,72293404666,1.65E+11,0.848126233,116195,2945800000
2017/1/0/0,-15.41745772,JVC,3.4,3.65,1.13E+12,3.842E+12,1929987016,98258337520,1.28E+11,23459712479,,1.83E+11,44067688640,1.47E+11,1.073529412,95177,308400000
2017/1/0/0,-711.2725706,KBC,15.1,14.85,4.76E+12,7.1876E+13,1.81E+11,1.81E+11,4.35E+11,1.86E+11,1248073310,4.48E+12,8.04E+12,3.06E+12,0.983443709,2020485,30480700000
2017/1/0/0,-1.268369862,KDC,39.1,45.4,2.57E+12,1.00487E+14,30101586470,1.01E+12,1.25E+12,1.32E+12,8.04E+11,1.91E+12,7.24E+11,1.36E+12,1.120204604,222813,8729300000
2017/1/0/0,-8.014553251,KDH,27.25,28.2,2.34E+12,6.3765E+13,1.19E+11,4.03E+11,6.41E+11,9.59E+11,,1.59E+12,4.51E+12,1.6E+12,1.034862385,122601,3086600000
2017/1/0/0,-57.28342049,KHP,10.4,10.6,4.16E+11,4.3264E+12,-35964059010,7.51E+11,7.42E+11,46078149308,3.88E+11,84732954574,1.14E+11,7.77E+11,0.971153846,66370,696400000
2017/1/0/0,-18.55432929,KMR,4.24,4.63,5.69E+11,2.41256E+12,1053609331,52193050136,66413538784,46551536352,,1.57E+11,2.04E+11,1.93E+11,1.091981132,35705,147100000
2017/1/0/0,-2.011268889,KPF,7.7,7.25,1.72E+11,1.3244E+12,108861638,11656239431,12245250744,6062823934,,38887782720,1342062923,38212623474,0.941558442,24206,189700000
2017/1/0/0,-25.4113313,L10,16.5,15.7,98900000000,1.63185E+12,7412834112,4.07E+11,4.4E+11,86469768450,,4.11E+11,3.27E+11,4.83E+11,0.872727273,1495,23500000
2017/1/0/0,-8.481658884,LAF,12.3,11.8,1.47E+11,1.8081E+12,7105846453,95763220467,97313876609,64081045458,51009101472,66369070538,1.55E+11,2.06E+11,0.959349593,673,7900000
2017/1/0/0,-4.495229195,LBM,36.8,43,85000000000,3.128E+12,10471224093,55026855812,78314802106,27396543201,16001785556,1.29E+11,21832126950,1.01E+11,1.168478261,4765,173400000
2017/1/0/0,-31.33605914,LCG,9.45,11.85,7.8E+11,7.371E+12,16517753048,1.81E+11,2.24E+11,1.43E+11,,1.14E+12,4.58E+11,1.39E+12,1.17989418,1036455,9075400000
2017/1/0/0,-19.29026661,LCM,0.93,1.25,2.46E+11,2.2878E+11,-378798549,3202719291,3213000000,3079539896,,73899188403,30105555289,5898172198,1.344086022,26548,25000000
2017/1/0/0,-274.3753504,LDG,17.55,16.92,8.85E+11,1.55318E+13,55385095960,45227164206,1.37E+11,55914218885,,5.44E+11,1.23E+12,6.97E+11,0.803418803,2268221,33904300000
2017/1/0/0,-0.04440004,LGC,24.3,22.85,1.93E+12,4.6899E+13,44776288637,33727157509,1.05E+11,1.06E+12,2.04E+11,9.9E+11,33947687902,1.39E+12,0.940329218,731,17100000
2017/1/0/0,-218.2333872,LGL,9.61,10.7,3.46E+11,3.32506E+12,6545488505,38145341272,47517277490,77838070478,5940503800,4.07E+11,1.17E+12,1.13E+12,1.113423517,39281,385900000
2017/1/0/0,-5.074577935,LHG,21.15,20.65,2.61E+11,5.52015E+12,15122669429,23734197765,46989532887,1.79E+11,45474286621,4.51E+11,2.63E+11,6.17E+11,0.905437352,126503,2660800000
2017/1/0/0,-8.075790418,LIX,48.5,50.5,3.24E+11,1.5714E+13,28148380829,3.92E+11,4.76E+11,1.29E+11,,93731001548,1.56E+11,2.54E+11,1.010309278,26614,1285600000
2017/1/0/0,-975.6328726,LM8,24.3,21.9,93886820000,2.28145E+12,14163694126,4.57E+11,4.99E+11,35458428563,1.89E+11,5.89E+11,7.83E+11,1.56E+12,0.868312757,292,6800000
2017/1/0/0,-115.8955259,LSS,13.5,13.2,7E+11,9.45E+12,36916352233,7.39E+11,8.47E+11,95120115559,74169623717,2.33E+11,9.28E+11,1.07E+12,0.977777778,714790,9979200000
2017/1/0/0,-1075.860199,MCG,2.64,3.59,5.75E+11,1.518E+12,840616631,34651887070,37778291092,17877011127,157504000,6.11E+11,4.04E+11,8.51E+11,1.359848485,147308,342700000
2017/1/0/0,-14.19159284,MCP,25,26.6,1.51E+11,3.775E+12,8160962532,64380464995,81068695602,26727994490,,55931041361,1.1E+11,75331419956,1.064,6496,175100000
2017/1/0/0,-64.84845266,MDG,12.4,13.8,1.09E+11,1.3516E+12,462191019,47004931851,55331625715,17438264903,,58668970127,1.2E+11,1.62E+11,1.072580645,17415,207800000
2017/1/0/0,-0.854993559,MHC,5.85,5.79,3.27E+11,1.91295E+12,5998155237,16945277355,18801417182,8396127781,2.9E+11,1.59E+11,4957500,44544232518,0.98974359,113719,664700000
2017/1/0/0,-2.052933147,MSN,42.65,42.45,1.15E+13,4.90475E+14,2.63E+11,6.07E+12,8.54E+12,7.05E+12,1.66E+12,2.31E+12,5.88E+12,1.23E+13,0.995310668,344914,15353100000
2017/1/0/0,-156.5924512,MWG,170.9,101,1.54E+12,2.63186E+14,5.58E+11,1.29E+13,1.56E+13,8.26E+11,,9.97E+11,9.24E+12,9.71E+12,0.58221182,108526,18221500000
2017/1/0/0,-9.184029435,NAF,27.9,25.2,3E+11,8.37E+12,4752424961,43344238493,63237604392,35099651632,33000000000,3.46E+11,44404485816,2.46E+11,0.903225806,70614,1957500000
2017/1/0/0,-11.69907717,NAV,8.1,7.45,80000000000,6.48E+11,-2163929437,26056917597,28857863857,10691074385,,23069896037,39473282124,26061260984,0.919753086,2632,23000000
2017/1/0/0,-246.1713319,NBB,23.5,16.8,6.4E+11,1.504E+13,47238311096,6113859889,9561881417,1.94E+11,,1.19E+12,3.47E+12,2.67E+12,0.714893617,428145,9814500000
2017/1/0/0,-0.814725699,NCT,87.4,87.3,2.62E+11,2.28988E+13,66178364200,72344221730,1.69E+11,2.8E+11,80400000000,66754085991,3771460218,53765290293,0.93020595,43975,3893800000
2017/1/0/0,-12.3166794,NHA,9.3,15.75,1.16E+11,1.0788E+12,3930744647,10260479803,17586448509,1801289914,,24398182477,1122017848,12568355197,1.64516129,13310,134463000
2017/1/0/0,-1558.447242,NKG,45.05,47.4,6.6E+11,2.9733E+13,1.56E+11,2.09E+12,2.39E+12,81633014401,26009353176,8.14E+11,2.67E+12,3.85E+12,0.701442841,376935,16337100000
2017/1/0/0,-8.873559054,NLG,29.6,33.84178,1.42E+12,4.2032E+13,23425194399,1.75E+11,2.56E+11,9.61E+11,9000000000,1.12E+12,3.82E+12,2.14E+12,1.032094595,697785,19500200000
2017/1/0/0,-9.684786172,NNC,78.5,77.33333333,1.64E+11,1.2874E+13,40786521512,77552248455,1.27E+11,40854021333,1.3E+11,53014599280,1.41E+11,78103078447,0.738853503,30762,2355300000
2017/1/0/0,-3.557615901,NSC,106.8,122,1.53E+11,1.63404E+13,46090719995,2.15E+11,3.26E+11,2.05E+11,704890500,3.04E+11,3.16E+11,3.39E+11,1.142322097,3597,367600000
2017/1/0/0,-1.080430104,NT2,30.1,30.35,2.88E+12,8.6688E+13,2.66E+11,1.38E+12,1.77E+12,1.27E+12,1.6E+11,2.84E+12,2.42E+11,3.22E+12,0.955149502,212912,6320600000
2017/1/0/0,-165.2500031,NTL,10.35,9.82,6.36E+11,6.5826E+12,1958076295,18647075345,28729653543,48791900490,4141780308,1.98E+11,8.78E+11,4.48E+11,0.948792271,294718,2776000000
2017/1/0/0,-23.86321082,NVL,68.1,67.5,5.89E+12,4.01109E+14,4.09E+11,1.45E+12,1.91E+12,3.21E+12,1E+12,9.88E+12,1.68E+13,1.46E+13,0.991189427,446073,31855600000
2017/1/0/0,-8.43641415,NVT,2.22,3.83,9.05E+11,2.0091E+12,14427315055,27700929441,69378644466,22708780470,103000000,3.55E+11,10552236357,4.02E+11,1.725225225,154623,314400000
2017/1/0/0,-19.73620917,OGC,1.22,2.26,3E+12,3.66E+12,8440758068,1.13E+11,2.03E+11,2.18E+11,1.21E+11,1.95E+12,3.04E+11,3.08E+12,1.852459016,3297370,4118300000
2017/1/0/0,-5.271903818,OPC,44,54.5,2.53E+11,1.1132E+13,24607963201,1.53E+11,2.82E+11,1.24E+11,17068954572,1.5E+11,2.5E+11,2.32E+11,1.215909091,3260,149400000
2017/1/0/0,-79.20625182,PAC,40.5,51.8,4.65E+11,1.88325E+13,20816943085,6.17E+11,6.92E+11,89822636172,4.79E+11,1.31E+11,5.54E+11,1.09E+12,1.279012346,205967,7783100000
2017/1/0/0,-1.444725192,PAN,42.5,41.4,1.02E+12,4.335E+13,56586396127,4.05E+11,5.36E+11,6.68E+11,2.44E+11,5.3E+11,5.74E+11,8.12E+11,0.847058824,3333,140000000
2017/1/0/0,-15.32408399,PC1,38.5,45.11,7.53E+11,2.89905E+13,60292665963,4.56E+11,5.67E+11,2.45E+11,,1.1E+12,6.85E+11,1.27E+12,0.901298701,66852,2517600000
2017/1/0/0,-1.081016819,PDN,71.5,86.5,1.23E+11,8.7945E+12,18280485530,77303461240,1.13E+11,50632863249,,74211274489,150486587,1.61E+11,1.188811189,1825,125400000
2017/1/0/0,-165.2266238,PDR,27.25,30.69,1.3E+12,3.5425E+13,44758979232,1.24E+11,2.05E+11,2.91E+11,,6.44E+11,7.48E+12,1.87E+12,1.023853211,517713,12803200000
2017/1/0/0,-3.504250083,PET,10.95,12,8.66E+11,9.4827E+12,52706997545,2.13E+12,2.34E+12,1.08E+12,,1.64E+12,7.42E+11,3.33E+12,1.00456621,170708,1824900000
2017/1/0/0,-28.05667483,PGC,13.5,14.6,6.03E+11,8.1405E+12,31165828677,5.83E+11,7.27E+11,72423191388,7.68E+11,3.12E+11,1E+11,1.22E+12,1.081481481,127063,1684400000
2017/1/0/0,-1.19157257,PGD,45.5,47.5,9E+11,4.095E+13,30631435625,1.32E+12,1.48E+12,1.31E+12,,5.73E+11,23407070395,1.27E+12,1.043956044,130245,5877300000
2017/1/0/0,-2.872737196,PHR,26.1,40.6,8.13E+11,2.12193E+13,66973733170,3.56E+11,4.12E+11,2.72E+11,3.75E+11,2.41E+11,1.65E+11,1.06E+12,1.486590038,350075,8965000000
2017/1/0/0,-507.4114933,PIT,7.3,6.94,1.52E+11,1.1096E+12,2458770971,5.62E+11,5.89E+11,24702014214,130000000,2.84E+11,4.21E+11,7.08E+11,0.950684932,90,700000
2017/1/0/0,-11.97186327,PJT,12,14.25,1.08E+11,1.296E+12,8770935724,1.01E+11,1.17E+11,19503556987,,35399486227,22185140032,90577920615,1.120833333,10112,119200000
2017/1/0/0,-5.561447316,PLX,47.5,66.224,1.29E+13,6.1275E+14,1.11E+12,3.26E+13,3.58E+13,1.21E+13,2.68E+12,8.3E+12,1.16E+13,3.13E+13,1.326315789,1911842.222,90831777778
2017/1/0/0,-138.0100096,PNC,13.5,11.75,1.1E+11,1.485E+12,3433396466,77465247573,1.21E+11,28284549217,19990000,57142110413,2.49E+11,4.41E+11,0.87037037,0,0
2017/1/0/0,-350.2490036,PNJ,95,105.8,2.25E+12,2.1375E+14,2.49E+11,2.58E+12,3.13E+12,1.27E+11,,83361232464,2.85E+12,1.78E+12,1.105263158,279563,24530800000
2017/1/0/0,-5326.492458,POM,16.75,15.8,1.87E+12,3.13225E+13,2.05E+11,2.45E+12,2.74E+12,26614405743,,2.25E+12,1.21E+12,3.07E+12,0.943283582,56955,1029400000
2017/1/0/0,-34.64480969,PPC,18.2,23.45,3.26E+12,5.9332E+13,1.42E+11,1.23E+12,1.48E+12,1.7E+11,1.1E+12,2.68E+12,7.68E+11,8E+11,1.222527473,54268,952400000
2017/1/0/0,-197.581201,PTB,124,157,2.16E+11,2.6784E+13,60447260481,7.82E+11,9.23E+11,53777927244,43763549000,4.86E+11,5.09E+11,1.05E+12,1.048387097,33175,4119900000
2017/1/0/0,-2.638885792,PTC,6.2,5.89,1.8E+11,1.116E+12,5049427300,7519489751,7807142760,60886981765,2.61E+11,2.23E+11,38919129452,2.51E+11,0.95,17370,106400000
2017/1/0/0,-128.8068946,PTL,2.48,3.7,1E+12,2.48E+12,-10872565246,6483991482,8797173089,29119688955,5800000000,8.15E+11,1.72E+11,6.35E+11,1.491935484,119472,299400000
2017/1/0/0,-0.49822759,PVD,16.3,14.2,3.83E+12,6.2429E+13,-2.14E+11,5.11E+11,5.03E+11,2.32E+12,1.62E+12,1.33E+12,8.03E+11,3.1E+12,0.871165644,3121746,53252700000
2017/1/0/0,-0.608546247,PVT,12.5,15.4,2.81E+12,3.5125E+13,1.27E+11,1.46E+12,1.65E+12,1.95E+12,1.09E+12,1.01E+12,68768441797,2.17E+12,1.152,410681,5240700000
2017/1/0/0,-177.6366529,PXI,2.82,2.78,3E+11,8.46E+11,-11008283392,70517527020,70398621202,48251175455,,4.72E+11,5.51E+11,7.5E+11,0.985815603,40897,117200000
2017/1/0/0,-7.359828603,PXS,9.82,9.89,6E+11,5.892E+12,20173849885,2.98E+11,3.44E+11,2.01E+11,,8.06E+11,2.47E+11,1.13E+12,1.00712831,135495,1349600000
2017/1/0/0,-10.33023242,QBS,6.47,9.78,6.93E+11,4.48371E+12,16598226242,8.17E+11,8.61E+11,1.46E+11,17000000000,8.52E+11,1.18E+11,9.48E+11,1.511591963,303512,1784300000
2017/1/0/0,-2315.513496,QCG,10.9,24.31,2.75E+12,2.9975E+13,2411925245,2.44E+11,2.69E+11,1.01E+11,16650000000,6.72E+11,5.89E+12,4.01E+12,2.151376147,361763,2762900000
2017/1/0/0,-4.665798731,RAL,125.4,121.1,1.15E+11,1.4421E+13,48053133197,6.95E+11,8.79E+11,5.07E+11,2.53E+11,4.12E+11,6.91E+11,1.42E+12,0.965709729,49524,6004400000
2017/1/0/0,-106.988458,RDP,16,23.512,2.93E+11,4.688E+12,5188138326,1.93E+11,2.2E+11,31079304749,,2.79E+11,2.05E+11,4.91E+11,1.36875,34179,517400000
2017/1/0/0,-3.07631545,REE,30.9,36.7,3.1E+12,9.579E+13,3.49E+11,7.86E+11,1.09E+12,1.18E+12,5.7E+11,1.07E+12,1.34E+12,2.94E+12,1.187702265,1556554,44002900000
2017/1/0/0,-1.618038457,RIC,8.01,8,7.04E+11,5.63904E+12,-21930384180,63695980630,64946403840,55334103440,,2.52E+11,20310321955,1.82E+11,0.998751561,35,200000
2017/1/0/0,-15.92487751,ROS,160.1,101.2,4.3E+12,6.8843E+14,92125009356,7.4E+11,8.55E+11,3.22E+11,1.55E+12,2.37E+12,6.85E+11,2.28E+12,0.574640849,5654430,9.10214E+11
2017/1/0/0,-0.62912391,S4A,18.5,21,4.22E+11,7.807E+12,14672351854,18844195211,46821465162,26753396225,44402364431,34544142133,1927434379,79420366424,1.135135135,2718,49500000
2017/1/0/0,-2.483830745,SAB,199,244.9,6.41E+12,1.27559E+15,1.19E+12,4.97E+12,7.48E+12,4.08E+12,2.57E+12,8.85E+11,2.21E+12,5.01E+12,1.230653266,25578,5114500000
2017/1/0/0,-14.69797521,SAM,9.45,9.96,1.8E+12,1.701E+13,29063081613,3.9E+11,4.19E+11,2.2E+11,2.34E+11,4.57E+11,6.17E+11,1.1E+12,1.053968254,524128,4945000000
2017/1/0/0,-95.61409402,SAV,11.6,12.6,1.16E+11,1.3456E+12,2732135817,1.13E+11,1.28E+11,14817562375,20000000000,76594434581,91389997997,2.19E+11,1.086206897,13292,150700000
2017/1/0/0,-2.048274081,SBA,13.9,16.9,6.05E+11,8.4095E+12,36099845565,24631519877,83049311865,17766735937,,73418715838,2838697765,1.01E+11,1.143884892,49614,668100000
2017/1/0/0,-44.07951226,SBT,25.5,41.5,5.57E+12,1.42035E+14,88385181870,1.36E+12,1.56E+12,7.87E+11,7.52E+11,6.37E+12,2.98E+12,9.1E+12,1.62745098,2007252,52116700000
2017/1/0/0,-11.91303156,SC5,32,29.3,1.5E+11,4.8E+12,9514206107,1.8E+11,2.01E+11,3.49E+11,23828518510,4.6E+11,1.03E+12,1.4E+12,0.853125,30480,865200000
2017/1/0/0,-2.640343802,SCD,41.5,43.45,85000000000,3.5275E+12,3124245014,68726081847,98409922971,59716304140,82000000000,53230980020,16351516033,46679085559,1.022891566,4065,170900000
2017/1/0/0,-375.6439045,SCR,9.84,11.7,2.28E+12,2.24352E+13,6317331557,2.05E+11,2.76E+11,1.96E+11,1.13E+11,2.61E+12,3.69E+12,3.91E+12,1.18902439,5212901,45491400000
2017/1/0/0,-1.164376092,SFC,29.4,29.7,1.13E+11,3.3222E+12,12179953381,3.22E+11,3.5E+11,3.67E+11,,14809148749,23365013568,2.75E+11,0.948979592,1397,39200000
2017/1/0/0,-0.427084435,SFI,30,33.2,1.14E+11,3.42E+12,8186982915,1.28E+11,1.68E+11,1.94E+11,,2.3E+11,1249806985,2.65E+11,1.106666667,1459,45100000
2017/1/0/0,-1.158576154,SGN,178.9,181.5,2E+11,3.578E+13,60540354148,1.73E+11,2.64E+11,1.52E+11,,2.07E+11,6158309644,2.77E+11,0.838457239,3118.4,553443400
2017/1/0/0,-7.975109913,SGT,6.42,12.05,7.4E+11,4.7508E+12,69087464206,1.67E+11,3.02E+11,83853070563,7500000000,6.03E+11,89479764215,5.39E+11,1.87694704,2890,15000000
2017/1/0/0,-10.30858983,SHA,9.4,9.38,2.02E+11,1.8988E+12,8204405012,2.02E+11,2.29E+11,71669238010,,2.16E+11,1.53E+11,2.64E+11,0.99787234,370855,3427700000
2017/1/0/0,-506.248577,SHI,8.08,8.83,6.42E+11,5.18736E+12,32197024121,5.55E+11,6.85E+11,54660823170,4000000000,9.73E+11,9.49E+11,1.58E+12,1.092821782,420500,3366200000
2017/1/0/0,-0.330439561,SHP,19.8,23.5,9.37E+11,1.85526E+13,-12143476884,60866065179,76483165780,74337162009,3821364689,69591326114,1671102546,2.44E+11,1.186868687,18584,368000000
2017/1/0/0,-0.131183085,SII,24,25.95,5.84E+11,1.4016E+13,-11264871740,25118740527,29151151474,3.33E+11,,1.54E+11,37924979812,3.66E+11,1.08125,375,8200000
2017/1/0/0,-1.145551478,SJD,29.8,22.8,6.9E+11,2.0562E+13,24581433636,29031874860,65960829751,36789413587,1E+11,3.63E+11,6708744101,62153912727,0.765100671,42611,1258500000
2017/1/0/0,-416.1411308,SJS,29.05,28.6,1E+12,2.905E+13,2031991706,8555613048,10324326763,1.29E+11,28856484418,8.61E+11,2.77E+12,2.5E+12,0.984509466,233029,6556500000
2017/1/0/0,-38.9910771,SKG,69.2,64.21,3.43E+11,2.37356E+13,44230390232,34799321841,89695378140,8149917197,3.51E+11,41658300306,11063340974,10273367109,0.652456647,38388,2708600000
2017/1/0/0,-229.4834876,SMA,8.1,9.22,1.61E+11,1.3041E+12,-109258217,58203798425,65535683378,5928512180,,66711294393,57668980290,1.37E+11,1.138271605,3246,25700000
2017/1/0/0,-92.49662055,SMC,21.4,20.5,2.95E+11,6.313E+12,1.1E+11,2.6E+12,2.82E+12,2.59E+11,7.28E+11,1.44E+12,1.48E+12,3.86E+12,0.957943925,121163,2613200000
2017/1/0/0,-37.17301843,SPM,16.4,15,1.4E+11,2.296E+12,7466322004,2.83E+11,3.03E+11,21447002294,,7.2E+11,39509276640,2.33E+11,0.914634146,3651,57900000
2017/1/0/0,-31.60173107,SRC,16.5,15.75,2.81E+11,4.6365E+12,12568739878,1.69E+11,2.11E+11,43341369154,,1.22E+11,2.56E+11,2.02E+11,0.918181818,61834,1039800000
2017/1/0/0,-12.38926677,SRF,27.1,20.4,2.44E+11,6.6124E+12,6678172284,1.48E+11,1.67E+11,1.28E+11,2.19E+11,4.07E+11,2.38E+11,8.37E+11,0.752767528,8020,224700000
2017/1/0/0,-7.659493807,SSC,62.5,60,1.5E+11,9.375E+12,8124718771,79803521661,99830220820,45398422729,,1.08E+11,1.57E+11,65237536711,0.96,7683,464000000
2017/1/0/0,-37.02372078,ST8,33,36.1,1.98E+11,6.534E+12,182837769,3.26E+11,3.61E+11,43589611206,,68755924867,1.87E+11,98949398489,0.818181818,2378,80000000
2017/1/0/0,-0.275902849,STG,29.2,23.1,8.54E+11,2.49368E+13,4.54E+11,2.46E+11,3.2E+11,6.86E+11,6.69E+11,2.91E+11,24512612355,4.55E+11,0.79109589,403125,11815100000
2017/1/0/0,-13.41040906,STK,18,17.044,5.35E+11,9.63E+12,25034513792,3.96E+11,4.48E+11,1.48E+11,,1.51E+11,3.49E+11,7.4E+11,0.830555556,1619,30200000
2017/1/0/0,-101.3754401,SVC,55,52.9,2.5E+11,1.375E+13,39110796296,2.98E+12,3.15E+12,1.44E+11,46390445855,4.52E+11,8.1E+11,1.42E+12,0.961818182,110983,5700600000
2017/1/0/0,-75.21226735,SVI,41.1,40.5,1.28E+11,5.2608E+12,16305640810,3E+11,3.42E+11,27848035612,50000000000,3.42E+11,1.39E+11,3.63E+11,0.98540146,436,17600000
2017/1/0/0,-148.0426025,SVT,9.8,9.3,1.05E+11,1.029E+12,713107629,4427823161,5522594539,1057643343,2451731000,25956611038,8876445843,18498821122,0.948979592,90,800000
2017/1/0/0,-0.465074464,SZL,35.5,40.5,2E+11,7.1E+12,19626394310,44612664651,69191926237,1.68E+11,4.44E+11,55801707297,82998570596,81250074885,1.070422535,24022,846300000
2017/1/0/0,-51.4615937,TAC,57.5,51.1,1.9E+11,1.0925E+13,31773522390,8.64E+11,9.75E+11,98421377014,1.5E+11,1.15E+11,5.95E+11,6.09E+11,0.860869565,696,42600000
2017/1/0/0,-3.399503944,TBC,23,25.9,6.35E+11,1.4605E+13,38215888363,27427401862,74359198604,15181414132,3.48E+11,74598456977,4956643547,78932948115,1.126086957,1584,37000000
2017/1/0/0,-1.838158018,TCL,31.85,28.3,2.09E+11,6.65665E+12,18139374239,1.55E+11,1.9E+11,95132814959,6000000000,2.24E+11,3578859686,1.75E+11,0.888540031,3619,107500000
2017/1/0/0,-81.46327931,TCM,25.85,31.37,4.92E+11,1.27182E+13,47814578548,6.45E+11,7.76E+11,1.09E+11,34000000000,5.79E+11,6.25E+11,1.49E+12,1.137330754,704415,17102800000
2017/1/0/0,-0.995160961,TCO,11,11.5,1.77E+11,1.947E+12,3991035859,30375270053,39207553854,59727013208,,43926327602,6275665717,20801604693,0.981818182,25,200000
2017/1/0/0,-16.02885854,TCR,3.71,3.85,4.54E+11,1.68434E+12,-31454537448,2.47E+11,2.74E+11,1.39E+11,11000000000,1.46E+11,4.7E+11,6.27E+11,1.037735849,50333,192900000
2017/1/0/0,-0.991079,TCT,55.3,51.8,1.28E+11,7.0784E+12,60946601551,7469096385,99887570079,30591940703,1.65E+11,17821748650,4181720742,28190155843,0.886075949,5898,330700000
2017/1/0/0,-14250.41258,TDC,7.91,7.18,1E+12,7.91E+12,-13763137666,1.44E+11,1.79E+11,32930116047,4893028550,8.45E+11,4.39E+12,3.52E+12,0.907711757,240417,1752600000
2017/1/0/0,-6.622544094,TDH,16,15.3,7.1E+11,1.136E+13,41495520614,2.05E+11,2.44E+11,1.78E+11,61791983000,8.06E+11,2.69E+11,7.35E+11,0.95625,1274781,18394200000
2017/1/0/0,-10.50203072,TDW,24,23.7,85000000000,2.04E+12,2044328207,1.07E+11,1.61E+11,21886960571,12065511818,15217196542,14419623727,1.09E+11,0.958333333,225,5500000
2017/1/0/0,-4.408125402,TEG,8.7,8.16,1.5E+11,1.305E+12,5072093538,26751835151,29260882214,6460956666,,95402739668,,27484650991,0.781609195,196460,1407918000
2017/1/0/0,-4.978139918,THG,55.2,53.3,1.2E+11,6.624E+12,24849710528,1.13E+11,1.71E+11,1.08E+11,39881381015,1.83E+11,1.4E+11,3.75E+11,0.929347826,27547,1491300000
2017/1/0/0,-0.886570821,TIP,16.45,16,2.6E+11,4.277E+12,8995260946,14019450299,28032653728,1.31E+11,,51377443280,1.53E+11,95933229262,0.972644377,6325,101900000
2017/1/0/0,-17.11807979,TIX,36,30.6,2.4E+11,8.64E+12,27965269187,1.12E+11,1.59E+11,93078698676,2.12E+11,36361246315,3.39E+11,4.26E+11,0.85,408,15900000
2017/1/0/0,-2.382694129,TLG,104.9,107.1,3.83E+11,4.01767E+13,54440301437,3.39E+11,5.36E+11,3.84E+11,,1.67E+11,4.35E+11,3.52E+11,1.006673022,1628,165500000
2017/1/0/0,-38.91214349,TLH,12.6,12.65,8.46E+11,1.06596E+13,1.13E+11,8.88E+11,1.05E+12,2.21E+11,13664071338,4.15E+11,1.34E+12,1.3E+12,0.912698413,617565,7942900000
2017/1/0/0,-1.866850528,TMP,30,38.1,7E+11,2.1E+13,48076545362,64267169833,1.33E+11,64865031868,2.96E+11,1.7E+11,11126827899,79550940736,1.2,240,7200000
2017/1/0/0,-1.169181586,TMS,57,66.8,3.46E+11,1.9722E+13,50390878540,1.21E+11,1.78E+11,99907738712,51304244753,1.33E+11,5500732556,2.04E+11,1.171929825,7232,400800000
2017/1/0/0,-11187.76025,TMT,12,11.9,3.73E+11,4.476E+12,-11777594220,5.37E+11,5.7E+11,13859039138,350000000,1.31E+11,1.45E+12,1.48E+12,0.991666667,66944,812400000
2017/1/0/0,-545.1310996,TNA,55.6,53.13688525,1.01E+11,5.6156E+12,39410189047,8.43E+11,9.29E+11,38221812578,,1.02E+11,9.15E+11,8.31E+11,0.793165468,18566,1056000000
