Time,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,VolumeARG,ValueARG
2021/2/0/0,-2.015386139,AAA,-1,-1,2.97E+12,4.70745E+13,92772805213,2.91E+12,3.26E+12,2.21E+12,11156000000,1.92E+12,1.13E+12,3.71E+12,-0.063091483,5266645.455,83505153846
2021/2/0/0,-7.481668312,AAM,-1,-1,1.23E+11,1.2669E+12,-3111751390,29831076463,29014500381,20758705252,11506984920,8492695685,1.17E+11,7755991010,-0.097087379,2145.454545,23538461.54
2021/2/0/0,-13.3831094,AAT,-1,-1,3.48E+11,6.4728E+12,15947639700,1.62E+11,1.89E+11,26635786428,1000000000,1.85E+11,17504966880,1.07E+11,-0.053763441,427545.4545,8599846154
2021/2/0/0,-424.0163717,ABS,-1,-1,8E+11,4.192E+13,6383428044,4.07E+11,4.28E+11,3413801294,4.25E+11,8.95E+11,5665725722,7.28E+11,-0.019083969,398272.7273,8605000000
2021/2/0/0,-11.57687243,ABT,-1,-1,1.41E+11,4.4415E+12,1104128039,66830085131,77678626775,44859176640,217151855,40227312467,1.69E+11,1.27E+11,-0.031746032,928.5454545,25011738.46
2021/2/0/0,-382.8509642,ACC,-1,-1,3E+11,4.635E+12,11975050157,1.17E+11,1.42E+11,25473951829,,2.3E+11,5.5E+11,4.5E+11,-0.064724919,45745.45455,617076923.1
2021/2/0/0,-213.8908746,ACL,-1,-1,5.02E+11,6.3252E+12,11209861473,3E+11,3.39E+11,57556136824,,1.37E+11,9.08E+11,7.72E+11,-0.079365079,31863.63636,400153846.2
2021/2/0/0,-13.40537241,ADG,-1,-1,1.8E+11,1.053E+13,12434800983,1.15E+11,1.35E+11,14252952806,1.28E+11,1.56E+11,8285512499,1.47E+11,-0.017094017,101690.9091,4609307692
2021/2/0/0,-439.6083372,ADS,-1,-1,2.81E+11,3.89185E+12,31845959798,3.31E+11,3.83E+11,37398669583,3.2E+11,6.26E+11,4.85E+11,1.26E+12,-0.072202166,413436.3636,12341538462
2021/2/0/0,-196.0258338,AGG,-1,-1,8.28E+11,3.77982E+13,1.89E+11,2.21E+11,2.6E+11,4.36E+11,2.56E+11,2.05E+12,7.03E+12,5.3E+12,-0.021905805,2036645.455,99279769231
2021/2/0/0,-94.17162659,AGM,-1,-1,1.82E+11,3.1395E+12,11360250965,6.18E+11,6.65E+11,57469385420,48100000000,2.9E+11,4.64E+11,5.83E+11,-0.057971014,18272.72727,944076923.1
2021/2/0/0,-2970.238872,AMD,-1,-1,1.64E+12,1.14964E+13,4756914416,4.16E+11,4.26E+11,9344320696,37422021918,1.72E+12,3.58E+11,7.18E+11,-0.142653352,2134154.545,10834923077
2021/2/0/0,-5605.010672,ANV,-1,-1,1.28E+12,2.8416E+13,23741757224,9.36E+11,1.07E+12,29241228671,5.2E+11,5.2E+11,1.92E+12,2.49E+12,-0.045045045,490290.9091,17209153846
2021/2/0/0,-0.379774456,APC,-1,-1,2.01E+11,4.53255E+12,-1046992898,22720632644,35630810829,78568576915,99011942750,37060870224,19787223,27137571173,-0.044345898,14090.90909,279538461.5
2021/2/0/0,-2.226741448,APH,-1,-1,1.95E+12,1.0452E+14,67458474301,3.29E+12,3.74E+12,2.41E+12,11156000000,2.39E+12,1.41E+12,4.54E+12,-0.018656716,927881.8182,44437769231
2021/2/0/0,-0.287501041,ASG,-1,-1,6.3E+11,2.2302E+13,-678574467,1.23E+11,1.59E+11,2.45E+11,2.02E+11,3.08E+11,10592015432,3.55E+11,-0.028248588,2834.666667,106531600
2021/2/0/0,-22.00922813,ASM,-1,-1,2.59E+12,3.50945E+13,1.02E+11,3.13E+12,3.47E+12,9.69E+11,1.2E+12,3.97E+12,2.85E+12,6.7E+12,-0.073800738,2473009.091,33710307692
2021/2/0/0,-37.36353973,ASP,-1,-1,3.73E+11,2.56997E+12,9273205621,5.53E+11,5.71E+11,14345352462,1.51E+11,6.93E+11,2911173265,8.87E+11,-0.145137881,35081.81818,283230769.2
2021/2/0/0,-16.6515318,AST,-1,-1,4.5E+11,2.4075E+13,-35081734745,39014942747,50462337284,14835773680,1.98E+11,59800967018,36306817889,92221966065,-0.018691589,29863.63636,1593769231
2021/2/0/0,-0.491321049,BBC,-1,-1,1.54E+11,9.856E+12,103513834,1.35E+11,1.81E+11,3.02E+11,67754187710,2.82E+11,66699974907,2.89E+11,-0.015625,827.0909091,66643215.38
2021/2/0/0,-5.028964232,BCE,-1,-1,3.5E+11,4.095E+12,13361783247,24712257775,38494314740,1.12E+11,,5.36E+11,1.2E+11,5.24E+11,-0.085470085,117072.7273,1213846154
2021/2/0/0,-41.73751058,BCM,-1,-1,1.04E+13,5.8448E+14,5.06E+11,9.1E+11,1.64E+12,3.35E+12,96204876712,3.3E+12,2.24E+13,2.09E+13,-0.017793594,87854.54545,3697000000
2021/2/0/0,-95.8880678,BFC,-1,-1,5.72E+11,1.21836E+13,80978019514,2.07E+12,2.34E+12,1.5E+11,,1.07E+12,9.87E+11,1.77E+12,-0.046948357,286409.0909,11114692308
2021/2/0/0,-4.619791025,BHN,-1,-1,2.32E+12,1.57296E+14,1.82E+11,1.42E+12,1.94E+12,6.87E+11,2.17E+12,4.62E+11,6.28E+11,1.73E+12,-0.014749263,15545.45455,720692307.7
2021/2/0/0,-7.688363375,BKG,-1,-1,3.2E+11,3.216E+12,4576853797,70213339060,79005596174,36462701151,,1.65E+11,1.19E+11,54986685992,-0.099502488,202190.9091,2544538462
2021/2/0/0,-1.418541134,BMC,-1,-1,1.24E+11,1.8972E+12,5959482735,37534816671,50101884090,77076048193,,1279912300,83728906003,22015600457,-0.065359477,39554.54545,625307692.3
2021/2/0/0,-92.8912705,BMP,-1,-1,8.19E+11,4.86486E+13,41833119838,1.27E+12,1.45E+12,81138287098,8.1E+11,3.38E+11,6.17E+11,4.37E+11,-0.016835017,36425,2050230769
2021/2/0/0,-13.84313278,BRC,-1,-1,1.24E+11,1.55E+12,7019605080,69376233250,92029225707,23794294900,3000000000,91449258752,65191626038,95931610215,-0.08,7272.727273,86769230.77
2021/2/0/0,-3.830640854,BTP,-1,-1,6.05E+11,9.9825E+12,4971039567,3.96E+11,3.9E+11,1.75E+11,3.73E+11,3.18E+11,1.06E+11,3.27E+11,-0.060606061,77533.33333,1163153846
2021/2/0/0,-4.991493332,BTT,-1,-1,1.35E+11,7.02E+12,3594907878,19762384331,34703732807,13506732586,40050000000,10511522016,21952237139,23604064508,-0.019230769,72.72727273,32846153.85
2021/2/0/0,-10.47536965,BWE,-1,-1,1.93E+12,5.6742E+13,1.7E+11,4.56E+11,7.74E+11,3.83E+11,5.53E+11,7.89E+11,8.25E+11,1.77E+12,-0.034013605,809363.6364,31310615385
2021/2/0/0,-20.28338578,C32,-1,-1,1.5E+11,3.915E+12,16720454251,1.16E+11,1.35E+11,37442272772,49450839974,2.57E+11,87999228383,3.01E+11,-0.038314176,61354.54545,1431846154
2021/2/0/0,-364.4580129,C47,-1,-1,1.87E+11,2.3562E+12,11897905273,2.42E+11,2.69E+11,39240627861,,2.18E+11,6.33E+11,8.82E+11,-0.079365079,95383.33333,1023230769
2021/2/0/0,-4015.617563,CAV,-1,-1,5.76E+11,3.5424E+13,1.1E+11,2.76E+12,3.07E+12,57526719423,,1.29E+12,3.22E+12,4.09E+12,-0.016260163,1796.833333,111682676.9
2021/2/0/0,-15.95569438,CCI,-1,-1,1.77E+11,2.9205E+12,9891983679,77148551552,90136034505,18180771980,2.49E+11,21169750671,23875955689,27360686889,-0.060606061,10200,172461538.5
2021/2/0/0,-322.7670456,CCL,-1,-1,4.75E+11,6.19875E+12,25771250678,2.32E+11,3.02E+11,21525630880,,7.79E+11,2.88E+11,5.09E+11,-0.076628352,387333.3333,4566384615
2021/2/0/0,-793.9503994,CDC,-1,-1,2.2E+11,3.41E+12,3376805510,1.47E+11,1.54E+11,14883321937,3.76E+11,3.38E+11,2.46E+11,7.13E+11,-0.064516129,8636.363636,103923076.9
2021/2/0/0,-4874.473747,CEE,-1,-1,4.15E+11,6.225E+12,-2099954115,1.32E+11,1.4E+11,12943717367,,1.38E+12,5.75E+11,1.42E+12,-0.066666667,1654.545455,17000000
2021/2/0/0,-0.366708981,CHP,-1,-1,1.47E+12,2.7489E+13,26574803609,85805562359,1.48E+11,1.6E+11,,1.42E+11,8372083677,2.93E+11,-0.053475936,26081.81818,519384615.4
2021/2/0/0,-7185.761121,CIG,-1,-1,3.15E+11,2.52E+12,-247776281,657155802,492263898,2621753924,,3.85E+11,1.12E+11,4.41E+11,-0.125,10863.63636,69769230.77
2021/2/0/0,-317.3500183,CII,-1,-1,2.83E+12,5.7449E+13,56821102502,6.86E+11,1.07E+12,3.96E+11,6.54E+11,5.14E+12,5.4E+12,9.21E+12,-0.049261084,1600200,25149307692
2021/2/0/0,-760.7286018,CKG,-1,-1,8.25E+11,1.27875E+13,40298516119,96938690307,1.68E+11,83529539091,500000000,1.26E+12,2.9E+12,1.83E+12,-0.064516129,2369127.273,41678769231
2021/2/0/0,-104.790009,CLC,-1,-1,2.62E+11,9.9822E+12,35729107496,4.69E+11,5.42E+11,44796914193,,2.26E+11,6.44E+11,2.58E+11,-0.026246719,7218.181818,232615384.6
2021/2/0/0,-0.397074741,CLL,-1,-1,3.4E+11,1.054E+13,19081433872,39656612607,66356513679,2.06E+11,46206575342,82009052944,1055347125,32235721872,-0.032258065,4609.090909,159692307.7
2021/2/0/0,-94.22684252,CLW,-1,-1,1.3E+11,4.16E+12,6745217650,2.82E+11,3.1E+11,8366392593,1.19E+11,68357483957,14813768720,2.09E+11,-0.03125,0,0
2021/2/0/0,-175.1343714,CMV,-1,-1,1.82E+11,2.6754E+12,7620873660,9.3E+11,9.75E+11,31934887514,18500000000,94336742613,2.67E+11,2.76E+11,-0.068027211,876.9230769,11769230.77
2021/2/0/0,-92561.55863,CMX,-1,-1,3.04E+11,4.2104E+12,21595013033,6.53E+11,7.18E+11,2321692984,8232635616,4.87E+11,5.18E+11,9.61E+11,-0.072202166,179966.6667,2594230769
2021/2/0/0,-6.755450147,CNG,-1,-1,2.7E+11,5.805E+12,20692453367,7.74E+11,8.29E+11,1.88E+11,64288000000,4.55E+11,61945058592,5.98E+11,-0.046511628,102816.6667,2433076923
2021/2/0/0,-80.50853151,COM,-1,-1,1.41E+11,6.0771E+12,11967734492,7.28E+11,7.81E+11,97434018114,14525857483,26065862852,87968091311,73096933498,-0.023201856,81.81818182,6923076.923
2021/2/0/0,-37.45691148,CRC,-1,-1,1.5E+11,1.545E+12,4121425080,1.08E+11,1.15E+11,15744970067,80633036300,1.25E+11,39284667996,2.13E+11,-0.097087379,185381.8182,1895615385
2021/2/0/0,-225.3924312,CRE,-1,-1,9.6E+11,3.9936E+13,1.28E+11,1.37E+12,1.64E+12,1.09E+11,2.5E+11,1.81E+12,1.29E+12,1.98E+12,-0.024038462,1363536.364,69024076923
2021/2/0/0,-32.7930024,CSM,-1,-1,1.04E+12,1.9344E+13,22842196873,1.24E+12,1.39E+12,3.52E+11,,1.12E+12,1.36E+12,2.83E+12,-0.053763441,20027.27273,419692307.7
2021/2/0/0,-7.566811838,CSV,-1,-1,4.42E+11,1.22876E+13,58218926039,2.98E+11,4.02E+11,1.29E+11,1.15E+11,2.19E+11,2.55E+11,2.28E+11,-0.035971223,597872.7273,18475538462
2021/2/0/0,-19.27977656,CTD,-1,-1,7.93E+11,4.95625E+13,44888799217,2.42E+12,2.55E+12,6.52E+11,3.02E+12,6.96E+12,1.42E+12,5.23E+12,-0.016,286336.3636,17690846154
2021/2/0/0,-673.8623736,CTF,-1,-1,6.83E+11,1.38991E+13,873510573,1.27E+12,1.36E+12,27862276939,,7.75E+11,4.75E+11,1E+12,-0.049140049,291075,5974384615
2021/2/0/0,-3.574972476,CTI,-1,-1,6.3E+11,1.03005E+13,17592820505,1.18E+11,2.03E+11,1.91E+11,,2.82E+11,2.22E+11,5.5E+11,-0.06116208,470225,6631153846
2021/2/0/0,-97.47244761,CVT,-1,-1,3.67E+11,1.58911E+13,31176571428,2.7E+11,3.18E+11,50502852631,1.47E+11,72579608087,4.4E+11,5.47E+11,-0.023094688,7141.666667,287923076.9
2021/2/0/0,-2.234492533,D2D,-1,-1,3.03E+11,1.59984E+13,61459617356,29850610954,1.09E+11,1.52E+11,7.32E+11,89526366248,1.71E+11,2.92E+11,-0.018939394,118563.6364,5962769231
2021/2/0/0,-2918.167911,DAH,-1,-1,3.42E+11,2.0862E+12,6955779711,1.08E+11,1.27E+11,1055268415,20000000000,97642215970,38145530104,80475762225,-0.163934426,545127.2727,8156384615
2021/2/0/0,-2.385258599,DAT,-1,-1,4.6E+11,3.91E+12,16286997556,6.72E+11,7.07E+11,3.39E+11,2.09E+11,4.15E+11,84589410761,7.71E+11,-0.117647059,645.4545455,10692307.69
2021/2/0/0,-808.5402528,DBC,-1,-1,1.15E+12,6.578E+13,2.15E+11,2.13E+12,2.6E+12,1.56E+11,5.25E+11,4.06E+11,4.13E+12,4.72E+12,-0.017482517,1495281.818,76717153846
2021/2/0/0,-11.95731892,DBD,-1,-1,5.76E+11,2.64384E+13,55977894198,1.65E+11,3.11E+11,87326031644,79541393300,4.51E+11,2.67E+11,2.82E+11,-0.021786492,13036.36364,478230769.2
2021/2/0/0,-224.2198194,DBT,-1,-1,1.42E+11,1.7182E+12,4422159189,1.15E+11,1.56E+11,30714567142,21000000000,1.74E+11,3.72E+11,5.66E+11,-0.082644628,117390.9091,1460615385
2021/2/0/0,-46.34631247,DC4,-1,-1,3.2E+11,5.248E+12,20257089353,2.24E+11,2.66E+11,44803359314,488109,3.12E+11,2.56E+11,3.32E+11,-0.06097561,11118.18182,152615384.6
2021/2/0/0,-231.1820221,DCL,-1,-1,5.68E+11,1.846E+13,32680612113,1.32E+11,1.89E+11,31761026856,7.89E+11,2.36E+11,2.86E+11,8.12E+11,-0.030769231,188954.5455,12939846154
2021/2/0/0,-3.177779104,DCM,-1,-1,5.29E+12,8.49045E+13,2.79E+11,1.85E+12,2.36E+12,1.16E+12,2.93E+12,2.27E+11,8.86E+11,2.74E+12,-0.062305296,5027141.667,1.01841E+11
2021/2/0/0,-636.3801883,DGC,-1,-1,1.71E+12,1.29447E+14,3.33E+11,1.54E+12,2.04E+12,52027251455,1.9E+12,9.09E+11,9.36E+11,1.74E+12,-0.01321004,1731509.091,1.49913E+11
2021/2/0/0,-9.871194624,DGW,-1,-1,4.44E+11,5.21256E+13,1.17E+11,3.91E+12,4.22E+12,1.02E+12,,1.19E+12,9.75E+11,2.03E+12,-0.008517888,403600,57424230769
2021/2/0/0,-3.821707767,DHA,-1,-1,1.51E+11,7.4443E+12,24845799317,64392007666,95840922475,43195740404,1.85E+11,79914899258,139950000,37411364346,-0.020283976,17375,692538461.5
2021/2/0/0,-15.70528489,DHC,-1,-1,5.6E+11,5.2808E+13,1.28E+11,9.05E+11,1.08E+12,1.86E+11,9022773266,6.85E+11,3.82E+11,8.84E+11,-0.010604454,301427.2727,28408461538
2021/2/0/0,-235.5721466,DHG,-1,-1,1.31E+12,1.34275E+14,2E+11,4.85E+11,9.48E+11,67330218153,2.18E+12,3.63E+11,9.89E+11,1.05E+12,-0.009756098,11681.81818,1108384615
2021/2/0/0,-17683.5093,DHM,-1,-1,3.14E+11,3.2028E+12,388251983,3.42E+11,3.44E+11,2132785434,40000000000,1.2E+11,1.91E+11,4.18E+11,-0.098039216,435990.9091,5005461538
2021/2/0/0,-222.1316349,DIG,-1,-1,4.1E+12,1.1398E+14,53260858504,4E+11,6.16E+11,3.63E+11,81988482192,2.57E+12,4.6E+12,6.36E+12,-0.035971223,6142372.727,1.90408E+11
2021/2/0/0,-53.06287978,DLG,-1,-1,2.99E+12,9.4185E+12,10919405792,4.2E+11,4.8E+11,1.37E+11,,2.42E+12,3.3E+11,2.99E+12,-0.317460317,3198572.727,11994230769
2021/2/0/0,-21.95175472,DMC,-1,-1,3.47E+11,1.70724E+13,42408902429,2.59E+11,3.63E+11,70270745741,2.25E+11,7.6E+11,2.93E+11,2.93E+11,-0.020325203,24972.72727,1142153846
2021/2/0/0,-2.232264257,DPG,-1,-1,4.5E+11,1.62E+13,1.04E+11,3.52E+11,5.27E+11,7.54E+11,25205442500,6.2E+11,6.17E+11,1.94E+12,-0.027777778,1160272.727,37507923077
2021/2/0/0,-1.497410354,DPM,-1,-1,3.91E+12,7.17485E+13,6.94E+11,1.99E+12,2.93E+12,2.63E+12,2.56E+12,3.36E+11,1.5E+12,2.15E+12,-0.054495913,3419281.818,91259384615
2021/2/0/0,-1.151987793,DPR,-1,-1,4.3E+11,2.0167E+13,34772166181,1.62E+11,2.18E+11,2.93E+11,6.24E+11,75518200805,2.17E+11,2.93E+11,-0.021321962,96290.90909,5778153846
2021/2/0/0,-22.06780268,DQC,-1,-1,3.44E+11,7.4304E+12,2724477787,1.13E+11,1.7E+11,78081824506,49569061875,4.07E+11,3.31E+11,3.95E+11,-0.046296296,34390.90909,639615384.6
2021/2/0/0,-1192.347368,DRC,-1,-1,1.19E+12,3.213E+13,1.06E+11,9.78E+11,1.2E+12,29789506250,2.2E+11,2.35E+11,1.06E+12,9.64E+11,-0.037037037,2206172.727,77962769231
2021/2/0/0,-2637.141584,DRH,-1,-1,6.1E+11,6.344E+12,-1852825916,2997146798,4030061188,22784182040,4440038771,8.21E+11,8.61E+11,1.59E+12,-0.096153846,672238.4615,5762000000
2021/2/0/0,-3.120711632,DRL,-1,-1,95000000000,5.5955E+12,12135211631,6231465759,20130342318,6037369096,74000000000,8679325926,1106118780,7155884635,-0.016977929,966.6666667,58692307.69
2021/2/0/0,-0.352009709,DSN,-1,-1,1.21E+11,5.28165E+12,3306738736,8341531033,14097951818,20107027872,1.46E+11,2708360980,941967707,19005852909,-0.022909507,8066.666667,318307692.3
2021/2/0/0,-0.246114683,DTA,-1,-1,1.81E+11,1.8824E+12,2980650429,15725754867,20824219480,83997604556,2000000000,50884196575,5792534996,2.83E+11,-0.096153846,46554.54545,416615384.6
2021/2/0/0,-3.714912185,DTT,-1,-1,81518200000,1.1005E+12,964587750,30142957071,34365143717,26722441133,72000,17353459227,44974046725,45439432011,-0.074074074,309.0909091,4538461.538
2021/2/0/0,-9.860962783,DVP,-1,-1,4E+11,1.86E+13,81277137605,61245448210,1.66E+11,17559596829,9.78E+11,87645853749,10369951546,2.12E+11,-0.021505376,137350,7675846154
2021/2/0/0,-5.440746384,DXG,-1,-1,5.2E+12,1.2116E+14,4.79E+11,1.61E+12,3.56E+12,4.56E+12,1.13E+12,9.2E+12,9.64E+12,1.15E+13,-0.042918455,4907581.818,1.05175E+11
2021/2/0/0,-91.70185305,DXV,-1,-1,99000000000,4.5045E+11,-151741402,63572911354,67129857754,4063049646,15500000000,65387520585,32993600570,22064573183,-0.21978022,6881.818182,25923076.92
2021/2/0/0,-2.212911868,ELC,-1,-1,5.09E+11,6.13345E+12,8503605424,84108350787,1.12E+11,1.95E+11,28936781529,6.67E+11,1.67E+11,4.81E+11,-0.082987552,576591.6667,9270076923
2021/2/0/0,-395.7434376,EMC,-1,-1,1.53E+11,2.82285E+12,673912199,1.11E+11,1.2E+11,14154454854,,1.86E+11,2.2E+11,3.58E+11,-0.054200542,9.090909091,76923.07692
2021/2/0/0,-42.17348448,EVE,-1,-1,4.2E+11,6.447E+12,4232664332,1.52E+11,2.26E+11,47103658996,5.36E+11,2.14E+11,3.51E+11,2.48E+11,-0.06514658,23533.33333,308692307.7
2021/2/0/0,-21.82257491,EVG,-1,-1,1.05E+12,1.21275E+13,7631223379,3.05E+11,3.13E+11,58972544860,,1.08E+12,1.9E+11,3.01E+11,-0.086580087,875516.6667,8139846154
2021/2/0/0,-29.59320879,FCM,-1,-1,4.1E+11,2.7839E+12,5517560766,1.6E+11,1.74E+11,49396110422,9597100000,4.58E+11,1.93E+11,3.54E+11,-0.147275405,15116.66667,88230769.23
2021/2/0/0,-73.73205469,FCN,-1,-1,,,35022791789,6.26E+11,7.61E+11,3.25E+11,36778544346,3.19E+12,1.77E+12,4.38E+12,-0.08097166,977218.1818,11617692308
2021/2/0/0,-3023.452351,FIR,-1,-1,2.7E+11,2.7E+11,3338162404,9780028517,29555039781,2627428348,,2.85E+11,1.11E+11,1.88E+11,-0.085106383,196709.0909,6770076923
2021/2/0/0,-163.1411466,FIT,-1,-1,2.55E+12,2.55E+12,1.49E+11,2.19E+11,2.98E+11,53253531603,2.22E+12,7.07E+11,3.65E+11,1.26E+12,-0.033167496,5831809.091,96013153846
2021/2/0/0,-1608.688496,FLC,-1,-1,7.1E+12,7.1E+12,22016701828,1.31E+12,1.26E+12,1.32E+11,2.06E+11,1.26E+13,2.03E+12,1.38E+13,-0.096153846,17193390.91,1.89921E+11
2021/2/0/0,-4.720755094,FMC,-1,-1,5.89E+11,5.89E+11,81905812161,1.06E+12,1.16E+12,6.04E+11,9516255000,3.51E+11,9.72E+11,1.03E+12,-0.088495575,344190.9091,15371692308
2021/2/0/0,-2.224368794,FPT,-1,-1,9.08E+12,9.08E+12,1.26E+12,5.18E+12,8.64E+12,4.98E+12,1.55E+13,6.68E+12,1.85E+12,2.5E+13,-0.031796502,4306627.273,3.7358E+11
2021/2/0/0,-46.9979478,FRT,-1,-1,7.9E+11,7.9E+11,30235021845,3.75E+12,4.36E+12,6.09E+11,1.87E+12,2.15E+12,2.47E+12,6.43E+12,-0.012091898,3949290.909,1.34687E+11
2021/2/0/0,-397.5757898,FTM,-1,-1,5E+11,5E+11,-46534546725,39110481089,44221667586,15398199954,220000000,7.98E+11,83401296974,1.13E+12,-0.036231884,251491.6667,836307692.3
2021/2/0/0,-184.9029412,GAB,-1,-1,1.38E+11,1.38E+11,611202161,89557853631,93059472400,2370379871,,1.15E+11,10255928484,75930687362,-0.348432056,272.7272727,50230769.23
2021/2/0/0,-4.729508509,GAS,-1,-1,1.91E+13,1.91E+13,2.3E+12,1.89E+13,2.27E+13,5.95E+12,2.57E+13,1.53E+13,1.99E+12,2E+13,-0.005213764,679072.7273,60190846154
2021/2/0/0,-134.9758327,GDT,-1,-1,1.71E+11,1.71E+11,19232448206,81398157853,1.15E+11,8935214048,1.99E+11,32296358722,82710067448,1.22E+11,-0.011778563,71063.63636,3886307692
2021/2/0/0,-53.65202518,GEG,-1,-1,2.71E+12,2.71E+12,73392829722,1.28E+11,3.2E+11,1.68E+11,,9.11E+11,8.68E+11,1.74E+12,-0.01934236,364827.2727,5745384615
2021/2/0/0,-25.88827655,GEX,-1,-1,4.88E+12,4.88E+12,5.21E+11,7.32E+12,8.7E+12,3.1E+12,2.69E+12,8.28E+12,1.04E+13,2.31E+13,-0.058139535,3311680,71908307692
2021/2/0/0,-4.280162768,GIL,-1,-1,3.6E+11,3.6E+11,1.15E+11,1.01E+12,1.26E+12,5.48E+11,5.17E+11,8.06E+11,5.18E+11,1.68E+12,-0.037664783,517518.1818,34313384615
2021/2/0/0,-0.750500294,GMC,-1,-1,3E+11,3E+11,13236478285,2.4E+11,2.89E+11,5.01E+11,,1.54E+11,2.48E+11,4.44E+11,-0.01310616,2172.727273,74538461.54
2021/2/0/0,-0.84442226,GMD,-1,-1,3.01E+12,3.01E+12,1.78E+11,4.33E+11,7.52E+11,4.99E+11,59450918735,1.02E+12,65655233120,1.9E+12,-0.03502627,3643963.636,1.64288E+11
2021/2/0/0,-5.796123873,GSP,-1,-1,3.6E+11,3.6E+11,15289348985,3.95E+11,4.25E+11,1E+11,1.05E+11,1.8E+11,18537320495,3.23E+11,-0.028860029,20725,332769230.8
2021/2/0/0,-198.2549667,GTA,-1,-1,1.04E+11,1.04E+11,5844067712,1.52E+11,1.66E+11,11507674916,3.84E+11,52925527857,64446947208,3.96E+11,-0.083333333,7900,129307692.3
2021/2/0/0,-8.270363206,GTN,-1,-1,2.5E+12,2.5E+12,46994557729,5.64E+11,7.91E+11,2.32E+11,2.37E+12,2.28E+11,2.46E+11,2.74E+11,-0.065789474,245350,4436615385
2021/2/0/0,-1.044386738,GVR,-1,-1,4E+13,4E+13,1.16E+12,4.06E+12,5.69E+12,6.58E+12,8.79E+12,2.76E+12,3.17E+12,8.84E+12,-0.054945055,4698909.091,1.63178E+11
2021/2/0/0,-62.58034085,HAG,-1,-1,9.27E+12,9.27E+12,87041258000,3.54E+11,5.35E+11,1.56E+11,,4.38E+12,3.16E+11,4.8E+12,-0.039525692,2875463.636,15363923077
2021/2/0/0,-1.960087352,HAH,-1,-1,4.88E+11,4.88E+11,97682399974,3.08E+11,4.49E+11,2.23E+11,61341741096,3.62E+11,68666229159,4.76E+11,-0.186567164,1680869.231,73530000000
2021/2/0/0,-2141.570688,HAI,-1,-1,1.83E+12,1.83E+12,4409989942,1.02E+11,1.13E+11,11244784087,2.76E+11,1.95E+12,3.43E+11,7.89E+11,-0.038167939,1958163.636,8997692308
2021/2/0/0,-66.46019744,HAP,-1,-1,5.56E+11,5.56E+11,7569154271,1.03E+11,1.22E+11,11270872366,51050123200,3E+11,79275074722,85635182768,-0.20242915,207816.75,2592903615
2021/2/0/0,-0.048517433,HAR,-1,-1,1.01E+12,1.01E+12,60758453,3811650426,12010223286,16724141820,,78315134082,,56418623562,-0.181818182,246945.4545,1240923077
2021/2/0/0,-33.37569019,HAS,-1,-1,80000000000,80000000000,1253136196,84200927836,90949457639,7677504901,12254161695,1.85E+11,13558043689,1.03E+11,-0.063492063,2500,25846153.85
2021/2/0/0,-82.5613768,HAX,-1,-1,4.78E+11,4.78E+11,5941312139,1.21E+12,1.25E+12,87899838985,,1.44E+11,6.57E+11,6.68E+11,-0.03968254,423181.8182,9073307692
2021/2/0/0,-221.6589123,HBC,-1,-1,2.31E+12,2.31E+12,58429335722,2.98E+12,3.18E+12,3.77E+11,8625077046,1.1E+13,2.76E+12,1.13E+13,-0.062695925,2788181.818,40669230769
2021/2/0/0,-66.77566991,HCD,-1,-1,2.7E+11,2.7E+11,15782620077,1.62E+11,1.83E+11,19687859340,6000000000,2.07E+11,1.56E+11,1.39E+11,-0.217391304,1022309.091,6760769231
2021/2/0/0,-578.5241471,HDC,-1,-1,8.31E+11,8.31E+11,64717753246,2.34E+11,3.43E+11,55110203571,59544098284,5.67E+11,1.37E+12,1.28E+12,-0.024783147,1024236.364,58023000000
2021/2/0/0,-30.17354892,HDG,-1,-1,1.54E+12,1.54E+12,1.01E+11,1.76E+11,4.78E+11,4.1E+11,4.88E+11,1.39E+12,1.2E+12,4.22E+12,-0.024271845,3525845.455,1.74802E+11
2021/2/0/0,-298.9330117,HHP,-1,-1,2.01E+11,2.01E+11,9846868445,1.71E+11,1.89E+11,7151293000,7200000000,1.78E+11,58548460907,2.45E+11,-0.081632653,281072.7273,3439307692
2021/2/0/0,-8.511471246,HHS,-1,-1,2.75E+12,2.75E+12,53290516917,1.32E+11,1.5E+11,63099227659,3.12E+11,52885123200,1.63E+11,1.6E+11,-0.147058824,1244545.455,8174153846
2021/2/0/0,-26.71092936,HII,-1,-1,3.2E+11,3.2E+11,33990078362,2.03E+12,2.18E+12,1.99E+11,9656000000,7.55E+11,1.75E+11,9.97E+11,-0.04587156,578563.6364,9558615385
2021/2/0/0,-628.8379336,HMC,-1,-1,2.1E+11,2.1E+11,56039562554,1.07E+12,1.16E+12,27018515692,9500000000,3.06E+11,6.38E+11,6.37E+11,-0.042735043,149609.0909,3654846154
2021/2/0/0,-1.487340347,HOT,-1,-1,80000000000,80000000000,-5796169690,10066951850,6603159678,5924850524,7000000000,4800645077,1724952215,15982276728,-0.034482759,136.3636364,4461538.462
