,Time,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS
0,2021/1/0/0,0.06184803786026708,AAA,15.85,-1.0,2217599740000,36923035671000.0,89518452312.0,2044520172452.0,2283617308096,967769374300,176256000000,2784501446413.0,1166690129425.0,4114416685869
1,2021/1/0/0,0.0220734892291592,AAM,10.3,-1.0,123464110000,1358105210000.0,-1103062544.0,29298515304.0,29978120725,18431928733,10634959920,11867539153.0,121498598121.0,10604256192
2,2021/1/0/0,0.02483947195659633,AAT,18.6,-1.0,348000000000,4663200000000.0,8878493003.0,98624825323.0,115831425628,57336761301,1000000000,176604306366.0,16899821459.0,160407880947
3,2021/1/0/0,0.003421846097552083,ABS,52.4,-1.0,800000000000,38400000000000.0,2067254499.0,117090924027.0,131398890146,1339315588,0,887300906734.0,5749863034.0,721979295366
4,2021/1/0/0,0.01069087198768329,ACC,15.45,-1.0,300000000000,5115000000000.0,16188173163.0,40271335056.0,54683810217,33030749555,0,157137579311.0,540183786553.0,371993145062
5,2021/1/0/0,0.04902767323835719,ACL,12.6,-1.0,501590190000,6570831489000.0,10939153929.0,289368385075.0,322152579147,84296300087,0,201645637568.0,930924237671.0,911257334408
6,2021/1/0/0,0.01505689894238253,ADG,58.5,-1.0,180003330000,10026185481000.0,3860098626.0,137857099281.0,150963261565,37583106428,106639281397,206043076341.0,2443547336.0,182436175268
7,2021/1/0/0,0.06625924159455676,ADS,13.85,-1.0,280694500000,4743737050000.0,18971620278.0,282902961068.0,314316419257,24225849418,338421691117,660139167423.0,516483309306.0,1299065640380
8,2021/1/0/0,0.00975700171854995,AGG,45.65,-1.0,827505770000,35127619936500.0,7160148938.0,215474756385.0,342740248089,580576816329,152123813108,2247152825216.0,5784774553867.0,4342356284583
9,2021/1/0/0,0.1468367333437426,AGM,17.25,-1.0,182000000000,2529800000000.0,2588223804.0,339143250433.0,371467568013,5291100585,102740000000,82956379217.0,510986434478.0,436670104765
10,2021/1/0/0,0.05745494516001361,AMD,7.01,-1.0,1635048740000,6294937649000.0,1989406935.0,343035171239.0,361675297409,12517749369,37422021918,1689070685338.0,323557153086.0,620603973200
11,2021/1/0/0,0.02385530029555047,ANV,22.2,-1.0,1275396250000,29589193000000.0,63799682967.0,563561220829.0,705859084518,63509761278,360314000000,371320086097.0,1988418748152.0,2250024375276
12,2021/1/0/0,0.006257007216192488,APC,22.55,-1.0,201213950000,5010227355000.0,9984538766.0,13450730815.0,31349028715,80213283425,87576000000,38465790571.0,73508893.0,32044359300
13,2021/1/0/0,0.03946844535472638,APH,53.6,-1.0,1393624590000,67521111385500.01,71993229475.0,2353372275086.0,2664953295009,1045605393459,176256000000,3152950175787.0,1412524781550.0,4888050571839
14,2021/1/0/0,0.007281621901240904,ASG,35.4,-1.0,630449640000,22885321932000.0,10013112697.0,119212669955.0,166642261397,303556288741,203229085066,293140121342.0,8817074123.0,274047113640
15,2021/1/0/0,0.06844336743478421,ASM,13.55,-1.0,2588678490000,40642252293000.0,150148336398.0,2451211152281.0,2781692607067,603291123780,1334878831231,3875375839905.0,3028481483338.0,6640837670758
16,2021/1/0/0,0.2897736035808687,ASP,6.89,-1.0,373399290000,2763154746000.0,6724129417.0,691701706351.0,800689308000,64619264411,212992357615,368307159086.0,88561072070.0,1074476684242
17,2021/1/0/0,0.002090618707777778,AST,53.5,-1.0,450000000000,27900000000000.0,-31832156775.0,42516907831.0,58328261947,38819274031,195354020000,46179066754.0,44731249050.0,78580647933
18,2021/1/0/0,0.01238144222445887,BCE,11.7,-1.0,350000000000,4620000000000.0,9821202694.0,40525631341.0,57202263077,72740683263,0,651588507299.0,115547217357.0,547148495880
19,2021/1/0/0,0.02104908596058995,BCG,13.15,-1.0,2034681400000,30113284720000.0,162716995169.0,430386701990.0,633857118627,1988968677417,682746433024,7538412045634.0,2200478543137.0,9153397119763
20,2021/1/0/0,0.002354737773445101,BCM,56.2,-1.0,10350000000000,594090000000000.0,467901654083.0,818970099653.0,1398926163826,2349209377309,86190000000,2609193704543.0,22002805904116.0,20219118906098
21,2021/1/0/0,0.138275124468847,BFC,21.3,-1.0,571679930000,12777046435500.0,68222733537.0,1543832651072.0,1766747686213,318750433862,0,835707728777.0,1072516920706.0,1734380163753
22,2021/1/0/0,0.008335053322562312,BHN,67.8,-1.0,2318000000000,165041600000000.0,47626093690.0,1045161929347.0,1375630536441,518807806046,1751365000000,359404351587.0,570699129844.0,1235790284593
23,2021/1/0/0,0.02550156091071428,BKG,10.05,-1.0,320000000000,3584000000000.0,5874281463.0,81589629030.0,91397594304,11491877792,0,198250230783.0,111870163481.0,60826918495
24,2021/1/0/0,0.008106577132935491,BMC,15.3,-1.0,123926300000,2224477085000.0,1349310691.0,13233569817.0,18032895070,93406815681,0,4017991940.0,90934921987.0,67628023964
25,2021/1/0/0,0.02379848843189278,BMP,59.4,-1.0,818609380000,48461675296000.0,83958490831.0,946845827760.0,1153314618922,203359762949,970000000000,334173818760.0,506856428073.0,470839531292
26,2021/1/0/0,0.04449404312658713,BRC,12.5,-1.0,123749970000,1713937084500.0,5519252266.0,56516468525.0,76259990554,11207708915,3000000000,95933413895.0,74860879243.0,85088905647
27,2021/1/0/0,0.02566762047467389,BTP,16.5,-1.0,604856000000,8861140400000.0,18284773734.0,234027000620.0,227444388760,180887478711,402650000000,273089547273.0,109233997072.0,283736080760
28,2021/1/0/0,0.003946613169112509,BTT,52.0,-1.0,135000000000,7155000000000.0,2073974867.0,15762481151.0,28238017225,6940392652,46650000000,9651886489.0,22087146702.0,30488631165
29,2021/1/0/0,0.01129325764188088,BWE,29.4,-1.0,1875000000000,59812500000000.0,177749636469.0,368465050406.0,675477972705,386722862004,480100000000,719120044717.0,849752970893.0,1794788183397
30,2021/1/0/0,0.01909731376206856,C32,26.1,-1.0,150301450000,4283591325000.0,7531554999.0,67806013119.0,81805087562,21977592112,65724471308,254344193124.0,95342170945.0,326357323320
31,2021/1/0/0,0.1394229841507894,C47,12.6,-1.0,170201300000,2178576640000.0,30758794396.0,272984861954.0,303743656350,58972176910,6200000000,188938077952.0,713886648230.0,978227888249
32,2021/1/0/0,0.06801996926063539,CAV,61.5,-1.0,576000000000,36576000000000.0,56096887596.0,2309806232769.0,2487898395677,111470788818,0,2032403328401.0,3035283669818.0,4773395325598
33,2021/1/0/0,0.02796009350204447,CCI,16.5,-1.0,177438650000,2874506130000.0,9077067213.0,67865159460.0,80371460167,22866826892,248021000000,18234925544.0,16020810726.0,29031488823
34,2021/1/0/0,0.03680388351896485,CCL,13.05,-1.0,474998850000,6744983670000.0,22166106722.0,195114730507.0,248241593328,13593835350,0,712338393620.0,281165136037.0,509352311384
35,2021/1/0/0,0.02558302428382594,CDC,15.5,-1.0,219794684000,3472756007200.0,5656503727.0,80754170710.0,88843601264,24832279417,394981783260,141420318159.0,198677641149.0,486087680649
36,2021/1/0/0,0.02265920464797371,CEE,15.0,-1.0,415000000000,6847500000000.0,2746345738.0,141600355722.0,155158903827,65594413870,0,873478845985.0,616769169794.0,987191863521
37,2021/1/0/0,0.001701468104970919,CHP,18.7,-1.0,1469126680000,27472668916000.0,-63119217459.0,72397724115.0,46743869919,264563777510,0,43614344029.0,7580759303.0,309692985148
38,2021/1/0/0,0.0003248296044932892,CIG,8.0,-1.0,315399470000,2264568194600.0,84447648.0,667258657.0,735598791,2395694845,0,384375043913.0,111656479020.0,440349514050
39,2021/1/0/0,0.01308747262823703,CII,20.3,-1.0,2831681520000,73623719520000.0,48077875402.0,649414382656.0,963548414007,426464153446,676209912929,4927263632377.0,5305954467477.0,9287950233046
40,2021/1/0/0,0.02033251375891246,CKG,15.5,-1.0,799876940000,12118135641000.0,21983165840.0,176588486339.0,246392159653,340816749694,500000000,1323298711789.0,2802895751949.0,2000314601924
41,2021/1/0/0,0.05064304474540204,CLC,38.1,-1.0,262075830000,9696805710000.0,23243094048.0,435186392766.0,491075765459,72725589165,0,205730385875.0,633183390244.0,234850178866
42,2021/1/0/0,0.007322930262677485,CLL,31.0,-1.0,340000000000,10846000000000.0,22068091663.0,51047608198.0,79424501629,146348628534,75000000000,84664816491.0,1132364499.0,37762594324
43,2021/1/0/0,0.0718010107956044,CLW,32.0,-1.0,130000000000,4095000000000.0,6940509889.0,265683862659.0,294025139208,5284503217,108492479169,47702438480.0,16133999383.0,166314663695
44,2021/1/0/0,0.03742418519753385,CMG,34.7,-1.0,999998660000,36599950956000.0,53622878987.0,1113405136937.0,1369723342798,191007309544,1067035512749,1240978540655.0,233181305250.0,1991381858322
45,2021/1/0/0,0.3140541279443788,CMV,14.7,-1.0,181558680000,3013874088000.0,7979626521.0,895883198103.0,946519598441,91218499775,18500000000,98917771005.0,294255178221.0,373240117681
46,2021/1/0/0,0.04492792729114968,CMX,13.85,-1.0,304087510000,4774173907000.0,10840158369.0,166169265888.0,214493738169,15621742089,8232635616,200564464473.0,824862388799.0,1032217356826
47,2021/1/0/0,0.09601778079584827,CNG,21.5,-1.0,270000000000,6696000000000.0,14913159182.0,601950644102.0,642935060209,177163102738,0,375876122385.0,47045508431.0,418526275554
48,2021/1/0/0,0.1208080282482852,COM,43.1,-1.0,141206280000,6566092020000.0,13102020606.0,734425205552.0,793236630233,91738017053,14478666100,27387104104.0,81359036930.0,66246324965
49,2021/1/0/0,0.09808711659504132,CRC,10.3,-1.0,150000000000,1815000000000.0,4558193354.0,169776712862.0,178028116620,56375918468,61400000000,189426930982.0,88321699157.0,312580754402
50,2021/1/0/0,0.06695797848827269,CRE,41.6,-1.0,959999080000,30479970790000.0,122683549453.0,1780127557923.0,2040877228480,287132814819,71475007308,2845787967578.0,607547968491.0,1872592947440
51,2021/1/0/0,0.05525992541497787,CSM,18.6,-1.0,1036264670000,19533589029500.0,13346322574.0,914323016288.0,1079424672857,147048273315,0,916123003182.0,1559970172635.0,2669036482120
52,2021/1/0/0,0.02155441290089038,CSV,27.8,-1.0,442000000000,13702000000000.0,36870682716.0,215183767079.0,295338565568,111237423485,140000000000,156661657225.0,258403527470.0,189681096136
53,2021/1/0/0,0.04385513310892735,CTD,62.5,-1.0,792550000000,58569445000000.01,54505626760.0,2448565004580.0,2568570806591,637944264155,2613250000000,7010374180025.0,1240143759525.0,4701455557178
54,2021/1/0/0,0.01674001906771237,CTI,16.35,-1.0,629999970000,11686499443500.0,28712993831.0,113297633824.0,195632223519,120181497562,0,257225933254.0,195132774269.0,575715266506
55,2021/1/0/0,0.01394860581315071,CVT,43.3,-1.0,366908870000,18822425031000.0,1795467817.0,240347627173.0,262546587205,154591372374,66000000000,56656152995.0,514674133037.0,594002754590
56,2021/1/0/0,0.0049604102728348,D2D,52.8,-1.0,303047580000,17697978672000.0,47108108229.0,27570210122.0,87789235213,80732154928,857000000000,82949152964.0,169200667266.0,347593834339
57,2021/1/0/0,0.1344371769335883,DAG,6.1,-1.0,517950850000,3879451866500.0,3237028481.0,493975583628.0,521542556982,38863285967,0,594226219457.0,496862057830.0,1051076550604
58,2021/1/0/0,0.002384944718006673,DAH,8.5,-1.0,342000000000,2229840000000.0,-5502347702.0,8224708443.0,5318045130,3202287327,0,4263476308.0,279742633.0,78118842609
59,2021/1/0/0,0.05030184033201329,DAT,25.9,-1.0,460054130000,12329450684000.0,11441716780.0,595508676522.0,620194059688,200585687318,286962853560,471228339564.0,68204279638.0,768034987727
60,2021/1/0/0,0.0387086223194882,DBC,57.2,-1.0,1047639110000,63905985710000.0,365022000506.0,1845196130652.0,2473712664803,300005062732,518714556478,476309246761.0,3735449151061.0,4381747526018
61,2021/1/0/0,0.01199349931602194,DBD,45.9,-1.0,523790000000,24094340000000.0,38150853222.0,170814610674.0,288975450310,157557804882,83341393300,442942641433.0,225913621823.0,362344357275
62,2021/1/0/0,0.0857124520611837,DBT,12.1,-1.0,142051160000,1718819036000.0,-328474832.0,101117675539.0,147324194225,33461728616,55000000000,151669164632.0,393885675401.0,589315088912
63,2021/1/0/0,0.01553684391786824,DC4,16.4,-1.0,319997580000,5759956440000.0,6715048643.0,73848495560.0,89491544182,42080961003,488109,200155742560.0,263210965413.0,235445856338
64,2021/1/0/0,0.01035010871491908,DCL,32.5,-1.0,568328240000,16481518960000.0,12037559116.0,124198265940.0,170585513023,47030455948,775127597749,238732339386.0,242575805225.0,331832102433
65,2021/1/0/0,0.01954420235661345,DCM,16.05,-1.0,5294000000000,95821400000000.0,151604248508.0,1605433583820.0,1872752831694,435782531594,2602000000000,195136185000.0,738921303044.0,1772361073347
66,2021/1/0/0,0.01896132148562748,DGC,75.7,-1.0,1487669430000,102797957613000.0,291949923176.0,1518562195196.0,1949185122366,56887868849,1749310325663,913300491816.0,732926605263.0,1699924707745
67,2021/1/0/0,0.096288538633508,DGW,117.4,-1.0,431517470000,51997855135000.0,106892916702.0,4687768893045.0,5006797483026,823827391026,0,1634157429034.0,666419257786.0,2084981911156
68,2021/1/0/0,0.009260901588059393,DHA,49.3,-1.0,151199460000,7635572730000.0,17967379963.0,49200292158.0,70712287621,17868300722,212195093657,84124285364.0,139950000.0,24669747767
69,2021/1/0/0,0.02169895083207728,DHC,94.3,-1.0,559957830000,46868470371000.0,172940543766.0,782151381190.0,1016996634155,103675475768,9012854795,737854722698.0,553071055376.0,1066365846158
70,2021/1/0/0,0.007804786470079629,DHG,102.5,-1.0,1307460710000,130353832787000.0,203955752184.0,566889706446.0,1017383830459,55916338825,2430000000000,399976175064.0,851831357066.0,868213906391
71,2021/1/0/0,0.06491027527051757,DHM,10.2,-1.0,313961800000,3233806540000.0,77018164.0,205537936621.0,209907272683,3105446201,0,93466832748.0,109863664310.0,264471822321
72,2021/1/0/0,0.005478999224733552,DIG,27.8,-1.0,3149436010000,91333644290000.0,43025639969.0,377333530337.0,500416966257,290686485579,109000000000,2250634928725.0,4478893890132.0,5799160509576
73,2021/1/0/0,0.06057324118273538,DLG,3.15,-1.0,2993097200000,6973916476000.0,12505473834.0,318846408054.0,422432724689,134900281253,0,2081626099273.0,414306732197.0,3018264494772
74,2021/1/0/0,0.01522907260672798,DMC,49.2,-1.0,347274650000,19065378285000.0,23764576381.0,213087401008.0,290348030177,50937599404,205000000000,743917119526.0,240327626002.0,124340560539
75,2021/1/0/0,0.0307090605330347,DPG,36.0,-1.0,449998100000,14939936920000.0,126996166382.0,215359792811.0,458791427236,584235217855,25205442500,496560768764.0,625706546759.0,1542921261982
76,2021/1/0/0,0.02491004545478394,DPM,18.35,-1.0,3914000000000,80432700000000.0,170943736304.0,1628756699683.0,2003582213051,2089768472417,1885000000000,466676770064.0,1094572817739.0,2045755531121
77,2021/1/0/0,0.004773273747588764,DPR,46.9,-1.0,430000000000,21306500000000.0,27348045561.0,64122890971.0,101701757103,319430949912,409163977827,70919100857.0,196717022474.0,320508713971
78,2021/1/0/0,0.02264977008025408,DQC,21.6,-1.0,343594160000,8383697504000.0,7709951593.0,134751345527.0,189888820888,140035473610,37056617621,396116987012.0,279713286131.0,374553667790
79,2021/1/0/0,0.02590199737330374,DRC,27.0,-1.0,1187926050000,35222007382500.0,63685158451.0,746473660782.0,912320342704,145072758346,150000000000,194642709852.0,847440799912.0,744056938584
80,2021/1/0/0,0.0006462002713035498,DRH,10.4,-1.0,609999330000,7441991826000.0,6359835825.0,47715048.0,4809017137,22206312598,477409247,824740636116.0,847445558534.0,1551025442323
81,2021/1/0/0,0.004129101205724839,DRL,58.9,-1.0,95000000000,5415000000000.0,13980359358.0,6002372703.0,22359083029,64725022279,23100000000,7770781626.0,1103618780.0,5828069306
82,2021/1/0/0,0.00168954640389745,DSN,43.65,-1.0,120830090000,5739429275000.0,676567714.0,6189336225.0,9697032092,41165130577,121383535460,4309020328.0,777701375.0,23425148424
83,2021/1/0/0,0.002674530559465524,DTA,10.4,-1.0,172000000000,1960800000000.0,1574157477.0,2272268829.0,5244219521,45286162887,36820000000,37815191684.0,4916602096.0,234984162232
84,2021/1/0/0,0.02717729656518443,DTL,17.85,-1.0,614356040000,7986628520000.0,1114288946.0,201251132202.0,217054971844,10143634622,0,75289696379.0,1390003998778.0,1114437721352
85,2021/1/0/0,0.03291626635146885,DTT,13.5,-1.0,81518200000,1059736600000.0,1733152984.0,28760046962.0,34882572188,40024477491,72000,20380271973.0,37956431566.0,49489582408
86,2021/1/0/0,0.007034343733085107,DVP,46.5,-1.0,400000000000,18800000000000.0,51695689398.0,59015781427.0,132245662182,29207610375,911000000000,69009009076.0,10528836849.0,96911521862
87,2021/1/0/0,0.02308856107619512,DXG,23.3,-1.0,5200346670000,127928528082000.0,711785594528.0,1217294276694.0,2953685634009,2337222405434,374999025038,8325072913271.0,10148666410844.0,11068917492769
88,2021/1/0/0,0.09318449123048667,DXV,4.55,-1.0,99000000000,435600000000.0001,-1425479124.0,38924199300.0,40591164380,3819972112,15500000000,57945040615.0,37049592081.0,18718208795
89,2021/1/0/0,0.01785659087084347,ELC,12.05,-1.0,509282430000,6977169291000.0,6343410931.0,96417505976.0,124588457466,176742327049,24274077269,691188927817.0,213929586304.0,541169486472
90,2021/1/0/0,0.03833791689569786,EMC,18.45,-1.0,152973330000,3334818594000.0,642910284.0,123635684647.0,127849998119,7638200556,0,182865299363.0,195843319864.0,329625893516
91,2021/1/0/0,0.02656435300003488,EVE,15.35,-1.0,419797730000,7052601864000.0,4548884874.0,125233573801.0,187347805484,53214569116,562532170083,149910875552.0,337193961908.0,172254963945
92,2021/1/0/0,0.01514664801821946,EVG,11.55,-1.0,1050000000000,14490000000000.0,3649946224.0,212666460238.0,219474929784,6499337214,0,825122169740.0,187165024100.0,220111796225
93,2021/1/0/0,0.03730647938694792,FCM,6.79,-1.0,410000000000,2882300000000.0,4548012234.0,96135012070.0,107528465537,64834021246,6500000000,429880782011.0,180001682091.0,284952956335
94,2021/1/0/0,0.02578650668495333,FCN,12.35,-1.0,1254390050000,18439533735000.0,17372706221.0,475491159925.0,475491159925,282636608045,35774195349,3942081229032.0,1330568082925.0,3933868792573
95,2021/1/0/0,0.01001849508833196,FDC,11.75,-1.0,386299880000,4790118512000.0,342304611.0,39538431237.0,47989778785,18641625034,0,383153291429.0,21674172205.0,422249075416
96,2021/1/0/0,0.005297314124088056,FIR,30.15,-1.0,270398640000,6976284912000.0,5869727543.0,12101592796.0,36955572598,14521361323,0,257703956134.0,120441618389.0,178321924624
97,2021/1/0/0,0.01144259443703227,FIT,10.4,-1.0,2547302470000,27765596923000.0,14345902113.0,253498278187.0,317710464892,57000175312,2411824606300,431882897592.0,293486184102.0,669150408608
98,2021/1/0/0,0.02906499706737651,FLC,11.3,-1.0,7099978070000,85554735743500.0,42559574314.0,2378967851851.0,2486648143485,280863184429,181683449375,10348125534960.0,3113216553913.0,13600385624992
99,2021/1/0/0,0.04490779909191751,FMC,31.45,-1.0,588500000000,21568525000000.0,30919348985.0,893993417613.0,968594987409,498517506626,9538607055,315611231612.0,579047369520.0,672594237680
100,2021/1/0/0,0.01214127077759138,FPT,82.7,-1.0,7839874860000,624838026342000.0,1150702623504.0,4691800715286.0,7586327669954,5162685900519,14057681981618,6051076946319.0,1638474324623.0,22968032691682
101,2021/1/0/0,0.1920782531836758,FRT,27.6,-1.0,789817920000,24286901040000.0,30927153495.0,4079497989907.0,4664985527008,610609611961,2042069900364,1863288667181.0,2182018749512.0,6316127819392
102,2021/1/0/0,0.01822790226386554,FTM,2.87,-1.0,500000000000,1190000000000.0,-47475152878.0,20457704093.0,21691203694,6290550290,220000000,794096560911.0,32395161515.0,971947255052
103,2021/1/0/0,0.002986030332574551,GAB,191.8,-1.0,138000000000,26358000000000.0,343129154.0,75577788900.0,78705787506,6371157574,0,100891861483.0,8841254968.0,64808670976
104,2021/1/0/0,0.01013270235829281,GAS,84.9,-1.0,19139500000000,1734038700000000.0,2057439167710.0,14301032879540.0,17570498024861,6457577994501,21594237927459,13439321385786.0,1977431082943.0,11785544853231
105,2021/1/0/0,0.01043286007571884,GDT,51.7,-1.0,171369680000,9596702080000.0,17969228611.0,66875555614.0,100121049989,5763842028,166500000000,33364477427.0,76059721465.0,100665660837
106,2021/1/0/0,0.005732637045976977,GEG,17.2,-1.0,2711751880000,53150336848000.0,76510157760.0,129742063573.0,304691590021,44618669555,0,1286075620198.0,152335954389.0,1087590268550
107,2021/1/0/0,0.03758315208048135,GEX,26.55,-1.0,4882440000000,117422682000000.0,291329068869.0,3897860483320.0,4413114515304,1171440125549,1980723670150,6120169744976.0,5043453877727.0,13379497776077
108,2021/1/0/0,0.03288394346659056,GIL,76.3,-1.0,360000000000,26280000000000.0,71059455992.0,696227405948.0,864190034302,448602362371,357145959500,685787895696.0,557371372595.0,1398526542591
109,2021/1/0/0,0.02954765488588018,GMC,28.55,-1.0,300052800000,10351821600000.0,2213639745.0,268006532077.0,305872052077,515804593315,0,217585895253.0,217749650861.0,502595115753
110,2021/1/0/0,0.006583231752499982,GMD,34.65,-1.0,3013779570000,104427462100500.0,171835396462.0,428490557457.0,687470184333,385445483470,56858559818,771491177450.0,64849651118.0,1740966172806
111,2021/1/0/0,0.1020474346600529,GSP,12.0,-1.0,360000000000,4536000000000.0,14926988951.0,436036935088.0,462887163618,30509664824,167500000000,211257812714.0,15783538627.0,289667974107
112,2021/1/0/0,0.07107924907385559,GTA,15.2,-1.0,104000000000,1695200000000.0,4437211690.0,109576444645.0,120493543030,27165397649,324300000000,43229737474.0,42548526348.0,335721023224
113,2021/1/0/0,0.01105957508232889,GTN,18.2,-1.0,2500000000000,56250000000000.0,40582848319.0,450897614160.0,622101098381,115928781563,2537352120000,165915634859.0,240841297226.0,211170240090
114,2021/1/0/0,0.004261552653142355,GVR,25.3,-1.0,40000000000000,1138000000000000.0,1216240071198.0,3453444417865.0,4849646919276,4658542926895,11291352543248,2623980112520.0,2488453524415.0,8878789240407
115,2021/1/0/0,0.005136686496027281,HAG,5.36,-1.0,9274679470000,51752711442600.0,-68756739000.0,213412666000.0,265837454000,272554623000,0,3690557074000.0,249700161000.0,4807977344000
116,2021/1/0/0,0.02979468864533065,HAH,26.2,-1.0,487827510000,12049339497000.0,85514699229.0,262235767434.0,359006318695,344687712117,78655250235,364550351404.0,54892137141.0,354264637045
117,2021/1/0/0,0.01267247585547702,HAI,4.94,-1.0,1826827990000,7124629161000.0,1655059333.0,84593761607.0,90286691022,1841173987,276453768950,1866753834354.0,345409017210.0,691814889766
118,2021/1/0/0,0.01043599323443709,HAP,-1.0,-1.0,556266210000,8399619771000.0,5507368171.0,75062331847.0,87658375102,7121004297,37700132000,301897362989.0,82477449403.0,85233778622
119,2021/1/0/0,0.001803771525678257,HAR,5.5,-1.0,1013501000000,6547216460000.0,9836647.0,3727825050.0,11809682623,24692774225,0,60355612043.0,,51743624453
120,2021/1/0/0,0.03652506740520833,HAS,15.75,-1.0,80000000000,960000000000.0,536514007.0,32560619315.0,35064064709,5408677916,13603777045,134627938394.0,55198990111.0,94462120910
121,2021/1/0/0,0.1817966398016262,HAX,25.2,-1.0,367443990000,7900045785000.0,55564804592.0,1324568300099.0,1436201777992,161283939741,0,294331491551.0,495136187715.0,660560695732
122,2021/1/0/0,0.05415634225313659,HBC,15.95,-1.0,2308753980000,41788447038000.0,8963809621.0,2066013478349.0,2263109440017,368907035432,15107536492,10396749347607.0,2681734803761.0,10730729875849
123,2021/1/0/0,0.1650837839716507,HCD,4.6,-1.0,270000000000,1093500000000.0,1653465101.0,176417354921.0,180519117773,2560351446,6000000000,211402514898.0,135234462705.0,122971596375
124,2021/1/0/0,0.01006421273680115,HDC,40.35,-1.0,665158370000,29399999954000.0,78452989645.0,173578168074.0,295887853999,38485907853,9544123084,509777800569.0,1552180879582.0,1469638891911
125,2021/1/0/0,0.01994465666823293,HDG,41.2,-1.0,1542750180000,67881007920000.0,401544220126.0,722707080677.0,1353863397258,497816749289,185264913300,1664277407668.0,1358216706935.0,3523858987275
126,2021/1/0/0,0.05091295194166667,HHP,12.25,-1.0,180000000000,3240000000000.0,7405382267.0,150303546367.0,164957964291,6358873397,4200000000,172862001369.0,56030909063.0,226734111557
127,2021/1/0/0,0.006485952557536799,HHS,6.8,-1.0,2747440630000,21210241663600.0,55630361063.0,126691079805.0,137568621164,111107032335,352150000000,41926415616.0,114361380800.0,134432346308
128,2021/1/0/0,0.1874940395789113,HII,21.8,-1.0,320275000000,6837871250000.0,29499174119.0,1178624871090.0,1282060102783,21868184027,49656000000,785928622469.0,257378545434.0,1042543674428
129,2021/1/0/0,0.2858127967060932,HMC,23.4,-1.0,210000000000,3906000000000.0,64686533401.0,1015581352268.0,1116384783934,5612363406,39500000000,349556151004.0,432255618427.0,490604974841
130,2021/1/0/0,0.002488799344209197,HNG,11.1,-1.0,11085538950000,128592251820000.0,-161386397000.0,290585455000.0,320040312000,4850032000,0,9009356697000.0,67495422000.0,9518338107000
131,2021/1/0/0,0.001155613969463087,HOT,29.0,-1.0,80000000000,2980000000000.0,-7360414273.0,8541574443.0,3443729629,4836543369,9000000000,4142580536.0,1777062328.0,11500860057
132,2021/1/0/0,0.01940136790809277,HPG,59.4,-1.0,33132826590000,1606942089615000.0,7005559045968.0,22993832748581.0,31176874687620,14018629193714,10806768801746,8684635872093.0,27750575698018.0,51504077676628
133,2021/1/0/0,0.002635863804235435,HPX,34.2,-1.0,2644945820000,94821307647000.0,70513048077.0,149474025683.0,249936052697,224170840878,263429803286,2126357805027.0,2432043341164.0,2648794949774
134,2021/1/0/0,0.004807925853518326,HQC,3.54,-1.0,4766000000000,15203540000000.0,1051848600.0,52553314916.0,73097493031,31768956253,0,2943465464628.0,531262444168.0,2669431606974
135,2021/1/0/0,0.002906607826931364,HRC,70.0,-1.0,302066220000,16915708320000.0,1837994899.0,42234296222.0,49167330201,12522085886,220000000000,13945897564.0,18997809228.0,325550488859
136,2021/1/0/0,0.07057157107417568,HSG,34.9,-1.0,4446252130000,128941311770000.0,572016043955.0,7600738924861.0,9099590947974,490523725247,5516043836,2795071756371.0,4775426848680.0,8273277515152
137,2021/1/0/0,0.04808625514974737,HSL,7.18,-1.0,171671440000,1268651941600.0,5166457050.0,55156151226.0,61004720960,2854503915,0,100873947563.0,46902509038.0,32738629340
138,2021/1/0/0,0.02466520265444887,HT1,16.35,-1.0,3815899110000,70594133535000.0,94725098339.0,1501626140298.0,1741218609856,228230113955,13884098881,512388533479.0,797010206104.0,3680762845530
139,2021/1/0/0,0.02003831860712101,HTI,16.75,-1.0,249492000000,4840144800000.0,14426904520.0,44131536420.0,96988363607,37828428487,0,9618796417.0,9490586929.0,24490869812
140,2021/1/0/0,0.1035194172039595,HTL,18.8,-1.0,120000000000,2172000000000.0,5978851351.0,205899542853.0,224844174167,31725253332,11486950411,73565244754.0,146552120568.0,145479340068
141,2021/1/0/0,0.05228984281367287,HTN,39.9,-1.0,495092010000,22180122048000.0,37752312536.0,1056424724304.0,1159795095478,114768594234,63081821918,3896804127614.0,1168056884118.0,4568593643399
142,2021/1/0/0,0.03551983642399267,HTV,14.8,-1.0,131040000000,1939392000000.0,4103912065.0,61831886528.0,68886886602,15499973617,155867615129,152463601606.0,1462812609.0,69794426307
143,2021/1/0/0,0.1291931476460784,HU1,9.5,-1.0,100000000000,1020000000000.0,1019649813.0,123444857762.0,131777010599,67592290694,5330000000,497017282904.0,373992270787.0,829715808146
144,2021/1/0/0,0.05342197820847674,HU3,7.9,-1.0,99999440000,814995436000.0,54276706.0,39231879473.0,43538668422,47923751931,0,91345661370.0,86433651936.0,114376826800
145,2021/1/0/0,0.01591811170273441,HUB,25.1,-1.0,190573160000,4954902160000.0,11559449732.0,57479064049.0,78872686059,61362146062,103380000000,99712517103.0,155503695024.0,210197655291
