,Time,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS
7044,2015/3/0/0,0.09266568998916054,IDI,8.2,8.0,983250000000,7472700000000.0,23998649874.0,591756510763.0,692462901582,368669688315,370000557191,919863358421.0,687401899281.0,1773667482902
7045,2015/3/0/0,0.005360257326685067,IJC,8.9,6.8,2741945250000,24129118200000.0,25507467934.0,68606323144.0,129338282618,99592126742,1300000000,897117746495.0,4344232638682.0,2403733475377
7046,2015/3/0/0,0.01498169016792012,IMP,41.0,37.7,289426460000,12271681904000.0,17584271382.0,119813477066.0,183850536125,39200962091,103508595260,266916815461.0,338713313481.0,164804321193
7047,2015/3/0/0,0.003207682085290867,ITA,6.2,5.2,8384248490000,42759667299000.0,61999386429.0,47765382465.0,137159418768,25177051341,9378382000,1388696959510.0,4722373211509.0,1346539741964
7048,2015/3/0/0,0.004916783674199599,ITC,8.7,7.9,690866880000,6148715232000.0,-3294354805.0,26027758784.0,30231902670,9994279139,0,305553755884.0,1580129898934.0,265863773273
7049,2015/3/0/0,0.09580690721717933,ITD,17.8,17.0,153249760000,2451996160000.0,29961876172.0,175014915641.0,234918168598,65539774160,30216102804,260891476041.0,134511954190.0,352480301459
7050,2015/3/0/0,0.03970837409383928,JVC,5.2,3.7,1125001710000,5062507695000.0,27438197656.0,143846218591.0,201023949406,47721056563,0,668007714681.0,265306836262.0,253602485118
7051,2015/3/0/0,0.008983718736137514,KBC,14.0,11.7,4757111670000,58988184708000.0,106699567747.0,374053083753.0,529933260172,200327908429,2029150500,3216807635603.0,8226279158173.0,2378839231288
7052,2015/3/0/0,0.008200419158075288,KDC,23.5,21.8,2566533970000,63136735662000.0,80143063062.0,312261872488.0,517747696701,4326340983079,124045614101,777039324755.0,95671542443.0,1850341040347
7053,2015/3/0/0,0.00937654842739565,KDH,21.4,20.7,1260000000000,27216000000000.0,69947548000.0,198259310000.0,255192142000,248549533000,0,688816689000.0,3260534341000.0,284525180000
7054,2015/3/0/0,0.1776541648209345,KHP,12.5,11.2,415512960000,5027706816000.0,-2436404520.0,893080334906.0,893193055361,187531295172,305526906910,63778206356.0,83687442042.0,563081911810
7055,2015/3/0/0,0.05511026694420265,KMR,4.8,3.9,488814430000,2248546378000.0,14835783967.0,92096720095.0,123917991128,16522976283,0,139091364053.0,160798481764.0,164381317001
7056,2015/3/0/0,0.2046959916785185,L10,16.0,16.5,90000000000,1350000000000.0,8874880985.0,257140626396.0,276339588766,67632700236,0,314649631758.0,210020558957.0,343621131124
7057,2015/3/0/0,0.1522529170511892,LAF,13.8,13.1,147280190000,1958826527000.0,4361758201.0,280905932122.0,298237052733,18775656620,1009101472,37344406593.0,236451565305.0,248909863381
7058,2015/3/0/0,0.05643357052197431,LBM,20.0,23.6,85000000000,1479000000000.0,11436695851.0,59037820377.0,83465250802,13035664633,13729000000,48524597702.0,22755504419.0,30789102705
7059,2015/3/0/0,0.03548164204826546,LCG,6.9,5.7,780000000000,5304000000000.0,5353155300.0,164620551907.0,188194629424,132534597730,0,962409874674.0,347211462656.0,1059860915309
7060,2015/3/0/0,0.007842365931879999,LCM,2.0,1.8,246330000000,492660000000.0,-385548370.0,3820575000.0,3863620000,5823286888,0,39228675252.0,22412277950.0,4249058818
7061,2015/3/0/0,0.01136474827255172,LDG,16.3,10.9,750000000000,10875000000000.0,40438362271.0,52083265298.0,123591637464,26674073363,0,208125952647.0,1328047767366.0,266038983434
7062,2015/3/0/0,0.0001736276043466287,LGC,24.5,22.7,19285476500001,428137578300022.2,52101811158.0,43336940454.0,74336502051,37631653408,227472159865,790979061677.0,52084799926.0,922056158087
7063,2015/3/0/0,0.03007189993168117,LGL,8.6,7.0,199992750000,1619941275000.0,2806096299.0,39913097792.0,48714711917,10633569171,4399916200,228282655242.0,250574797980.0,238014249160
7064,2015/3/0/0,0.008919877420875274,LHG,14.7,18.3,260826270000,3547237272000.0,4798064478.0,18909081168.0,31640921649,41270835971,1471008700,441640993585.0,284491170948.0,164311024655
7065,2015/3/0/0,0.04214017308763562,LIX,52.0,64.0,216000000000,10692000000000.0,30621939131.0,361082441040.0,450562730653,232451225059,15000000000,99967968261.0,110791895485.0,255547488881
7066,2015/3/0/0,0.1723650072749578,LM8,29.4,25.5,86936230000,2347278210000.0,15049038933.0,381222619020.0,404588625743,106046596899,47000000000,450102596866.0,716374042373.0,1234713349795
7067,2015/3/0/0,0.06074898553135889,LSS,8.8,8.6,700000000000,5739999999999.999,13854934970.0,303307584059.0,348699176950,28431683347,0,539366191713.0,260176799320.0,818605222762
7068,2015/3/0/0,0.02565630851286733,MCG,4.8,3.4,575100000000,2300400000000.0,0.0,49294678921.0,59019772103,24381699505,15199452300,580690208366.0,759956839128.0,1242372445554
7069,2015/3/0/0,0.06224688444890496,MCP,10.8,10.0,105463100000,1402659230000.0,-3604017035.0,82791467333.0,87311167011,15633610284,0,58370847744.0,102465037235.0,125921412115
7070,2015/3/0/0,0.1001452489350855,MDG,5.6,6.0,108890310000,555340581000.0,874266191.0,48837237292.0,55614720728,5867921047,16782000000,71876870831.0,115210772370.0,202903340769
7071,2015/3/0/0,0.003983042120905726,MHC,14.6,12.0,271109080000,4283523464000.0,12814574712.0,14086204136.0,17061454383,116029033716,44590253938,11440345264.0,5539911.0,15279720188
7072,2015/3/0/0,0.01566553163638643,MSN,74.5,71.5,7467179000000,556304835500000.0,493246000000.0,6118824000000.0,8714811000000,7332367000000,1591406000000,3691963000000.0,4480974000000.0,13139227000000
7073,2015/3/0/0,0.07725067279113262,MWG,73.0,72.0,1399039760000,86040945240000.0,288007845207.0,5622848300006.0,6646720907375,468563472336,0,427145637514.0,2910928264760.0,2662214748395
7074,2015/3/0/0,0.013856171897343,NAF,31.3,28.8,300000000000,8280000000000.0,0.0,87797789877.0,114729103310,39194741747,0,333229354855.0,31029942505.0,141561738312
7075,2015/3/0/0,0.06256482813855421,NAV,8.5,8.3,80000000000,664000000000.0,427866623.0,35371042080.0,41543045884,19742541903,0,42316415828.0,69120447465.0,84255700743
7076,2015/3/0/0,0.001078132736247192,NBB,22.4,19.2,583212000000,13005627600000.0,1363417653.0,14304956343.0,14021792871,158040653329,0,309973314362.0,930302056976.0,701475750382
7077,2015/3/0/0,0.005349826444615483,NCT,137.0,132.0,261669400000,35325369000000.0,74093517178.0,88195381065.0,188984593242,7932331770,194902206444,79527644458.0,4233345252.0,70655839359
7078,2015/3/0/0,0.2451274954197824,NKG,15.0,12.0,430919200000,5817409200000.0,37330507376.0,1288666508926.0,1426006947028,58495317035,33917,546743571330.0,970693468253.0,2040585305385
7079,2015/3/0/0,0.008187682417084648,NLG,21.2,23.5,1415721570000,28880720028000.0,14965267372.0,156918406755.0,236466163566,221839155237,0,366559571371.0,3187648501675.0,1756493946127
7080,2015/3/0/0,0.0198326380761512,NNC,55.5,57.5,131522610000,6707653110000.0,38005660732.0,82687707284.0,133030456471,31953111518,96299518332,25907138959.0,140073881663.0,97245351541
7081,2015/3/0/0,0.01857250704363889,NT2,26.8,26.2,2739198430000,68753880593000.0,69087716254.0,917305222440.0,1276931931591,1347498974622,0,1077994318877.0,284077134593.0,1748145679097
7082,2015/3/0/0,0.01234233997675202,NTL,14.3,12.6,636000000000,8904000000000.0,23462939003.0,75030679679.0,109896195153,110102101222,623564000,95586298246.0,919631663001.0,174281328423
7083,2015/3/0/0,0.01700718342073948,NVT,2.8,2.4,905000000000,2353000000000.0,-12971719527.0,28295787008.0,40017902589,10232074734,14000000000,312370384163.0,10068824018.0,370618828959
7084,2015/3/0/0,0.0445298705676,OGC,2.6,3.5,3000000000000,7500000000000.0,1510786554621.0,158730149267.0,333974029257,246185131943,103087805762,3064663094415.0,289810727009.0,3103150237254
7085,2015/3/0/0,0.02812760967842848,OPC,29.8,34.9,202493570000,5933061601000.0,16846513702.0,93416193946.0,166882840911,82508666552,70336597,92019656193.0,173974997023.0,119076952611
7086,2015/3/0/0,0.05124463486168472,PAC,32.2,32.9,309812930000,9449294365000.0,18513339000.0,411592150594.0,484225639435,121822565406,220000000000,133954263185.0,493212938699.0,846650409053
7087,2015/3/0/0,0.01885920370950821,PAN,32.4,30.0,1008724970000,37221951393000.0,107871036540.0,556649834421.0,701976363786,714876705498,23627281109,483654754966.0,861160909105.0,832656043567
7088,2015/3/0/0,0.01654494027249502,PDN,38.2,38.6,123479870000,4531711229000.0,15454228978.0,46905416337.0,74976891616,42589229848,0,68690023568.0,176472642.0,104142086069
7089,2015/3/0/0,0.006314661090253832,PDR,13.0,12.9,1302000000000,18618600000000.0,23390091787.0,74382666171.0,117570148975,165011345969,0,620787337898.0,5713348899225.0,1511746735755
7090,2015/3/0/0,0.199237455598216,PET,15.2,12.7,866001240000,13509619344000.0,40647487002.0,2525088041554.0,2691622184199,1598466226666,0,1686415755597.0,1191693840401.0,3655096254164
7091,2015/3/0/0,0.06813396786614971,PGC,14.6,10.5,603426380000,8568654596000.0,23865072743.0,461756162827.0,583816436900,97914190040,441000000000,253212749870.0,102611188047.0,1062363135924
7092,2015/3/0/0,0.04671626610038941,PGD,46.5,35.6,600000000000,25680000000000.0,18732638704.0,1042693840210.0,1199673713458,1448091324182,0,576737614799.0,19137613472.0,1491225023272
7093,2015/3/0/0,0.02092949359474474,PHR,18.1,15.8,813000000000,14796600000000.0,11541259710.0,280029080645.0,309685344924,320396668883,88741116211,113282471789.0,226334874526.0,555934450380
7094,2015/3/0/0,0.5611157369873504,PIT,7.9,7.4,151993450000,1139950875000.0,-9046265260.0,608091696411.0,639644375355,59393624081,130000000,195426143868.0,409337746585.0,621281446035
7095,2015/3/0/0,0.09714736363385922,PJT,9.3,11.2,108172380000,973551420000.0,5545018692.0,81304398181.0,94577953815,61008231593,0,33536724920.0,22286644122.0,67155971036
7096,2015/3/0/0,0.09248373433805758,PNC,13.3,19.7,110402410000,1346909402000.0,-5300148304.0,82719804465.0,124567211312,9384271522,0,61325033338.0,199079326495.0,351845163865
7097,2015/3/0/0,0.02414670372382208,PNJ,32.0,44.5,2252935850000,74346883050000.0,44605629248.0,1531899737153.0,1795232157798,32305517975,65000000,128208207299.0,2140676690620.0,1585032231919
7098,2015/3/0/0,0.2216975656113229,POM,7.1,6.5,1874499510000,12746596668000.0,34405162829.0,2667128436889.0,2825889451125,167136893535,0,2369768122791.0,2273887621203.0,4869481886599
7099,2015/3/0/0,0.03102824297623575,PPC,18.5,17.9,3262350000000,57417360000000.01,74268861138.0,1524447415370.0,1781559797134,507849684112,1504351965073,4743339166231.0,822611840847.0,948433574680
7100,2015/3/0/0,0.09697856179797935,PTB,64.0,76.5,144006340000,7848345530000.0,46999017020.0,649468705607.0,761121261993,104532984587,45450000000,240125295957.0,350615161104.0,708731639610
7101,2015/3/0/0,0.02226324405345382,PTC,7.8,7.8,179999990000,1673999907000.0,4338806871.0,30974667478.0,37268668475,13502291568,12061474500,132751312890.0,49503255789.0,110363885991
7102,2015/3/0/0,0.01335629055058823,PTL,1.8,1.8,1000000000000,1700000000000.0,-8165927104.0,17963207091.0,22705693936,17984154314,0,162676306134.0,549289442625.0,667891464334
7103,2015/3/0/0,0.03069442669008314,PVD,35.7,23.1,3484662590000,119872393096000.0,580184332015.0,2857775649668.0,3679414382050,3216704784950,626000000000,4422259774100.0,1030712299450.0,5746114744550
7104,2015/3/0/0,0.05214103571054404,PVT,11.1,10.0,2814401620000,28988336686000.0,76172874990.0,1289336544402.0,1511481898334,2094559949371,377815815910,916434433744.0,86161230209.0,1732630000636
7105,2015/3/0/0,0.112598359420773,PXI,5.9,5.1,300000000000,2070000000000.0,3169528385.0,211589771104.0,233078604001,100334706780,0,706918242647.0,192767379425.0,955417778695
7106,2015/3/0/0,0.05129498662169935,PXS,14.9,11.1,500000000000,7650000000000.0,14916027978.0,342041417620.0,392406647656,90563218987,0,609577033872.0,71359953600.0,695218009482
7107,2015/3/0/0,0.1519855337440539,QBS,11.6,7.0,639999280000,7551991504000.0,25979497410.0,1106187976915.0,1147793459566,134151908546,17000000000,593923859954.0,199034333916.0,1030045418668
7108,2015/3/0/0,0.006479143002887849,QCG,5.9,4.9,2751293100000,15957499980000.0,13460827037.0,70689181284.0,103390924339,13036078005,25845225349,534974796038.0,5311406007991.0,1908407768934
7109,2015/3/0/0,0.1201310288543707,RAL,54.0,57.0,115000000000,5462500000000.0,21403811593.0,530143360090.0,656215745117,497002417234,186200000000,257756729350.0,983981596474.0,1621193185185
7110,2015/3/0/0,0.0721294389553044,RDP,26.3,26.5,156923184000,4236925968000.0,17619454741.0,267278871983.0,305607092967,15453361256,0,260601702082.0,179498127029.0,430187599440
7111,2015/3/0/0,0.009196318040690082,REE,26.1,25.2,2690705390000,67536705289000.0,211594929331.0,420197929312.0,621089021258,1357884807696,244294939581,1269771460984.0,405604235587.0,1895081284773
7112,2015/3/0/0,0.01275720917269616,RIC,12.5,10.3,703687540000,5981344090000.0,126633388934.0,54208153760.0,76305257690,69516716850,0,285000482550.0,22907059550.0,201499458650
7113,2015/3/0/0,0.04443075331546376,SAM,8.5,8.4,1802351360000,14599046016000.0,12453271800.0,586503110869.0,648646612178,40187321409,10827560000,745137997550.0,1003075349477.0,1002457895076
7114,2015/3/0/0,0.1405755703693458,SAV,10.1,12.3,105373930000,1106426265000.0,-6687362552.0,144584244610.0,155536503274,9257266503,0,163275579982.0,202918010273.0,280515471004
7115,2015/3/0/0,0.007232946921862925,SBA,9.4,9.6,604882610000,5504431751000.0,8081543308.0,13324500687.0,39813262690,4920554537,0,47498645318.0,1149530230.0,123247571197
7116,2015/3/0/0,0.04672780289274193,SBT,16.3,25.0,1856423580000,26546857194000.0,46185924362.0,1092684325770.0,1240476310383,302114840652,64682496000,2219739508877.0,1658306839880.0,3446724541357
7117,2015/3/0/0,0.08821704358538461,SC5,25.3,27.2,149845510000,3866014158000.0,8582334026.0,317042923200.0,341048339478,138731506713,28240933336,429226250693.0,1043277609423.0,1205381125422
7118,2015/3/0/0,0.01797274551953731,SCD,43.9,45.8,85000000000,3544500000000.0,358235142.0,42850434187.0,63704396494,17052063396,85000000000,29789140728.0,50668299644.0,65589226025
7119,2015/3/0/0,0.00199882941619374,SCR,8.2,9.4,1970682670000,15174256559000.0,4918248602.0,32784157829.0,30330750379,84154756055,42499117002,1143923696567.0,2746459435997.0,1558602449431
7120,2015/3/0/0,0.1445743530370686,SFC,22.5,22.0,112914590000,2450246603000.0,8648695592.0,328747711158.0,354242817410,369922864379,0,10773756149.0,19838402190.0,327144017226
7121,2015/3/0/0,0.04582551982550934,SFI,30.5,30.0,108330890000,3011598742000.0,14834625001.0,95172178209.0,138008077858,153046010854,0,138711784700.0,581344588.0,184014894456
7122,2015/3/0/0,0.02646784878309721,SGT,3.8,6.2,740019140000,2516065076000.0,6243532161.0,44930265007.0,66594829960,12407563218,0,1047825114424.0,247951160411.0,371236613441
7123,2015/3/0/0,0.06737812836344757,SHA,12.2,10.4,180000000000,1926000000000.0,7002421309.0,106501789607.0,129770275228,20741386945,0,80208061113.0,81800655724.0,172462210323
7124,2015/3/0/0,0.1239043239124772,SHI,13.8,11.8,367107230000,4552129652000.0,20005852914.0,474437551871.0,564028546893,125760883206,0,419492043715.0,697966703535.0,1132282925237
7125,2015/3/0/0,0.01341991034100272,SHP,19.0,18.7,937102000000,17523807400000.0,122994940761.0,70964646250.0,235167924141,16225002548,3821364689,472370403439.0,1814425153.0,590714899684
7126,2015/3/0/0,0.01851887904439161,SII,30.7,23.0,583700000000,21538530000000.0,109229701512.0,252829009618.0,398869431864,122038917273,0,777716991059.0,58219813230.0,780987172942
7127,2015/3/0/0,0.00822292250069723,SJD,26.1,25.9,689986200000,17870642580000.0,77441856524.0,53725169095.0,146948908973,61446612105,0,306395925098.0,4984564155.0,92195409552
7128,2015/3/0/0,0.01278806959237624,SJS,22.8,22.0,1000000000000,20200000000000.0,73768421418.0,219474571803.0,258319005766,133347740472,98753300000,393162206098.0,2540310809619.0,2718695173459
7129,2015/3/0/0,0.004285363055444482,SKG,84.0,91.5,244795850000,18971678375000.0,48150451669.0,25456045722.0,81300529608,141052505287,54000000000,49844049740.0,7982987474.0,9434845964
7130,2015/3/0/0,0.2097450340606509,SMA,5.7,5.6,161200000000,838240000000.0,676433521.0,162143552877.0,175816677351,3313910529,346663200,201127021426.0,103099494541.0,268899666420
7131,2015/3/0/0,1.450821260890806,SMC,6.7,7.2,295183610000,1771101660000.0,1861114464.0,2479161312132.0,2569551943527,187820535640,674070977333,975449292324.0,683089334515.0,2789154725644
7132,2015/3/0/0,0.04134169137261356,SPM,16.0,16.7,140000000000,3038000000000.0,3231682808.0,107477123644.0,125596058390,6905094274,0,654607833274.0,62954018254.0,239449193474
7133,2015/3/0/0,0.05152758567625801,SRC,28.9,28.5,200474150000,5112090825000.0,25040690809.0,206162544438.0,263413697970,30938171083,0,192645796796.0,240959102842.0,193064990569
7134,2015/3/0/0,0.07154014546943281,SRF,13.8,14.9,243749160000,3558737736000.0,13604863476.0,221140101244.0,254592615321,87537279669,156175487111,251446899382.0,263175771052.0,561758324033
7135,2015/3/0/0,0.09561677778603707,ST8,21.6,21.5,165492090000,3359489427000.0,15254847114.0,269990410293.0,321223554016,103569937772,17732000000,63453604611.0,96050518690.0,44781372992
7136,2015/3/0/0,0.06966401338333035,STG,23.0,15.5,137803490000,3720694230000.0,9008405061.0,213447735864.0,259198492634,220445505205,23054732680,123030129799.0,14883023674.0,75707596441
7137,2015/3/0/0,0.01920484593816331,STK,34.7,28.5,465358350000,15356825550000.0,7010044180.0,250524574096.0,294925468787,2828821108,0,68525708642.0,280455352089.0,340225167693
7138,2015/3/0/0,0.4860747883358399,SVC,29.4,33.4,249955730000,5599008352000.0,50437042749.0,2632378092794.0,2721536799589,215149751188,42025695463,353523878794.0,271109213757.0,948035454681
7139,2015/3/0/0,0.07792701884415312,SVI,36.7,34.0,128324370000,4247536647000.0,17350726177.0,288244018343.0,330997868332,115644924611,0,249976170983.0,122856951288.0,345326736392
7140,2015/3/0/0,0.01970599360250259,SVT,18.9,19.0,95699830000,2287225937000.0,1334996348.0,43309618598.0,45072059682,382729611,2622782000,39394465593.0,18868446235.0,47085099542
7141,2015/3/0/0,0.01291945686666667,SZL,20.4,20.0,200000000000,3660000000000.0,13731878997.0,35734886886.0,47285212132,192114369386,195300000000,51853336285.0,81977070306.0,44763167703
7142,2015/3/0/0,0.1263767824801284,TAC,41.0,40.4,189802000000,7117575000000.0,17816954338.0,803231655139.0,899496227561,71164242728,239500000000,90844454004.0,441928030053.0,583800708944
7143,2015/3/0/0,0.002066296057408162,TBC,25.0,26.0,635000000000,15938500000000.0,7841894143.0,18070060701.0,32933659711,163891367679,203053118763,59484215750.0,7498030705.0,13491422864
7144,2015/3/0/0,0.002066296057408162,TBC,25.0,26.0,635000000000,15938500000000.0,7841894143.0,18070060701.0,32933659711,163891367679,203053118763,59484215750.0,7498030705.0,13491422864
7145,2015/3/0/0,0.04547704394552028,TCM,36.0,29.0,491999510000,17711982360000.0,45540755073.0,686013600087.0,805488600148,105119966131,4500000000,308995156587.0,556852275563.0,1134817935444
7146,2015/3/0/0,0.02535970912632159,TCO,10.5,10.9,184608660000,1846086600000.0,6402652321.0,34325647054.0,46816219198,46682866137,0,54359030137.0,10871422366.0,26742382130
7147,2015/3/0/0,0.2790951953917893,TCR,5.5,5.9,445421280000,2048937888000.0,34878194103.0,440934596175.0,571848720197,222916332359,0,202271804593.0,455264714188.0,865889450863
7148,2015/3/0/0,0.00435375366301162,TCT,53.6,49.0,127880000000,6905520000000.0,5288501793.0,19113348484.0,30064932995,14525161497,99500000000,6516796194.0,3481477402.0,12724312230
7149,2015/3/0/0,0.02907479021363637,TDC,6.7,6.8,1000000000000,6600000000000.0,5316897973.0,156878067644.0,191893615410,513332389841,3556413800,678316668190.0,3458021504157.0,3816598182907
7150,2015/3/0/0,0.01661970739325272,TDH,13.9,12.8,709883810000,9583431435000.0,17209967273.0,125293844300.0,159273826273,63707236399,67376713822,378006357518.0,367154098322.0,383096705969
7151,2015/3/0/0,0.0873148109258312,TDW,18.6,23.0,85000000000,1564000000000.0,2363338416.0,98584558774.0,136560364288,33746598235,83202956145,13332234997.0,15139904411.0,126945748808
7152,2015/3/0/0,0.08344324810780487,THG,26.9,31.7,100000000000,2050000000000.0,13515364708.0,135111608943.0,171058658621,82155376592,0,135055771346.0,187086608385.0,303605005546
7153,2015/3/0/0,0.006853406178968254,TIX,22.4,24.5,240000000000,5040000000000.0,24075824162.0,14501899686.0,34541167142,172697076487,138228261870,195822021745.0,241969307479.0,292850509173
7154,2015/3/0/0,0.02700845325847327,TLG,85.0,93.0,294714640000,21219454080000.0,78342289282.0,341716671371.0,573104633690,406469966946,0,127522379344.0,402737847136.0,387937585149
7155,2015/3/0/0,0.2116093679630993,TLH,5.1,3.5,806856880000,3711541648000.0,1964323131.0,747519923799.0,785396982302,92215141761,17022263465,517658117265.0,1046402810448.0,1236373065039
7156,2015/3/0/0,0.007605118060714285,TMP,29.5,29.5,700000000000,20720000000000.0,53621735721.0,73511729433.0,157578046218,249397541557,243726567196,204363340369.0,10123903753.0,200976593458
7157,2015/3/0/0,0.008224203466850188,TMS,88.5,84.5,237660390000,14734944180000.0,45276148330.0,87200189213.0,121183179009,239519642991,45279087212,93427501960.0,6824616008.0,146932909604
7158,2015/3/0/0,0.05257708345795001,TMT,50.0,36.1,372876800000,16779456000000.0,40586946413.0,761391597727.0,882214858491,26175926496,3970000000,117500777670.0,1333870730128.0,1344646481953
7159,2015/3/0/0,0.2042534215685262,TNA,38.1,36.0,80000000000,2904000000000.0,14057241218.0,552100436001.0,593151936235,48894548917,0,138954975167.0,562548579332.0,658887507160
7160,2015/3/0/0,0.01390842067532468,TNC,9.3,9.1,192500000000,1771000000000.0,7595466516.0,25526965771.0,24631813016,116685840577,10000000000,41113718730.0,16161875495.0,11465497449
7161,2015/3/0/0,0.000167929276343631,TNT,14.1,24.3,85000000000,1181500000000.0,342604344.0,196444000.0,198408440,596886337,0,130727660382.0,,118831144304
7162,2015/3/0/0,0.1128880296970531,TPC,6.9,6.0,244305960000,1661280528000.0,4123506935.0,170842898272.0,187538685580,77305028820,102200000000,106414337738.0,172609246882.0,276667241883
7163,2015/3/0/0,0.0142371788986863,TRA,82.0,83.5,414536730000,33577475130000.0,49733270970.0,248729147342.0,478048520392,289527916718,6700000000,312662493354.0,319083992633.0,360277420885
7164,2015/3/0/0,0.01340045078956522,TRC,19.7,18.5,300000000000,6900000000000.0,10356749002.0,64441712241.0,92463110448,93284724564,0,180278673290.0,86341620341.0,70245067735
7165,2015/3/0/0,0.09314861972498159,TS4,8.5,8.5,161606460000,1438297494000.0,1747942260.0,102614944013.0,133975426320,1126149800,112100000000,135839258065.0,696616539480.0,973010631776
7166,2015/3/0/0,0.01813004465883172,TSC,11.6,16.4,1476480840000,18898954752000.0,20931905033.0,302528750380.0,342638893659,30749431582,931169742365,608479157389.0,191965917217.0,261785593431
7167,2015/3/0/0,0.008975902587676925,TTB,10.9,10.0,425699850000,4512418410000.0,4563400129.0,31723430424.0,40503028083,3404065807,10171693187,35830262732.0,48519917797.0,25120951119
7168,2015/3/0/0,0.01674579576096276,TTF,21.4,30.7,1400939400000,24516439500000.0,101148331241.0,279879847524.0,410547288653,246117224507,131938445141,921621391621.0,2485851959714.0,2763336433567
7169,2015/3/0/0,0.06525637055793347,TV2,44.7,50.0,44390000000,1664625000000.0,9791657277.0,81291188934.0,108627385840,113256967802,130000000000,178492578342.0,112139799891.0,453476183684
7170,2015/3/0/0,0.1446765744495012,TYA,10.1,9.7,279013770637,2594828066924.1,8719852012.0,345579446129.0,375410836008,247187338992,0,259464929996.0,131721386561.0,401906936983
7171,2015/3/0/0,0.05609834678918919,UDC,3.8,3.3,350000000000,1295000000000.0,-1481817269.0,62097464106.0,72647359092,33321921362,0,390182218146.0,785421532735.0,939018662154
7172,2015/3/0/0,0.3513200374985955,UIC,20.6,18.7,80000000000,1424000000000.0,8793855688.0,486927369770.0,500279733398,14884182752,0,102366174083.0,136212676409.0,206522614760
7173,2015/3/0/0,0.03891171861907546,VAF,16.2,16.8,289734570000,4925487690000.0,12500477238.0,145440012293.0,191659191055,214498643221,10000000000,36649822241.0,208069728646.0,114788862260
7174,2015/3/0/0,0.01435181847961923,VCF,172.0,139.0,265791350000,45184529500000.0,47297296681.0,419379914871.0,648480165471,332026754140,640000000000,56143705930.0,448775055320.0,590515964092
7175,2015/3/0/0,0.04332494159929232,VHC,36.1,30.5,924039430000,33450227366000.0,59121535009.0,1263299794747.0,1449229147115,77713624459,681051008141,1075719127134.0,1472701761253.0,2368818674605
7176,2015/3/0/0,0.0094419343748238,VIC,45.1,47.0,18460745440000,767967010304000.0,305444685287.0,4527987359168.0,7251094113320,9895961264635,6268383881368,11091890342245.0,22485171401773.0,54497874353235
7177,2015/3/0/0,0.03570627751331344,VID,6.3,5.2,255227670000,2118389661000.0,17231614970.0,87907473248.0,75639809117,2340478595,0,142502137366.0,41194654351.0,145684419959
7178,2015/3/0/0,0.02236063919550263,VIP,9.6,8.9,639934000000,5887392800000.0,1396316433.0,102817213189.0,131645866203,172079671055,563197800,58850565363.0,86195822375.0,256573626144
7179,2015/3/0/0,0.2197231446819634,VIS,8.0,6.4,492202620000,3396198078000.0,10839496930.0,691640711403.0,746223321661,91775576188,0,456795076600.0,624310306950.0,1349613438151
7180,2015/3/0/0,0.6538536320835457,VMD,27.2,31.8,154402680000,4523998524000.0,23814658923.0,2654025749885.0,2958032866458,65115780584,810368900,2907186675479.0,2686067787765.0,5597609122982
7181,2015/3/0/0,0.03580018252233224,VNE,10.5,12.3,637210610000,7646527320000.0,35099748197.0,229993388777.0,273747073718,44262181093,7913821293,755538702269.0,78441331962.0,614470335380
7182,2015/3/0/0,0.01497129520486656,VNG,9.5,12.1,130000000000,1274000000000.0,-3291711569.0,17133216147.0,19073430091,1932169735,3500000000,29322517176.0,1688988555.0,37212399337
7183,2015/3/0/0,0.08068484848849902,VNL,30.0,28.9,90000000000,2565000000000.0,11660772785.0,194871002224.0,206956636373,88261595285,0,155239426872.0,,73263206985
7184,2015/3/0/0,0.008699264211050854,VNM,129.0,119.0,12006621930000,1212668814930000.0,2122566492437.0,6199266897541.0,10549326421578,1409857423245,6918871993291,2984334413825.0,3658427900984.0,6183917147643
7185,2015/3/0/0,0.05184949266845374,VNS,30.1,28.8,678591920000,21579223056000.0,98196924304.0,946965479725.0,1118871767633,307220666482,0,77631050830.0,6111650549.0,546748225324
7186,2015/3/0/0,0.1082061003832512,VOS,3.1,2.5,1400000000000,4060000000000.0,-88016257818.0,415000495600.0,439316767556,70927942052,60000000000,413361065583.0,121970378845.0,558429775933
7187,2015/3/0/0,0.003218246010510388,VPH,8.1,9.3,453126750000,3579701325000.0,-7852123193.0,10650014862.0,11520359508,29097123779,3678133800,224841316210.0,1401750514557.0,995850237320
7188,2015/3/0/0,0.06206327394609062,VPS,17.0,18.9,174719940000,2708159070000.0,7478163685.0,112058712154.0,168077218251,58823496533,0,153655969466.0,178405083312.0,170821469515
7189,2015/3/0/0,0.002312147728744926,VRC,6.8,6.2,145047620000,1015333340000.0,-942543060.0,2225126604.0,2347600676,9756980638,0,21968704079.0,118645715530.0,159270147006
7190,2015/3/0/0,0.009676604200301158,VSC,70.0,68.5,414160420000,25263785620000.0,89070229136.0,131195297644.0,244467654046,286103047725,52426484011,137520304441.0,9687686271.0,244160198984
7191,2015/3/0/0,0.00313431429701424,VSH,17.4,15.8,2062412460000,29286256932000.0,43652926741.0,40457524181.0,91792333808,333952988433,653500000000,673544064637.0,38476482764.0,228727716107
