Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,1733152984,28760046962,34882572188,40024477491.0,72000.0,20380271973.0,37956431566.0,49489582408.0,,81518200000.0,13.5
1,2020/4/0/0,2376675331,36111048530,43444426859,43222110105.0,72000.0,19054614677.0,28656436829.0,42949749388.0,,81518200000.0,12.5
2,2020/3/0/0,2046355580,29605489394,35773305284,34568651862.0,72000.0,18673862135.0,28436302871.0,37273792884.0,81518200000.0,81518200000.0,12.0
3,2020/2/0/0,1980893560,31365779300,37281703455,37835977992.0,72000.0,20226245186.0,25373556969.0,37200003718.0,,81518200000.0,14.4
4,2020/1/0/0,2415625815,34161555130,40901338373,32976207216.0,72000.0,28118318388.0,27925289066.0,46253911619.0,,81518200000.0,15.5
5,2019/4/0/0,2217023892,39747490547,47675689203,22184813628.0,72000.0,33538547548.0,28966918147.0,46012755007.0,,81518200000.0,13.0
6,2019/3/0/0,2089681389,34414416740,41268319959,,,,,,,81518200000.0,13.5
7,2019/2/0/0,2192448915,35887304186,42587350672,10582253134.0,72000.0,31407511043.0,36909521838.0,43637781613.0,,81518200000.0,13.55
8,2019/1/0/0,1304063668,30510273186,35406863389,13714207798.0,72000.0,29262622069.0,37807865091.0,42189651984.0,,81518200000.0,12.4
9,2018/4/0/0,1150093284,36085465944,40965367405,11827042658.0,1156974759.0,33101902259.0,46273043280.0,56533075281.0,,81518200000.0,11.2
10,2018/3/0/0,1019233483,30584368909,35124559426,12715316181.0,1145233357.0,31241896911.0,41633728192.0,52546944863.0,,81518200000.0,9.09
11,2018/2/0/0,1678164060,29196324236,34601298001,11026509840.0,1145233357.0,34318425147.0,37283627608.0,52774393848.0,,81518200000.0,10.45
12,2018/1/0/0,1120648204,28272633915,32800280788,7972946262.0,1133242139.0,34840166929.0,33195161398.0,42447446796.0,,81518200000.0,10.5
13,2017/4/0/0,1260486772,28767671556,33905207986,7912221892.0,1133242139.0,35381292035.0,26353991987.0,37553498770.0,,81518200000.0,10.45
14,2017/3/0/0,1323579377,24182229554,28561579985,6982044080.0,1134241407.0,34354006176.0,27530786013.0,36867448414.0,,81518200000.0,12.0
15,2017/2/0/0,1533493925,27127252159,31862625764,8182414746.0,1134241407.0,33868579447.0,29804637986.0,41063053950.0,,81518200000.0,10.65
16,2017/1/0/0,878944957,23929203632,28022441128,10022540299.0,1136239943.0,35006612954.0,30454675599.0,40751056679.0,,81518200000.0,11.0
17,2016/4/0/0,2144016438,26441782120,31991837288,7914003867.0,1136239943.0,33356946213.0,26450337642.0,31400056691.0,,81518200000.0,7.49
18,2016/3/0/0,1520315976,23964780097,28463319690,7847911164.0,1111594500.0,30146429979.0,24554890749.0,28963562387.0,,81518200000.0,10.0
19,2016/2/0/0,2483340294,29874399945,35851669021,6723581178.0,1120576500.0,42315583297.0,21791064242.0,37503666485.0,,81518200000.0,8.8
20,2016/1/0/0,1845753107,24380976876,29867899011,6144488315.0,1120576500.0,34999194026.0,21100030505.0,29034083950.0,,81518200000.0,9.8
21,2015/4/0/0,1636311860,28943593169,34442041733,9194040524.0,1078411000.0,37984403702.0,15087462450.0,27772457285.0,,81518200000.0,7.0
22,2015/3/0/0,1487917604,24914484567,29906124122,9395002337.0,72000.0,39685611263.0,19541020708.0,34395930355.0,,81518200000.0,6.3
23,2015/2/0/0,1569206618,25791747922,30531726514,10842360753.0,72000.0,36634026150.0,16915656540.0,32031604967.0,,81518200000.0,9.5
24,2015/1/0/0,1209000000,24402223532,28070687005,7120371633.0,72000.0,33897574810.0,19846375416.0,29097640748.0,,81518200000.0,8.0
25,2014/4/0/0,1961653383,25678274980,29772169617,4689950009.0,72000.0,34862708511.0,18209870387.0,28438237279.0,0.0,81518200000.0,11.2
26,2014/3/0/0,448021991,24602741137,26713624185,2298703431.0,72000.0,32250600201.0,16139365288.0,24691286580.0,0.0,81518200000.0,11.0
27,2014/2/0/0,1376736152,26950517930,30028320028,3372107677.0,72000.0,30386670647.0,15373353824.0,23314825740.0,0.0,81518200000.0,6.3
28,2014/1/0/0,405930689,19268420429,20931328411,2158642039.0,72000.0,27006065807.0,12773877295.0,18713220883.0,0.0,81518200000.0,6.5
29,2013/4/0/0,586594602,25054614850,26310859139,1500720753.0,72000.0,27735326264.0,12812718902.0,17654751836.0,0.0,81518200000.0,7.2
30,2013/3/0/0,259205685,21370365926,23482080064,3778452035.0,72000.0,23502248339.0,13725565780.0,18363148574.0,0.0,81518200000.0,5.7
31,2013/2/0/0,164322481,24377465539,25333335813,4156168868.0,72000.0,24600154701.0,12908259654.0,21058264309.0,0.0,81518200000.0,7.4
32,2013/1/0/0,11244994,17516037069,18071334780,2681352673.0,72000.0,20428028060.0,10340846896.0,14095865902.0,0.0,81518200000.0,6.2
33,2012/4/0/0,-2597379624,15891319812,15870676614,3714645536.0,72000.0,15244791070.0,11899040971.0,8770534200.0,0.0,81518200000.0,5.9
34,2012/3/0/0,-1025034316,10598638776,11074346769,3832119777.0,72000.0,18847139178.0,13871487279.0,11949028936.0,0.0,81518200000.0,5.9
35,2012/2/0/0,155233572,23585512283,24759918038,3666369286.0,72000.0,20602220303.0,14768819359.0,15221185438.0,0.0,81518200000.0,8.2
36,2012/1/0/0,3079874,11566415992,12149156418,2979406109.0,72000.0,22134321931.0,13250811311.0,8446424620.0,0.0,81518200000.0,7.2
37,2011/4/0/0,-1134194466,17453119803,17558720467,3804644513.0,72000.0,18196823208.0,12512726115.0,4717382347.0,0.0,81518200000.0,7.1
38,2011/3/0/0,-226754464,15290759488,16577690097,7248969641.0,72000.0,21781429321.0,15043069818.0,9985646313.0,0.0,81518200000.0,5.9
39,2011/2/0/0,462628701,59603635945,64623442134,10079843579.0,72000.0,34104532843.0,17495377256.0,27851681949.0,0.0,81518200000.0,6.1
40,2011/1/0/0,636061478,30339497791,32700803694,8382574422.0,72000.0,32780836441.0,17050450074.0,29568733428.0,0.0,81518200000.0,8.5
41,2010/4/0/0,-82622018,39970695208,42187859921,5286655091.0,72000.0,33880739652.0,10041737158.0,14718767412.0,0.0,81518200000.0,9.2
42,2010/3/0/0,498062872,30485656085,32768460437,6762048689.0,72000.0,30695427850.0,12708467629.0,14612018879.0,0.0,81518200000.0,9.4
43,2010/2/0/0,102217077,33272616020,34872361193,5396284084.0,72000.0,32047193442.0,12958004875.0,9200640199.0,0.0,81518200000.0,13.4
44,2010/1/0/0,800952037,27151581152,28982391840,19114970466.0,72000.0,28165657726.0,9991330203.0,9484843363.0,0.0,81518200000.0,13.8
45,2009/4/0/0,94391783,17568752878,18727106859,32137604097.0,72000.0,15241881472.0,12820303615.0,9876047500.0,0.0,81518200000.0,10.6
46,2009/3/0/0,817538676,18027595567,19358126454,19682664473.0,507579000.0,11803350569.0,15640941392.0,5026009303.0,0.0,52000000000.0,12.9
47,2009/2/0/0,292719372,16025345774,16792261136,25076265008.0,1682156000.0,13238755474.0,16873964520.0,5151245066.0,0.0,52000000000.0,14.5
48,2009/1/0/0,208669759,16299512701,16960543643,28305869195.0,1369172000.0,18320285439.0,14494857998.0,6543374996.0,0.0,52000000000.0,10.0
49,2008/4/0/0,1921640205,26018605508,30301988016,3280428253.0,16017426000.0,30671978941.0,11837320900.0,5384764046.0,0.0,52000000000.0,9.5
50,2008/3/0/0,366400684,17120404673,18442415215,14155632806.0,1624575000.0,17407397031.0,24619685968.0,5119009487.0,0.0,52000000000.0,12.0
51,2008/2/0/0,1789422757,44314712034,48045560708,14033648684.0,13150560000.0,43617159644.0,19490280001.0,17466652771.0,0.0,52000000000.0,13.5
52,2008/1/0/0,1664977731,12958049664,15500424663,3938686905.0,64050560000.0,13877111802.0,6515454176.0,2626136889.0,0.0,52000000000.0,17.2
