Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,676567714.0,6189336225.0,9697032092.0,41165130577.0,121383535460.0,4309020328.0,777701375.0,23425148424.0,0.0,120830090000.0,43.65
1,2020/4/0/0,17193315456.0,-5423116252.0,12849323635.0,37749998604.0,160183535460.0,8264805751.0,590583121.0,13172335098.0,,120830090000.0,47.0
2,2020/3/0/0,22552567152.0,9194000882.0,36023220879.0,33473267304.0,170283535460.0,12911709068.0,325066585.0,36214780363.0,,120830090000.0,44.95
3,2020/2/0/0,-4312225334.0,16711894189.0,12462600915.0,32126524897.0,147583535460.0,7789156180.0,406193029.0,30347816657.0,,120830090000.0,42.2
4,2020/1/0/0,4434450291.0,12727686701.0,22929639062.0,15610305829.0,156100000000.0,6667121435.0,712608068.0,27485674008.0,,120830090000.0,44.5
5,2019/4/0/0,5264646707.0,19293995819.0,23564139904.0,94718181049.0,162100000000.0,11168810160.0,745000740.0,27842069065.0,,120830090000.0,54.9
6,2019/3/0/0,,,,36067315179.0,219298702700.0,3905597563.0,542042971.0,29709538917.0,,120830090000.0,59.6
7,2019/2/0/0,42374598632.0,25188820281.0,84968574701.0,16653929139.0,226498702700.0,4342875249.0,885547482.0,40164283304.0,120830090000.0,120830090000.0,57.1
8,2019/1/0/0,19669237948.0,20850889905.0,52735072937.0,25332727108.0,165998702700.0,,770605368.0,31076663601.0,,120830090000.0,59.3
9,2018/4/0/0,9294608671.0,16260830594.0,26036092421.0,124976960067.0,121498702700.0,12380024350.0,834992568.0,18116288930.0,120830090000.0,120830090000.0,61.5
10,2018/3/0/0,27794978818.0,19964023399.0,62630300217.0,49616889120.0,123598702700.0,2900812281.0,682270795.0,22166187149.0,120830090000.0,120830090000.0,60.3
11,2018/2/0/0,38546061028.0,22160842323.0,77890440587.0,51956962157.0,102598702700.0,2631415941.0,880340850.0,28911545722.0,,120830090000.0,54.0
12,2018/1/0/0,20125945634.0,17422079339.0,50043939840.0,35685574335.0,82498702700.0,4160525946.0,879671293.0,16154133353.0,,120830090000.0,57.6
13,2017/4/0/0,10903329597.0,12948070164.0,23943493065.0,103571711406.0,84498702700.0,4660057958.0,843178824.0,10911967545.0,120830090000.0,120830090000.0,57.1
14,2017/3/0/0,23958719292.0,17154548167.0,54687166819.0,38240942084.0,188598702700.0,789544242.0,621356638.0,15095330894.0,,120830090000.0,56.0
15,2017/2/0/0,34426913313.0,19752557255.0,67579055446.0,3647474070.0,203598702700.0,1768771415.0,769210698.0,21717719127.0,,120830090000.0,53.9
16,2017/1/0/0,19757610976.0,18245894724.0,50025031444.0,37968026229.0,121998702700.0,5112388313.0,3939332846.0,12467002510.0,,120830090000.0,57.0
17,2016/4/0/0,3623171581.0,12751211187.0,21093676433.0,50061520838.0,154298702700.0,6527508862.0,4386323766.0,6770947090.0,120830090000.0,120830090000.0,64.0
18,2016/3/0/0,20392081873.0,17011806481.0,49636632156.0,25504509388.0,178345292500.0,2164916442.0,650909114.0,12477864476.0,,120830090000.0,64.3
19,2016/2/0/0,33446162634.0,19802862032.0,64474580780.0,44226159567.0,145145292500.0,3452239288.0,785911184.0,20673911887.0,120830090000.0,120830090000.0,65.0
20,2016/1/0/0,18931312846.0,17211851542.0,47786655084.0,100189294264.0,60545292500.0,1769214899.0,775382242.0,14369836374.0,,120830090000.0,62.5
21,2015/4/0/0,5333023654.0,12533024342.0,23583943350.0,135793191968.0,50045292500.0,2808056197.0,979377695.0,8810642761.0,,84500000000.0,79.5
22,2015/3/0/0,19316841968.0,15211467694.0,45481228251.0,90550023465.0,91945292500.0,4208015768.0,556182306.0,13184140888.0,,84500000000.0,71.0
23,2015/2/0/0,29595531659.0,19132735657.0,62428225899.0,126270608651.0,45545292500.0,2213359994.0,621655816.0,20821373656.0,,84500000000.0,62.5
24,2015/1/0/0,16246674122.0,14983490035.0,40283952051.0,149033589262.0,9045292500.0,1588135446.0,614802396.0,12718744758.0,,,62.5
25,2014/4/0/0,7310278956.0,13597591358.0,24819004212.0,152968717845.0,9045292500.0,2990849469.0,719915936.0,10568269627.0,0.0,84500000000.0,60.5
26,2014/3/0/0,17906904975.0,15354308531.0,43902397782.0,129359635252.0,45845292500.0,1314232882.0,474747082.0,12911027578.0,0.0,84500000000.0,63.5
27,2014/2/0/0,25201448832.0,17051455847.0,53349144496.0,117060559669.0,44145292500.0,2171108942.0,697214304.0,18830142568.0,0.0,84500000000.0,59.5
28,2014/1/0/0,17859556990.0,15694236665.0,42185693094.0,86228144644.0,45045292500.0,2016144989.0,584697101.0,14920905946.0,0.0,84500000000.0,54.0
29,2013/4/0/0,4806642067.0,13961109018.0,24096016444.0,131638253374.0,20545292500.0,1274309056.0,1098548116.0,11404845339.0,0.0,84500000000.0,62.5
30,2013/3/0/0,16301497400.0,15170354004.0,41337567252.0,138597746402.0,,477292569.0,552341764.0,14476461861.0,0.0,84500000000.0,58.0
31,2013/2/0/0,26276535581.0,19337711447.0,57039570523.0,145182375042.0,,1718544288.0,613710890.0,20731578963.0,0.0,84500000000.0,64.5
32,2013/1/0/0,19791970312.0,18630921892.0,48468232893.0,115658397628.0,,1076968415.0,697846402.0,16791515691.0,0.0,84500000000.0,56.5
33,2012/4/0/0,8562424863.0,13590789088.0,23703455701.0,145136573554.0,,1419449570.0,587735925.0,12025863823.0,0.0,84500000000.0,41.9
34,2012/3/0/0,17491875754.0,15700269730.0,40184066743.0,88515252701.0,,744628959.0,549921312.0,12719097666.0,0.0,84500000000.0,36.0
35,2012/2/0/0,22357187610.0,19332437963.0,50035644824.0,73831841660.0,,1966465374.0,577132761.0,18080702364.0,0.0,84500000000.0,34.0
36,2012/1/0/0,16552419754.0,15625321510.0,43200641344.0,47621713368.0,,1015903105.0,515045233.0,13320958133.0,0.0,84500000000.0,33.7
37,2011/4/0/0,10190836897.0,11938568651.0,20308120444.0,70995213267.0,,1301210072.0,584691336.0,8787122431.0,0.0,84500000000.0,25.1
38,2011/3/0/0,14127166788.0,13553354023.0,35769133066.0,57404779931.0,,4050581625.0,346584081.0,9348380667.0,0.0,84500000000.0,25.0
39,2011/2/0/0,32749509397.0,29391547031.0,78726195474.0,43866435870.0,,4764362613.0,455162199.0,13839891938.0,0.0,84500000000.0,21.1
40,2011/1/0/0,13317422484.0,13997091398.0,34040791681.0,28013700855.0,,4434307555.0,514456106.0,6017384920.0,0.0,84500000000.0,21.2
41,2010/4/0/0,3712062105.0,11074516821.0,16114740885.0,21330040281.0,2417700000.0,4722529500.0,610060576.0,12278142458.0,0.0,84500000000.0,24.2
42,2010/3/0/0,8167489957.0,11059549230.0,25291918007.0,18499415049.0,66417700000.0,3892189498.0,263243545.0,10523599948.0,0.0,84500000000.0,25.9
43,2010/2/0/0,14354211545.0,13470042488.0,34771944404.0,77328815622.0,2417700000.0,3957513208.0,388345270.0,12942938617.0,0.0,84500000000.0,
44,2010/1/0/0,11066557572.0,13489260200.0,31582961068.0,,,,,,0.0,,
