Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,48077875402,649414382656,963548414007,426464153446.0,676209912929.0,4927263632377.0,5305954467477.0,9287950233046.0,2831681520000.0,2831681520000.0,20.3
1,2020/4/0/0,77453632524,2066603927602,2430384472159,439000985694.0,692110345806.0,4994063932530.0,4778732837263.0,8087278204529.0,2831681520000.0,2831681520000.0,20.9
2,2020/3/0/0,81200404554,1484088814467,1821063500483,542431842413.0,725151951215.0,4430231821069.0,5403267669899.0,9241815671644.0,2831681520000.0,2831681520000.0,16.65
3,2020/2/0/0,116356989701,392988277043,651882190240,736609746939.0,777451951215.0,3575608778704.0,6255488392623.0,10888682478011.0,2831681520000.0,2831681520000.0,17.35
4,2020/1/0/0,274827119848,288180891239,472021728591,1932202532613.0,743948434358.0,3763462465028.0,6066608838137.0,10776289410099.0,2831681520000.0,2831681520000.0,19.4
5,2019/4/0/0,309982947755,222027066898,347664563480,597807279885.0,175622394358.0,6228800908817.0,5738016382224.0,12431755881031.0,2831681520000.0,2831681520000.0,23.95
6,2019/3/0/0,494912544702,306286820114,444208765117,,,,,,,2831681520000.0,24.0
7,2019/2/0/0,252414794305,307469865983,452492422314,390940050075.0,196363997682.0,5036024653842.0,4322673155709.0,8365317959386.0,2831681520000.0,2831681520000.0,21.5
8,2019/1/0/0,39733434457,403257077295,572849978143,351357176806.0,165471555302.0,3986313581034.0,982978141828.0,6077949143221.0,2830432730000.0,2830432730000.0,23.5
9,2018/4/0/0,25127075631,324352170930,497566009950,489532632741.0,317167988332.0,4309584500849.0,928738799391.0,6179853177317.0,,2830432730000.0,23.8
10,2018/3/0/0,57282860065,404217017541,622043901730,1206967556239.0,394735837109.0,4377201195999.0,1116739492401.0,5773051940840.0,2800432730000.0,2800432730000.0,25.4
11,2018/2/0/0,75501165098,702765046002,918873791831,1427513970001.0,360879691289.0,4057105203139.0,1291372869006.0,5047053481848.0,2800432730000.0,2800432730000.0,26.35
12,2018/1/0/0,51469269337,514685660876,680483298228,1478687327853.0,368190532957.0,3301595829339.0,943803229871.0,3794110989018.0,2798064150000.0,2798064150000.0,31.3
13,2017/4/0/0,60857484139,481130314048,624451137560,1405808955199.0,289432292010.0,2511018021564.0,870207903222.0,4070904191041.0,2798064150000.0,2798064150000.0,34.45
14,2017/3/0/0,-37963681288,286370391351,408262656676,1319183332438.0,288894572650.0,2491024420737.0,833768931844.0,3215830692685.0,2798064150000.0,2798064150000.0,31.4
15,2017/2/0/0,375122602010,761592014074,867416753227,1416670056234.0,215483161565.0,2339941579920.0,689796030689.0,3136954678207.0,2798064150000.0,2798064150000.0,33.5
16,2017/1/0/0,1222310392289,98828681649,139987922146,1887621079406.0,220173701442.0,2000800417792.0,158354285750.0,2435290278305.0,2748282370000.0,2748282370000.0,38.8
17,2016/4/0/0,93795690108,298743487136,379295943323,744284929972.0,15781111111.0,1907444424929.0,111346327297.0,1941631997348.0,2748282370000.0,2748282370000.0,30.95
18,2016/3/0/0,691941062605,197879641730,329060174277,497528442790.0,151548146760.0,2370060376569.0,453806979402.0,1866938765182.0,2738346370000.0,2738346370000.0,28.5
19,2016/2/0/0,181625828240,187285453877,284668168981,2342737217539.0,145406041872.0,1974442781358.0,674115897758.0,2163625339230.0,2738282370000.0,2738282370000.0,25.4
20,2016/1/0/0,46530960719,134551912373,224043332534,1756510137398.0,153504930761.0,1342008526768.0,780518581912.0,1570069841876.0,2601544070000.0,2601544070000.0,25.0
21,2015/4/0/0,-30640964656,243029553351,420919202260,882199381135.0,1195977090626.0,1534628881794.0,747297450948.0,1672764141168.0,2280640380000.0,2280640380000.0,22.7
22,2015/3/0/0,235973814536,262137314536,577737553615,1089815530344.0,418130936823.0,2018338966093.0,661675568205.0,1981301800721.0,2270576380000.0,2270576380000.0,22.4
23,2015/2/0/0,382294783199,116842965928,317046415715,888282006346.0,242472320866.0,1686348164291.0,532582314869.0,1658670397147.0,2026095380000.0,2026095380000.0,26.8
