Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,215620832070,4637968601087,5069887133578,376617229619.0,651180016298.0,2318943349968.0,2854764654917.0,6079146646268.0,609946910000.0,609946910000.0,32.55
1,2020/4/0/0,154231127429,4153697708760,4478211007888,1183353090185.0,557363131616.0,1716825128082.0,1805187567882.0,5083592569015.0,609946910000.0,609946910000.0,20.95
2,2020/3/0/0,99966994995,3913641960600,4131898571603,836758548333.0,400002145315.0,1763681354787.0,1233763831554.0,4102525947463.0,609946910000.0,609946910000.0,12.4
3,2020/2/0/0,39366094385,3542151687153,3632926610088,726631739745.0,301254200110.0,1777133919810.0,1310046414067.0,4118166946793.0,609946910000.0,609946910000.0,9.95
4,2020/1/0/0,14479692844,3277344752827,3447622412733,677571571691.0,287554200110.0,1643697386696.0,1254777597656.0,3989303820089.0,609946910000.0,609946910000.0,10.9
5,2019/4/0/0,-5774489410,3862044235202,3943358291369,596391443759.0,274460000000.0,1464065884621.0,1209247547136.0,3704190522886.0,610420410000.0,610420410000.0,11.4
6,2019/3/0/0,35270633822,4146589275823,4238974218966,,,,,,,610227910000.0,11.0
7,2019/2/0/0,44630393473,4328668794699,4515514225176,239992536095.0,277200000000.0,1788931216181.0,1692929786794.0,4128747567669.0,549983600000.0,549983600000.0,13.0
8,2019/1/0/0,35593365933,4009569058338,4153978194111,298939757953.0,256690000000.0,1952280914207.0,1619206616195.0,4298769416473.0,549983600000.0,549983600000.0,16.2
9,2018/4/0/0,-43172086218,4138945894830,4231548992178,190346116691.0,238500000000.0,1632933914293.0,1406565843974.0,3689805438886.0,549983600000.0,549983600000.0,15.9
10,2018/3/0/0,54067014856,4108531327643,4248162760765,396523271215.0,148500000000.0,1723510376780.0,1570761706272.0,3881673097230.0,549983600000.0,549983600000.0,16.8
11,2018/2/0/0,87187924396,4635191206387,4892436473638,376973394484.0,61504996329.0,1837180081650.0,1959959102051.0,4251163171604.0,420059610000.0,420059610000.0,17.8
12,2018/1/0/0,74040341987,3092343204689,3263134534674,281344915763.0,79578284000.0,1676270886873.0,1765889165218.0,3727070815176.0,420059610000.0,420059610000.0,27.2
13,2017/4/0/0,58242010199,3428087478337,3595799063023,391426274862.0,100300089528.0,1659256136553.0,1671880236536.0,3766026630545.0,420059610000.0,420059610000.0,26.8
14,2017/3/0/0,62475862260,3061475836541,3253649768904,213273127139.0,671935657139.0,1455720710205.0,1687026422092.0,3892529207485.0,420059610000.0,420059610000.0,23.3
15,2017/2/0/0,46706669694,2866430294673,2983197157075,213810856306.0,758059469489.0,1533802221181.0,1170676143072.0,3517030701578.0,420059610000.0,420059610000.0,21.5
16,2017/1/0/0,109750916316,2597610582554,2821485999678,259191512261.0,728186810121.0,1442859942515.0,1483498506667.0,3855863683477.0,295183610000.0,295183610000.0,21.4
17,2016/4/0/0,136776847344,4721274406865,5068559609498,265899958236.0,778945441677.0,1475728604045.0,1437003319778.0,3965336003881.0,295183610000.0,295183610000.0,24.25
18,2016/3/0/0,57273810674,2040523333733,2181410482170,231280629721.0,937313704189.0,1162644583266.0,939808947703.0,3273538526246.0,295183610000.0,295183610000.0,21.2
19,2016/2/0/0,174086580785,2147052132993,2381998605409,131027078168.0,892953262841.0,1074183773016.0,899823485947.0,3056673653095.0,295183610000.0,295183610000.0,13.6
20,2016/1/0/0,58944033235,1856855978239,1989624706236,122898372836.0,690536118838.0,923619135082.0,739846211349.0,2724614421250.0,295183610000.0,295183610000.0,11.1
21,2015/4/0/0,5226939266,1982957019368,2048211717835,237469907914.0,609610548838.0,841525038731.0,490692919939.0,2523922825016.0,295183610000.0,295183610000.0,7.3
22,2015/3/0/0,1861114464,2479161312132,2569551943527,187820535640.0,674070977333.0,975449292324.0,683089334515.0,2789154725644.0,,,6.7
23,2015/2/0/0,-140347966303,2946516249610,2917593835402,424651148008.0,634769894000.0,1087843598275.0,1035771055458.0,3416830948347.0,,,6.8
24,2015/1/0/0,-40752421274,2488765588912,2506002017900,437057959591.0,437748729889.0,1136283569750.0,1494371871727.0,3586853714601.0,,,8.0
25,2014/4/0/0,6295278645,2821005558544,2910014040731,428542581066.0,646895045167.0,1207460272678.0,1166850226520.0,3411334214612.0,0.0,295183610000.0,10.0
26,2014/3/0/0,18053900782,2549681418108,2641783193575,459985537767.0,553510981000.0,1477836924957.0,897540499358.0,3232452359031.0,0.0,295183610000.0,10.8
27,2014/2/0/0,8176092990,2997328534596,3077357343676,732578153785.0,143010981000.0,1221252663393.0,602570126082.0,2560290243103.0,0.0,295183610000.0,9.3
28,2014/1/0/0,1019854678,2217353536987,2282295237140,367356797184.0,30766071260.0,1126126089997.0,844738477101.0,2259263851443.0,0.0,295183610000.0,10.3
29,2013/4/0/0,4098282833,2192834902630,2261831675534,302957529361.0,37742057370.0,934735322039.0,1157610086444.0,2346385371219.0,0.0,295183610000.0,12.0
30,2013/3/0/0,5033690453,2338284033796,2416609673918,165527535006.0,27892919366.0,1118437108735.0,1222863379326.0,2378727380525.0,0.0,295183610000.0,12.5
31,2013/2/0/0,-27258012636,2430081939607,2462307808356,234474191332.0,17263707220.0,1268167477188.0,1017893185164.0,2384223894824.0,0.0,295183610000.0,12.6
32,2013/1/0/0,45166523048,2408548343132,2510032656466,91792983655.0,18614447338.0,1263962461404.0,888213234374.0,2054892754654.0,0.0,295183610000.0,14.5
33,2012/4/0/0,18403493505,2132778168102,2201944273645,196944264591.0,7683098000.0,1090328976169.0,372594568830.0,1400568819649.0,0.0,295183610000.0,12.8
