Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,150148336398.0,2451211152281.0,2781692607067.0,603291123780.0,1334878831231.0,3875375839905.0,3028481483338.0,6640837670758.0,2588678490000.0,2588678490000.0,13.55
1,2020/4/0/0,143364132463.0,3287210392593.0,3660448308844.0,781486471417.0,1172783636414.0,3176963793150.0,3043665023354.0,6522053338394.0,2588678490000.0,2588678490000.0,14.9
2,2020/3/0/0,118457888302.0,2533270015681.0,2825871402175.0,771957779906.0,549142853560.0,3984059646849.0,3526625173170.0,6509496079763.0,2588678490000.0,2588678490000.0,9.06
3,2020/2/0/0,161277781231.0,2528907278436.0,2893585945630.0,579357851787.0,441646636414.0,3459392374719.0,3459705280329.0,6566580396032.0,2588678490000.0,2588678490000.0,5.42
4,2020/1/0/0,151200932328.0,2855669421502.0,3185761982992.0,380755001509.0,507432463593.0,3675741234370.0,3186252733940.0,6178455117310.0,2588678490000.0,2588678490000.0,5.0
5,2019/4/0/0,214900801328.0,3457284398503.0,3769374153825.0,823039812502.0,658110346447.0,3059488585796.0,2891318947408.0,6605761042765.0,2588678490000.0,2588678490000.0,5.86
6,2019/3/0/0,177664117571.0,2996640008501.0,3331546541567.0,579834050318.0,927004693593.0,3505664763286.0,2766276162972.0,7789923233328.0,2588728490000.0,2588728490000.0,6.53
7,2019/2/0/0,119878729300.0,3338517214899.0,3645607656315.0,694571697924.0,928537166414.0,3104364851959.0,2617300142473.0,7718774945412.0,2588728490000.0,2588728490000.0,6.34
8,2019/1/0/0,312749531077.0,3067683965294.0,3485274810161.0,439063869297.0,891897953560.0,3628417137178.0,2624532594722.0,5908840699707.0,2419338530000.0,2419338530000.0,7.41
9,2018/4/0/0,45161594272.0,3436818014710.0,3757274787216.0,502270779066.0,962316316914.0,3103381117366.0,2330488295132.0,5086024855160.0,2419338530000.0,2419338530000.0,8.5
10,2018/3/0/0,184626144495.0,2137832999219.0,2431717911852.0,837243659965.0,670354853560.0,2874770433215.0,2134458111360.0,4129960695916.0,2419338530000.0,2419338530000.0,10.85
11,2018/2/0/0,370097564732.0,1705032970747.0,2072334143477.0,570646862029.0,846369446800.0,3112355440095.0,1942694141983.0,4191595059398.0,2419338530000.0,2419338530000.0,12.8
12,2018/1/0/0,493902766732.0,534269434380.0,644978759510.0,589723317887.0,685319446800.0,3962264886823.0,1761875541628.0,5196281604837.0,2419338530000.0,2419338530000.0,15.05
13,2017/4/0/0,50181266094.0,856231339333.0,983473114716.0,253200039001.0,249039724107.0,1791981286330.0,1391457832915.0,2136029035442.0,2419338530000.0,2419338530000.0,9.49
14,2017/3/0/0,72567923845.0,429100727371.0,486847696401.0,259694152899.0,307639724107.0,1820259291365.0,1335744783749.0,2220472706338.0,2419332750000.0,2419332750000.0,10.5
15,2017/2/0/0,31645349012.0,574242176654.0,665962065210.0,273595236689.0,307639724107.0,1763828318138.0,1250723778581.0,1989451159760.0,2199398670000.0,2199398670000.0,13.1
16,2017/1/0/0,15801351230.0,282287332020.0,318045518684.0,220913902148.0,307939724107.0,1555942693825.0,1382094931055.0,1845630200235.0,2199398670000.0,2199398670000.0,15.35
