Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,3988500623,73674170077,86864805895,10897318229,56000000000.0,79060000226,108565314483.0,134246692981,150713370000.0,150713370000.0,30.05
1,2020/4/0/0,6317955150,95933098427,111435258536,54916668159,71000000000.0,82091226255,110848832645.0,158876170069,,150713370000.0,28.2
2,2020/3/0/0,4114629404,73978922318,86343081415,18953957062,105000000000.0,89407301361,114735051208.0,176683487203,150713370000.0,150713370000.0,28.45
3,2020/2/0/0,6153858977,54170297469,64870480701,45568003307,79000000000.0,2371321027,102955014909.0,136518724578,150713370000.0,150713370000.0,14.8
4,2020/1/0/0,2782356203,419793054807,426668083508,35525807342,58000000000.0,439346870059,93989427967.0,497097455899,150713370000.0,150713370000.0,14.4
5,2019/4/0/0,2506241554,86274297252,99526161880,44691062213,43000000000.0,64590886882,77857598249.0,100511285690,150713370000.0,150713370000.0,13.85
6,2019/3/0/0,-309447074,58654454467,60357807205,10149011987,30000000000.0,47119541554,97338830249.0,62711506682,150713370000.0,150713370000.0,16.0
7,2019/2/0/0,1795605510,49313533388,59079374209,37221218634,,42293830056,86787210195.0,50517944365,150713370000.0,150713370000.0,20.35
8,2019/1/0/0,-3166683229,49051874056,52290979290,20269940655,,52974620349,91123933044.0,39353149683,150713370000.0,150713370000.0,25.95
9,2018/4/0/0,11551444044,78911530764,103676127939,15408400674,,63002782718,103343645874.0,56526935287,150713370000.0,150713370000.0,22.5
10,2018/3/0/0,1826898986,67694239749,77553289635,17627412487,,49262382259,113330653707.0,70617450685,150713370000.0,150713370000.0,23.6
11,2018/2/0/0,5621785917,64477306753,82686836005,18705564273,,55400999415,121198640561.0,80833263255,150713370000.0,150713370000.0,26.2
12,2018/1/0/0,3120157394,70273468226,81536005416,17644899538,,60941074551,105911849711.0,64815214168,150713370000.0,150713370000.0,29.5
13,2017/4/0/0,7756513232,88070405262,108590504368,15948308376,,73335662199,121328795895.0,98383149058,150713370000.0,150713370000.0,26.7
14,2017/3/0/0,5095397759,68294592630,82222421137,6704351867,,52541759019,119061236571.0,75359223697,150713370000.0,150713370000.0,24.65
15,2017/2/0/0,3291234968,72901291353,89960253955,21820397074,,49857956744,,95119917294,150713370000.0,150713370000.0,26.9
16,2017/1/0/0,8160962532,64380464995,81068695602,26727994490,,55931041361,110409102288.0,75331419956,150713370000.0,150713370000.0,25.0
