Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,5507368171,75062331847,87658375102,7121004297,37700132000,301897362989,82477449403,85233778622,556266210000.0,556266210000.0,
1,2020/4/0/0,20617241528,81427784885,93126702109,55373351955,37700125600,253825144217,79675897811,90603845419,,556266210000.0,
2,2020/3/0/0,4676424370,74180734226,83842682957,9162666959,38700106000,280989482891,81968366854,117309275107,556266210000.0,556266210000.0,
3,2020/2/0/0,6645686782,58281483871,66216947469,4004244646,50440115200,283110938529,91478508661,125859245628,556266210000.0,556266210000.0,
4,2020/1/0/0,3789210225,79148517922,91321159490,2364639191,42700091200,297974586264,95538522001,137872504539,556266210000.0,556266210000.0,
5,2019/4/0/0,80650644,61726402043,72315727696,8720997308,44700112000,253468884358,107845199040,122306943235,556266210000.0,556266210000.0,
6,2019/3/0/0,13235559404,74330290212,87565849616,9534830621,35700112400,258067620049,105574622377,146190179067,,556266210000.0,
7,2019/2/0/0,8130337454,91817564433,112129794398,3974988020,29700090400,265658471545,110667530148,156351208025,556266210000.0,556266210000.0,
8,2019/1/0/0,8270965252,84084636998,104961254900,5197104267,24700099600,277245726363,94129856936,120667922322,545281754069.0,556266210000.0,
9,2018/4/0/0,9950362524,97827796409,123338408080,5099011151,22700085600,274682285835,84612130023,116657922811,556266210000.0,556266210000.0,
10,2018/3/0/0,7040110784,91899025264,111758815220,5996567632,16900082000,278579046939,77918119486,112877366058,545281754069.0,556266210000.0,
11,2018/2/0/0,9406882755,104510330849,125844404641,6612073204,16900091600,385725918513,67791352350,120693706575,545281754069.0,556266210000.0,
12,2018/1/0/0,7658968729,96118858306,115186911025,7239482699,16900098800,366743887308,81810707856,125023393022,545281754069.0,556266210000.0,
13,2017/4/0/0,4988656083,83484184682,98662549875,105482294460,15900088000,261360515878,80120301627,116935821111,556266210000.0,556266210000.0,
14,2017/3/0/0,1960132663,79573377434,91763847941,4487979333,15900089200,254290141524,70761184698,120410882655,556266210000.0,556266210000.0,
15,2017/2/0/0,4727332128,80973348362,93596176571,7610449945,16778081600,249859061593,69191636614,123366348111,556266210000.0,556266210000.0,
16,2017/1/0/0,1969498471,84405261223,96930695506,3263303772,46732653751,252089888757,70503754566,185430975156,556266210000.0,556266210000.0,
17,2016/4/0/0,-3783875921,84153067306,105684678126,6289903640,46732649351,388100757390,81609260164,190174768002,556266210000.0,556266210000.0,
18,2016/3/0/0,3734469084,84006928519,102951052397,8792358181,46732712551,282534926202,77557508178,216292113974,515202360000.0,515202360000.0,
19,2016/2/0/0,11005018502,97052058236,112583055976,7283219103,71732716551,264701935574,79012198612,211648042704,515202360000.0,515202360000.0,
20,2016/1/0/0,5631681223,81616892220,104777736756,15164360904,114000096000,272107943413,83238487045,251374986615,515202360000.0,515202360000.0,
21,2015/4/0/0,1283799174,92119856559,111245183473,10568389040,114017186400,283249302700,78842086560,259153577984,515202360000.0,515202360000.0,
22,2015/3/0/0,5167711870,80255204549,95668487601,9398225269,160968872583,273497973301,71108455271,271626047987,515202360000.0,515202360000.0,
23,2015/2/0/0,15636050009,97058566120,84953060284,8887734816,152330842473,329246455279,82693776745,297860446334,515202360000.0,515202360000.0,
24,2015/1/0/0,15076326704,65310343139,83765957168,7015174032,62230036973,274651453076,99422516764,290362789539,,,
25,2014/4/0/0,2795887245,74193390953,89598170426,6919062572,96435478655,284867681481,104598514579,378191591233,0.0,322601220000.0,
26,2014/3/0/0,22916070619,89627217842,101763663713,12177873515,337756869900,270339959578,104031692020,622349669885,0.0,322601220000.0,
27,2014/2/0/0,203285495,66673720745,83253755867,13516568939,323333801300,256436697630,120355325824,644926156994,0.0,322601220000.0,
28,2014/1/0/0,2109154700,70394204982,80392769274,18507944838,322341273600,250719900314,109356982538,585204543115,0.0,322601220000.0,
29,2013/4/0/0,-1392352191,87999319031,100021926603,76577858333,332732365400,295022559628,100259840099,594747443616,0.0,322601220000.0,
30,2013/3/0/0,3177351069,79780185264,91584613126,19524195767,60701488400,296780923218,102293859114,225630613937,0.0,280752610000.0,
31,2013/2/0/0,20396786696,67403569257,76858606425,41819727770,69136833600,245448797312,113682340458,225154439763,0.0,280752610000.0,
32,2013/1/0/0,1414760596,69780454357,83890326757,32941481172,55974101817,229802581645,103807010969,219713817873,0.0,280752610000.0,
33,2012/4/0/0,5335603665,82523026545,98678802396,19433087627,46015797717,159752577980,90923593695,174820801692,0.0,280752610000.0,
34,2012/3/0/0,1309758687,69745660500,80521768123,18746289800,15882731417,199258114500,88749093564,138374579368,0.0,280752610000.0,
35,2012/2/0/0,3248871570,90665533689,102575917990,31392430500,10303096117,174625598969,83261207719,131422624727,0.0,280752610000.0,
36,2012/1/0/0,339147150,65141906301,78123764429,17220443385,373700217,185886774540,93241210960,131232108808,0.0,244362290000.0,
37,2011/4/0/0,9020404736,68057845168,84988127583,26279181892,420481517,186551601060,79814712659,125720781484,0.0,244362290000.0,
38,2011/3/0/0,335385312,69628791684,78261563554,24173975190,86204547757,173338202192,62945113306,139537948392,0.0,244362290000.0,
39,2011/2/0/0,1767333539,164195357623,193770367201,17150383098,125499906895,115942017531,64021544425,117811683887,0.0,204992940000.0,
40,2011/1/0/0,1294749823,85763554180,100720477552,41236601044,107507330625,107443518095,55738108741,104127727916,0.0,204992940000.0,
41,2010/4/0/0,-446140852,86943772500,101318273621,26869948963,90079277358,130518048681,59189946059,100960773532,0.0,186516780000.0,
42,2010/3/0/0,3337072330,74684412516,89751955520,25928994209,96851975240,106694586174,63187172808,101655896299,0.0,186516780000.0,
43,2010/2/0/0,45887190802,77585187168,95178895936,32267689182,100133580954,90083214693,73325970047,99446009914,0.0,186516780000.0,
44,2010/1/0/0,4371948848,59364759325,74793940487,27573352380,84715200246,84573786114,72934332918,148344331315,0.0,186516780000.0,
45,2009/4/0/0,10924912905,48029303728,63191617825,38886816425,78388777030,122845071999,64073322223,214377477311,0.0,186516780000.0,
46,2009/3/0/0,14723007235,60354996823,70659462603,17631263552,46423018472,115156527966,66381324452,111896376273,0.0,169718410000.0,
47,2009/2/0/0,24397208454,147272849485,159026429355,32326118248,51987766273,113989256974,65652895463,146285535624,0.0,169718410000.0,
