Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume,Mua
0,2021/1/0/0,1349310691.0,13233569817.0,18032895070.0,93406815681.0,,4017991940.0,90934921987.0,67628023964.0,123926300000.0,123926300000.0,15.3
1,2020/4/0/0,4982081328.0,82056328381.0,108427640199.0,4030454344.0,,65447392480.0,82873849227.0,25211102560.0,123926300000.0,123926300000.0,12.8
2,2020/3/0/0,3604369432.0,30533383734.0,40678554876.0,2377692811.0,25000000000.0,4277555300.0,126811899833.0,42461808638.0,123926300000.0,123926300000.0,10.25
3,2020/2/0/0,3565071929.0,28986659323.0,38589229998.0,14106891841.0,25000000000.0,3927136270.0,115771941910.0,48292325844.0,123926300000.0,123926300000.0,9.8
4,2020/1/0/0,2742535040.0,29629801021.0,38044886119.0,4355219953.0,25000000000.0,5907740490.0,102141260515.0,22000123869.0,123926300000.0,123926300000.0,11.0
5,2019/4/0/0,4608409505.0,29412501583.0,41688196515.0,4109224068.0,30000000000.0,2406510352.0,93681015928.0,17736248918.0,123926300000.0,123926300000.0,11.9
6,2019/3/0/0,3412770549.0,16949179019.0,25027091592.0,5808167607.0,35173260274.0,5485490154.0,90140469869.0,28657439579.0,123926300000.0,123926300000.0,15.0
7,2019/2/0/0,4733186044.0,19176916794.0,30153733046.0,32319492463.0,35173260274.0,1379955674.0,69875924623.0,33244703461.0,123926300000.0,123926300000.0,16.6
8,2019/1/0/0,3324377638.0,80174712136.0,94136274445.0,89791728427.0,,598824174.0,51202132067.0,31849046534.0,123926300000.0,123926300000.0,14.1
9,2018/4/0/0,5367702997.0,43625183433.0,66272756518.0,53151024088.0,,4338775178.0,100316261169.0,45579468904.0,123926300000.0,123926300000.0,15.0
10,2018/3/0/0,3162965813.0,17354606959.0,24268880065.0,42261186295.0,,568500000.0,100831273327.0,40491112723.0,123926300000.0,123926300000.0,13.8
11,2018/2/0/0,2771528217.0,17274080220.0,23238200032.0,49086477198.0,,423500000.0,81823907416.0,33122778988.0,123926300000.0,123926300000.0,12.5
12,2018/1/0/0,2165183473.0,12960372216.0,18458814515.0,66705810260.0,,1000293600.0,63874762082.0,27853719533.0,123926300000.0,123926300000.0,14.2
13,2017/4/0/0,,,,,,,,,,,14.3
14,2017/3/0/0,2106774627.0,23750138322.0,31884999971.0,89748149020.0,,5891532436.0,37869022398.0,36409787805.0,123926300000.0,123926300000.0,16.6
15,2017/2/0/0,3302778007.0,88632494598.0,96717345001.0,97443396609.0,,872595723.0,32003200641.0,23939434001.0,123926300000.0,123926300000.0,17.9
16,2017/1/0/0,2366385201.0,58437450396.0,65962143203.0,42645542496.0,,967234286.0,83055894086.0,23462137321.0,123926300000.0,123926300000.0,21.5
17,2016/4/0/0,2259050854.0,25854124697.0,32299455392.0,5111018597.0,,3055060224.0,115293745069.0,24732523810.0,123926300000.0,123926300000.0,15.2
18,2016/3/0/0,2518940711.0,22198022198.0,28494690910.0,10090384149.0,,3871672364.0,111788243505.0,31136396169.0,123926300000.0,123926300000.0,14.4
