date,close
06/05/2021,10.50
08/02/2021,9.15
06/11/2020,9.22
06/08/2020,9.85
06/05/2020,4.91
06/02/2020,7.50
06/11/2019,8.97
06/08/2019,10.20
07/05/2019,9.86
12/02/2019,9.80
06/11/2018,9.57
07/08/2018,9.97
08/05/2018,10.60
06/02/2018,9.15
07/11/2017,12.30
08/08/2017,12.70
08/05/2017,14.80
07/02/2017,12.20
08/11/2016,13.40
08/08/2016,13.30
06/05/2016,18.50
15/02/2016,18.50
06/11/2015,16.20
06/08/2015,16.20
