,time,tien,tyle
0,26/02/2021,True,25
1,21/02/2020,True,24
2,30/12/2019,True,36
3,22/02/2019,True,29
4,02/01/2019,True,36
5,06/03/2018,True,20
6,08/01/2018,True,36
7,16/02/2017,True,14
8,22/12/2016,True,36
9,17/03/2016,False,100:25
10,17/03/2016,True,11
11,31/12/2015,True,36
12,16/03/2015,True,29
13,07/01/2015,True,16
14,22/10/2014,True,20
15,26/02/2014,True,24
16,26/12/2013,True,16
17,26/08/2013,True,20
18,06/03/2013,True,24
19,02/01/2013,True,30
20,02/03/2012,True,28
21,27/12/2011,True,24
22,07/12/2010,True,20
