,time,tien,tyle
0,14/07/2021,False,10:1
1,14/07/2021,True,10
2,18/03/2021,True,15
3,30/12/2020,True,15
4,23/09/2020,True,10
5,25/06/2020,False,10:1
6,25/06/2020,True,5
7,21/05/2020,True,15
8,24/03/2020,True,10
9,24/12/2019,True,10
10,23/05/2019,True,20
11,26/09/2018,True,12
12,18/06/2018,False,10:1
13,17/05/2018,True,20
14,04/10/2017,True,10
15,24/05/2017,True,20
16,09/01/2017,True,10
17,17/06/2016,True,11
18,16/12/2015,True,3
19,14/09/2015,True,6
20,20/05/2015,True,10
21,05/12/2014,True,3
22,16/05/2014,True,9.6
23,08/11/2013,False,100:3
24,23/04/2013,True,12
25,19/11/2012,True,3
26,08/03/2012,True,14
27,18/08/2011,True,6
