,time,tien,tyle
0,22/01/2021,True,10
1,19/03/2020,True,10
2,05/09/2019,True,20
3,31/07/2018,True,30
4,29/01/2018,True,10
5,29/06/2017,True,10
6,09/02/2017,True,20
7,09/08/2016,True,25
8,29/01/2016,True,7
9,28/10/2015,True,15
10,28/07/2015,True,15
11,09/04/2015,True,15
12,27/01/2015,True,15
13,23/10/2014,True,15
14,25/07/2014,True,15
15,18/04/2014,True,15
16,23/01/2014,True,15
17,24/10/2013,True,15
18,23/07/2013,True,30
19,01/11/2012,True,15
20,01/08/2012,True,30
21,25/04/2012,True,15
22,30/01/2012,True,15
23,27/10/2011,True,15
24,11/08/2011,True,15
25,27/04/2011,True,15
26,25/01/2011,True,30
27,20/01/2010,True,20
28,08/12/2008,True,10
