,time,tien,tyle
0,17/05/2021,True,14.8
1,04/02/2021,True,20
2,07/10/2020,True,28.4
3,17/07/2020,True,10
4,05/05/2020,True,20
5,04/12/2019,True,20
6,04/06/2019,True,25
7,07/12/2018,True,15
8,11/05/2018,True,25
9,14/11/2017,True,15
10,13/06/2017,True,20
11,30/12/2016,True,20
12,19/05/2016,True,45
13,23/12/2015,True,15
14,19/05/2015,True,25
15,10/11/2014,True,10
16,15/05/2014,True,20
17,12/11/2013,True,10
18,19/06/2013,True,20
19,12/09/2012,True,30
20,30/11/2011,True,20
21,11/11/2010,True,20
22,08/04/2009,True,10
