,time,tien,tyle
0,27/08/2021,True,15
1,05/01/2021,True,20
2,04/01/2021,True,20
3,18/09/2020,True,15
4,24/04/2020,True,15
5,20/12/2019,True,20
6,19/04/2019,True,15
7,09/01/2019,True,20
8,05/09/2018,True,15
9,14/05/2018,True,30
10,08/01/2018,True,20
11,22/08/2017,True,20
12,04/04/2017,True,11
13,30/12/2016,True,20
14,07/06/2016,True,12
15,17/12/2015,True,20
16,08/05/2015,True,15
17,29/12/2014,True,20
18,14/05/2014,True,15
19,22/11/2013,True,20
20,08/05/2013,True,11.75
21,10/01/2013,True,20
22,10/05/2012,True,10
