,time,tien,tyle
0,27/07/2021,True,15
1,12/01/2021,True,10
2,24/07/2020,True,15
3,05/03/2020,True,5
4,19/09/2019,False,20:1
5,19/09/2019,True,5
6,24/04/2019,True,10
7,30/08/2018,True,10
8,21/12/2017,True,10
9,13/07/2017,True,15
10,07/12/2016,True,15
11,22/06/2016,True,10
12,30/11/2015,True,10
13,03/07/2015,True,15
14,06/10/2014,False,10:1.5
15,10/06/2014,True,5
16,27/09/2013,False,10:1
17,18/06/2013,True,10
18,26/10/2012,False,10:2
19,03/07/2012,True,10
20,10/08/2011,True,10
21,11/11/2010,True,10
22,04/06/2010,True,8
