date,Value Volume
05/8/2021,373579538461.53845
05/5/2021,202117000000.0
05/2/2021,203220538461.53845
05/11/2020,126026461538.46153
05/8/2020,71206153846.15384
05/5/2020,83549100000.0
05/2/2020,151006000000.0
05/11/2019,100743416666.66667
05/8/2019,70299000000.0
05/5/2019,42077285714.28571
05/2/2019,14859900000.0
05/11/2018,24311000000.0
05/8/2018,50800818181.818184
05/5/2018,90921750000.0
05/2/2018,185252594444.44446
05/11/2017,54852090909.09091
05/8/2017,54276583333.333336
05/5/2017,26617100000.0
05/2/2017,20863833333.333332
05/11/2016,21713500000.0
05/8/2016,20973846153.846153
05/5/2016,43152300000.0
05/2/2016,24470769230.76923
05/11/2015,93332692307.6923
05/8/2015,44496692307.69231
05/5/2015,25043875000.0
05/2/2015,16374825769.23077
05/11/2014,21209414538.46154
05/8/2014,58572790833.333336
05/5/2014,64755744375.0
05/2/2014,36751215833.333336
05/11/2013,8676362916.666666
05/8/2013,6492831181.818182
05/5/2013,3194092857.142857
05/2/2013,13471883083.333334
05/11/2012,2618700272.7272725
05/8/2012,6692037272.727273
05/5/2012,15229122222.222221
05/2/2012,3831650333.3333335
05/11/2011,13886068750.0
05/8/2011,17612025846.153847
05/5/2011,8014924500.0
05/2/2011,21572162857.142857
05/11/2010,22907343461.53846
05/8/2010,25434058076.923077
05/5/2010,21287733888.88889
05/2/2010,18814689230.76923
05/11/2009,28659009615.384617
05/8/2009,23395867307.692307
05/5/2009,36873930000.0
05/2/2009,9785327750.0
05/11/2008,26927713461.53846
05/8/2008,25398838333.333332
05/5/2008,13716608750.0
05/2/2008,50570700000.0
