date,Value Volume
05/8/2021,8329846153.846154
05/5/2021,16468666666.666666
05/2/2021,7728307692.307693
05/11/2020,706692307.6923077
05/8/2020,6685461538.461538
05/5/2020,75100000.0
05/2/2020,72250000.0
05/11/2019,34416666.666666664
05/8/2019,61727272.72727273
05/5/2019,195142857.14285713
05/2/2019,70100000.0
05/11/2018,243818181.8181818
05/8/2018,172181818.1818182
05/5/2018,226625000.0
05/2/2018,1239858888.8888888
05/11/2017,727727272.7272727
05/8/2017,704916666.6666666
05/5/2017,664700000.0
05/2/2017,977833333.3333334
05/11/2016,1286666666.6666667
05/8/2016,3630307692.3076925
05/5/2016,5248000000.0
05/2/2016,7321846153.846154
05/11/2015,5062000000.0
05/8/2015,1818538461.5384614
05/5/2015,3628000000.0
05/2/2015,2693107615.3846154
05/11/2014,6798297461.538462
05/8/2014,1824971333.3333333
05/5/2014,4794398250.0
05/2/2014,36090666.666666664
05/11/2013,14858083.333333334
05/8/2013,4195909.090909091
05/5/2013,3767142.8571428573
05/2/2013,10115500.0
05/11/2012,282818.1818181818
05/8/2012,33606363.63636363
05/5/2012,77319666.66666667
05/2/2012,15625000.0
05/11/2011,16508750.0
05/8/2011,27479307.692307692
05/5/2011,32537900.0
05/2/2011,992638857.1428572
05/11/2010,372232307.6923077
05/8/2010,2688425153.8461537
05/5/2010,4675905777.777778
05/2/2010,485239153.84615386
05/11/2009,6395247230.769231
05/8/2009,3466495692.3076925
05/5/2009,1893681400.0
05/2/2009,79059750.0
05/11/2008,1265650461.5384614
05/8/2008,499353416.6666667
05/5/2008,430412875.0
05/2/2008,3204900000.0
