date,Value Volume
05/8/2021,16534769230.76923
05/5/2021,21953666666.666668
05/2/2021,34617615384.61539
05/11/2020,19291923076.923077
05/8/2020,23855923076.923077
05/5/2020,6876200000.0
05/2/2020,14264750000.0
05/11/2019,6899333333.333333
05/8/2019,20497545454.545456
05/5/2019,26663571428.57143
05/2/2019,23065300000.0
05/11/2018,21468636363.636364
05/8/2018,5759272727.272727
05/5/2018,4282500000.0
05/2/2018,27689826666.666668
05/11/2017,15207272727.272728
05/8/2017,19989000000.0
05/5/2017,17102800000.0
05/2/2017,2288333333.3333335
05/11/2016,2540333333.3333335
05/8/2016,8418538461.538462
05/5/2016,12716800000.0
05/2/2016,14499153846.153847
05/11/2015,20470615384.615383
05/8/2015,47549000000.0
05/5/2015,5942625000.0
05/2/2015,9582103769.23077
05/11/2014,21696318615.384617
05/8/2014,13630359916.666666
05/5/2014,21295324875.0
05/2/2014,21556205666.666668
05/11/2013,14141539416.666666
05/8/2013,5986271363.636364
05/5/2013,779523000.0
05/2/2013,470389916.6666667
05/11/2012,670813727.2727273
05/8/2012,417829727.27272725
05/5/2012,5619018333.333333
05/2/2012,562947833.3333334
05/11/2011,563042916.6666666
05/8/2011,1146199384.6153846
05/5/2011,2419409900.0
05/2/2011,17642064285.714287
05/11/2010,5728411538.461538
05/8/2010,23886287384.615383
05/5/2010,19161637444.444443
05/2/2010,4515270000.0
05/11/2009,35040837000.0
05/8/2009,4137834769.230769
05/5/2009,1694567400.0
05/2/2009,183109625.0
05/11/2008,579443230.7692307
05/8/2008,854490166.6666666
05/5/2008,487477375.0
05/2/2008,5196600000.0
