date,Value Volume
05/8/2021,28408461538.46154
05/5/2021,21597444444.444443
05/2/2021,21606230769.23077
05/11/2020,25745000000.0
05/8/2020,58553000000.0
05/5/2020,14288500000.0
05/2/2020,8185375000.0
05/11/2019,5745333333.333333
05/8/2019,3133545454.5454545
05/5/2019,5150000000.0
05/2/2019,1613900000.0
05/11/2018,6913636363.636364
05/8/2018,792909090.9090909
05/5/2018,1167125000.0
05/2/2018,4043122222.2222223
05/11/2017,1307727272.7272727
05/8/2017,1007916666.6666666
05/5/2017,910100000.0
05/2/2017,1318333333.3333333
05/11/2016,1071916666.6666666
05/8/2016,2667692307.6923075
05/5/2016,4390600000.0
05/2/2016,1740307692.3076923
05/11/2015,1247076923.0769231
05/8/2015,2368923076.923077
05/5/2015,1611750000.0
05/2/2015,1350311538.4615386
05/11/2014,3695734384.6153846
05/8/2014,1705693333.3333333
05/5/2014,436621000.0
05/2/2014,598462833.3333334
05/11/2013,12875500.0
05/8/2013,32243181.818181816
05/5/2013,202383000.0
05/2/2013,42137583.333333336
05/11/2012,10297090.909090908
05/8/2012,22553090.90909091
05/5/2012,138346444.44444445
05/2/2012,349789833.3333333
05/11/2011,65688416.666666664
05/8/2011,122519000.0
05/5/2011,204665300.0
05/2/2011,581795571.4285715
05/11/2010,1008236538.4615384
05/8/2010,4132656923.076923
05/5/2010,7280333555.555555
05/2/2010,881977307.6923077
05/11/2009,5129152769.230769
05/8/2009,247793900.0
05/5/2009,
05/2/2009,
05/11/2008,
05/8/2008,
05/5/2008,
05/2/2008,
