date,Value Volume
05/8/2021,2681692307.6923075
05/5/2021,3221555555.5555553
05/2/2021,2891615384.6153846
05/11/2020,2814153846.1538463
05/8/2020,5131846153.846154
05/5/2020,9096600000.0
05/2/2020,1214750000.0
05/11/2019,741166666.6666666
05/8/2019,607545454.5454545
05/5/2019,101857142.85714285
05/2/2019,51600000.0
05/11/2018,60545454.54545455
05/8/2018,282636363.6363636
05/5/2018,27250000.0
05/2/2018,195793333.33333334
05/11/2017,424818181.8181818
05/8/2017,149583333.33333334
05/5/2017,165500000.0
05/2/2017,103500000.0
05/11/2016,180166666.66666666
05/8/2016,167230769.23076922
05/5/2016,751300000.0
05/2/2016,20923076.923076924
05/11/2015,42230769.23076923
05/8/2015,116230769.23076923
05/5/2015,180500000.0
05/2/2015,45492307.692307696
05/11/2014,99848461.53846154
05/8/2014,32321666.666666668
05/5/2014,12583875.0
05/2/2014,378859000.0
05/11/2013,62813500.0
05/8/2013,503267272.72727275
05/5/2013,32717142.85714286
05/2/2013,203874333.33333334
05/11/2012,53795636.36363637
05/8/2012,31534818.181818184
05/5/2012,143497000.0
05/2/2012,8986000.0
05/11/2011,5003000.0
05/8/2011,14600153.846153846
05/5/2011,54067800.0
05/2/2011,51946285.71428572
05/11/2010,124395153.84615384
05/8/2010,21850076.923076924
05/5/2010,293930777.7777778
05/2/2010,
05/11/2009,
05/8/2009,
05/5/2009,
05/2/2009,
05/11/2008,
05/8/2008,
05/5/2008,
05/2/2008,
