date,Value Volume
05/8/2021,103923076.92307693
05/5/2021,80555555.55555555
05/2/2021,362076923.0769231
05/11/2020,505000000.0
05/8/2020,128692307.6923077
05/5/2020,7000000.0
05/2/2020,7750000.0
05/11/2019,1583333.3333333333
05/8/2019,3000000.0
05/5/2019,1285714.2857142857
05/2/2019,1500000.0
05/11/2018,1363636.3636363635
05/8/2018,100272727.27272727
05/5/2018,26500000.0
05/2/2018,31290000.0
05/11/2017,142272727.27272728
05/8/2017,141083333.33333334
05/5/2017,658000000.0
05/2/2017,925000000.0
05/11/2016,810166666.6666666
05/8/2016,1953846153.8461537
05/5/2016,268200000.0
05/2/2016,294923076.9230769
05/11/2015,278538461.53846157
05/8/2015,496538461.53846157
05/5/2015,129625000.0
05/2/2015,109317538.46153846
05/11/2014,1351755384.6153846
05/8/2014,263975250.0
05/5/2014,316937375.0
05/2/2014,11087833.333333334
05/11/2013,57357916.666666664
05/8/2013,24440272.727272727
05/5/2013,71383857.14285715
05/2/2013,121626500.0
05/11/2012,102487000.0
05/8/2012,526580454.54545456
05/5/2012,594397000.0
05/2/2012,110258000.0
05/11/2011,144403500.0
05/8/2011,210466846.15384614
05/5/2011,119608600.0
05/2/2011,777193571.4285715
05/11/2010,602861153.8461539
05/8/2010,5804616153.846154
05/5/2010,12745513333.333334
05/2/2010,2438128461.5384617
05/11/2009,15350198461.538462
05/8/2009,1783753846.1538463
05/5/2009,962164000.0
05/2/2009,157346250.0
05/11/2008,1082858461.5384614
05/8/2008,2102651666.6666667
05/5/2008,692410000.0
05/2/2008,8932811000.0
