date,Value Volume
05/8/2021,57261153846.15385
05/5/2021,15760777777.777779
05/2/2021,28164384615.384617
05/11/2020,8188384615.384615
05/8/2020,4007846153.8461537
05/5/2020,3483100000.0
05/2/2020,2783500000.0
05/11/2019,2741333333.3333335
05/8/2019,16806818181.818182
05/5/2019,10514714285.714285
05/2/2019,3461400000.0
05/11/2018,4029545454.5454545
05/8/2018,2175272727.2727275
05/5/2018,2906125000.0
05/2/2018,6946170000.0
05/11/2017,3770090909.090909
05/8/2017,3276666666.6666665
05/5/2017,2776000000.0
05/2/2017,1162500000.0
05/11/2016,1612916666.6666667
05/8/2016,3890461538.4615383
05/5/2016,3873000000.0
05/2/2016,4602461538.461538
05/11/2015,10034153846.153847
05/8/2015,4355769230.769231
05/5/2015,5292250000.0
05/2/2015,2059140076.9230769
05/11/2014,4245957230.769231
05/8/2014,8829418583.333334
05/5/2014,7239716625.0
05/2/2014,16504542000.0
05/11/2013,15663504333.333334
05/8/2013,6010024727.272727
05/5/2013,2695762571.428571
05/2/2013,7461022833.333333
05/11/2012,957510000.0
05/8/2012,3093008454.5454545
05/5/2012,22561856333.333332
05/2/2012,6101056666.666667
05/11/2011,3752415416.6666665
05/8/2011,1758698615.3846154
05/5/2011,1014240300.0
05/2/2011,4099782857.142857
05/11/2010,5585027307.692307
05/8/2010,8019383846.153846
05/5/2010,32667894444.444443
05/2/2010,15138055384.615385
05/11/2009,38715406153.84615
05/8/2009,11371198461.538462
05/5/2009,1597557800.0
05/2/2009,829627250.0
05/11/2008,1888674538.4615386
05/8/2008,3672294500.0
05/5/2008,490413750.0
05/2/2008,32591700000.0
