,time,tien,tyle
0,21/05/2021,True,10
1,19/01/2021,True,20
2,18/06/2020,True,10
3,06/01/2020,True,20
4,12/06/2019,True,10
5,04/01/2019,True,20
6,14/06/2018,True,10
7,28/12/2017,True,20
8,15/05/2017,False,"10%                           Thưởng bằng Cổ phiếu, tỷ lệ 10:2"
9,03/01/2017,True,20
10,10/06/2016,False,"10%                           Thưởng bằng Cổ phiếu, tỷ lệ 10:4"
11,26/01/2016,True,20
12,20/04/2015,True,30
13,14/02/2014,True,10
14,18/11/2013,True,10
15,06/12/2012,True,20
16,23/02/2012,True,10
17,14/12/2011,True,10
18,07/01/2011,True,20
19,16/10/2009,True,16
20,04/12/2008,True,6
