,time,tien,tyle
0,20/08/2020,False,100:15
1,08/07/2020,True,5
2,29/05/2019,False,100:15
3,27/02/2018,True,15
4,27/09/2017,True,10
5,29/05/2017,False,122:25
6,01/03/2017,True,10
7,19/10/2016,True,10
8,02/06/2016,False,"10%                           Thưởng bằng Cổ phiếu, tỷ lệ 4:1.1"
9,24/02/2016,True,10
10,23/09/2015,True,10
11,25/02/2015,True,10
12,17/09/2014,True,10
13,25/02/2014,True,10
14,18/09/2013,True,10
15,18/02/2013,True,10
16,28/08/2012,True,10
17,22/02/2012,True,10
18,17/08/2011,True,10
19,16/02/2011,True,15
20,13/04/2010,True,5
21,12/02/2009,True,5
22,16/07/2008,True,10
23,18/02/2008,True,10
24,17/07/2007,True,10
25,17/01/2007,True,10
26,18/07/2006,True,10
27,05/01/2006,True,11
