,time,tien,tyle
0,26/06/2019,False,"10%                           Thưởng bằng Cổ phiếu, tỷ lệ 100:15"
1,07/06/2018,True,10
2,28/02/2017,True,10
3,13/06/2016,False,"5%                           Thưởng bằng Cổ phiếu, tỷ lệ 100:15"
4,24/02/2016,True,5
5,14/01/2015,False,"10%                           Thưởng bằng Cổ phiếu, tỷ lệ 10:1"
6,30/05/2011,True,10
7,22/12/2010,True,10
8,24/05/2010,True,15
9,26/08/2009,True,15
10,29/04/2009,True,15
