,time,tien,tyle
0,19/11/2020,True,10
1,23/07/2020,True,20
2,05/12/2019,True,10
3,15/05/2019,True,20
4,19/11/2018,True,10
5,09/05/2018,True,20
6,04/05/2017,True,20
7,17/11/2016,True,15
8,04/05/2016,True,20
9,20/11/2015,True,15
10,16/04/2015,True,20
11,14/11/2014,True,15
12,21/04/2014,True,15
13,14/11/2013,True,10
14,24/04/2013,True,10
15,16/11/2012,True,10
16,24/04/2012,True,15
17,23/11/2011,True,10
18,19/04/2011,True,8
19,17/11/2010,True,12
20,08/04/2010,True,13
21,27/04/2009,True,5
