,time,tien,tyle
0,21/07/2020,True,2
1,26/11/2019,True,3
2,03/06/2019,True,2
3,10/12/2018,True,3
4,13/06/2018,True,1
5,29/11/2017,True,4
6,14/06/2017,True,5
7,24/11/2016,True,5
8,27/05/2016,True,5
9,10/11/2015,True,5
10,15/05/2015,True,6
11,06/11/2014,True,5
12,16/07/2014,True,9
13,06/11/2013,True,5
14,13/05/2013,True,9
15,07/11/2012,True,5
16,11/05/2012,True,7
17,27/10/2011,True,5
18,12/05/2011,True,7
19,27/10/2010,True,5
20,18/05/2010,True,6
21,17/08/2009,True,5
22,25/05/2009,True,6
