,time,tien,tyle
0,11/05/2021,True,7
1,29/12/2020,True,5
2,09/07/2020,True,7
3,19/12/2019,True,5
4,21/05/2019,True,19
5,29/11/2018,True,6
6,17/05/2018,True,15
7,09/01/2018,True,6
8,15/05/2017,True,12
9,27/12/2016,True,5
10,09/05/2016,True,9.3
11,22/12/2015,True,5
12,06/05/2015,True,16
13,06/01/2015,True,5
14,06/05/2014,True,12
15,26/08/2013,True,5
16,14/05/2013,True,15
17,08/10/2012,True,5
18,06/06/2012,True,6
19,20/12/2011,True,10
20,14/06/2011,True,7
21,02/12/2010,True,10
22,31/05/2010,True,10
23,29/12/2009,True,10
