,time,tien,tyle
0,07/07/2020,True,5
1,07/05/2019,True,10
2,27/09/2018,True,15
3,17/05/2017,False,10:3                           
4,17/05/2017,True,10
5,07/12/2016,True,10
6,15/09/2016,True,20
7,07/06/2016,False,"10%                           Thưởng bằng Cổ phiếu, tỷ lệ 10:2"
8,14/01/2016,True,10
9,26/05/2015,False,10:2                           
10,26/05/2015,True,10
11,30/10/2014,True,10
12,06/06/2014,False,10:1                           
13,06/06/2014,True,10
14,18/11/2013,False,20:1                           
15,18/11/2013,True,10
16,16/07/2013,True,10
17,26/11/2012,True,20
18,06/06/2012,True,10
19,05/01/2012,True,10
20,04/08/2011,True,10
21,07/09/2010,True,15
22,04/06/2010,True,10
23,24/10/2008,True,15
24,12/06/2008,False,10:1
