,time,tien,tyle
0,20/12/2019,True,5
1,19/06/2019,False,100:10
2,27/05/2019,True,8
3,18/06/2018,False,1000:31
4,02/11/2017,False,100:5
5,27/06/2017,False,10000:307
6,21/09/2016,False,1000:43
