,time,tien,tyle
0,18/06/2021,True,12
1,17/11/2020,True,12
2,17/08/2020,True,12
3,15/11/2019,True,12
4,29/05/2019,True,12
5,08/11/2018,True,12
6,18/06/2018,False,"12%                           Thưởng bằng Cổ phiếu, tỷ lệ 10:1"
7,21/09/2017,True,12
8,21/06/2017,False,"12%                           Thưởng bằng Cổ phiếu, tỷ lệ 10:2"
9,07/10/2016,True,12
10,13/06/2016,True,12
11,05/11/2015,True,12
12,08/06/2015,True,12
13,06/11/2014,True,12
14,21/05/2014,True,12
15,15/11/2013,True,12
16,28/05/2013,True,12
17,11/01/2013,True,12
18,28/05/2012,True,12
19,28/12/2011,True,7
