,time,tien,tyle
0,09/07/2020,True,20
1,27/03/2018,True,50
2,10/11/2017,True,15
3,10/08/2017,True,10
4,27/02/2017,True,10
5,10/08/2016,True,10
6,16/02/2016,True,10
7,14/07/2015,False,"10%                           Thưởng bằng Cổ phiếu, tỷ lệ 5:1"
8,03/03/2015,True,10
9,13/08/2014,True,10
10,12/02/2014,True,10
11,11/07/2013,True,10
12,13/11/2012,True,10
13,27/07/2012,True,10
14,19/01/2012,True,5
15,31/10/2011,True,10
16,19/01/2011,True,15
17,26/07/2010,True,10
18,06/04/2010,True,7
19,20/01/2010,True,8
20,22/07/2009,True,10
