Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,-109945764739,577668686537,549851124633,838477623940,1435977470400.0,1747636738430,931129485000,2702939449760,4215457890000,4215457890000.0
1,2020/4/0/0,70881185190,787976812155,823966268658,1074681800500,1196704990825.0,1806098357535,958938457945,2803804144605,4215457890000,4215457890000.0
2,2020/3/0/0,37750872393,1192028380036,1270772496058,1689697683850,1000660473640.0,2161531189360,717526437270,2953067103120,4215457890000,4215457890000.0
3,2020/2/0/0,53716707675,1406710519350,1463656895525,1756884129760,897658368480.0,2364924292560,717094682720,2957110077200,4215457890000,4215457890000.0
4,2020/1/0/0,16232784800,1518161136000,1675334500800,1801320073000,817674627500.0,2606265972500,763641359500,3088302061500,4215457890000,4215457890000.0
5,2019/4/0/0,150486472728,1245305972792,1389887942352,1890029157920,1033149521760.0,1933888237200,809763434400,2760122313360,4215457890000,4215457890000.0
6,2019/3/0/0,17024419194,967968724102,1069374074996,1541908088150,1456261653650.0,1771363688500,718082511450,2553446527900,4215457890000,4215457890000.0
7,2019/2/0/0,105488493993,850140012600,1002310121628,1726067570040,1553343324480.0,1451261679660,740594910780,2472289522740,3832661600000,3832661600000.0
8,2019/1/0/0,-93361849378,858463022775,909522943820,1915612097040,1339602794160.0,1414341804840,691137431280,2438209182600,3832661600000,3832661600000.0
9,2018/4/0/0,402442978128,1094315529072,1407913188672,2266981301385,1009748488860.0,1613380156935,754751043600,2777255042865,3832661600000,3832661600000.0
10,2018/3/0/0,96596248710,1257458284430,1333040426075,2331959343850,764724262040.0,1974786698650,783818731570,2947497880590,3832661600000,3832661600000.0
11,2018/2/0/0,-78693029844,1568312223192,1618551921129,2188251382320,1037246708640.0,1838086704600,750209051280,3032344031160,3832661600000,3832661600000.0
12,2018/1/0/0,-253103860259,1150290551675,1105729123320,1666332918250,1351568195250.0,1849804456500,726639208750,3503650582250,3832661600000,3832661600000.0
13,2017/4/0/0,275675558760,1163640650760,1188370060920,1803330140445,2148216872595.0,1554740171130,746947332030,3893410812075,3832661600000,3832661600000.0
14,2017/3/0/0,15964247880,1171413857880,1265060031480,1617980607480,2073939243320.0,1857867523950,903529345930,3815503703980,3832661600000,3832661600000.0
15,2017/2/0/0,-58936430800,873807537408,945270452256,2184884738300,1584222149400.0,1703843227100,792376846300,3348975469300,3832661600000,3832661600000.0
16,2017/1/0/0,-214286539168,510769530128,502992013888,2322263646360,1615007774190.0,1330768324110,803112284070,3101621611080,3832661600000,3832661600000.0
17,2016/4/0/0,25352294976,741791872592,810985503318,2777568390700,1683127366000.0,1527353973200,794986983100,3252309766600,3832661600000,3832661600000.0
18,2016/3/0/0,32605309440,971582149736,1189346634124,2546191923670,1602519068690.0,2124056568680,819843192380,3991242405680,3484662590000,3484662590000.0
19,2016/2/0/0,34269173477,1485200115311,1775782200291,2232669897460,1640214317380.0,2890364395850,861044852570,4229352688930,3484662590000,3484662590000.0
20,2016/1/0/0,82032527025,1333617981732,1577364005718,2923411275960,1294296302880.0,2616176685780,881674057740,4216388339940,3484662590000,3484662590000.0
21,2015/4/0/0,69119827236,1934906835853,2333902641508,3496561570250,889864501650.0,2792037623400,1007217970350,4449849544450,3484662590000,3484662590000.0
22,2015/3/0/0,580184332015,2857775649668,3679414382050,3216704784950,626000000000.0,4422259774100,1030712299450,5746114744550,3484662590000,3484662590000.0
23,2015/2/0/0,567605209506,2798980534128,3822608160738,3293857527840,420000000000.0,4542150032400,988645513680,5640706041300,3030733500000,3030733500000.0
24,2015/1/0/0,502913133178,3506205180436,4395489071736,3083289102570,9999996040.0,5419711633860,1053678049290,7555177278910,3030733500000,3030733500000.0
25,2014/4/0/0,480071471712,4397603779640,5300046392791,3208194270912,11937320052.0,4826662498212,1263852133632,7136854020510,0,3030733500000.0
26,2014/3/0/0,624859456348,4444658653288,5520545438332,2406523478310,462341769576.0,5170477167972,1352067862692,7744984609818,0,3030733500000.0
27,2014/2/0/0,761033389194,4498706179388,5614835870862,2717348407743,159258333333.0,5281954207608,1139789367270,7559461570496,0,2755286950000.0
28,2014/1/0/0,624270036756,3317292361812,4322472189288,2425185430860,18000000000.0,4267745100312,968419901304,6645557837484,0,2755286950000.0
29,2013/4/0/0,509128292865,3551262479585,4428854978970,2617607739156,,4111223397252,1068822310164,6755610658596,0,2755286950000.0
30,2013/3/0/0,540363459900,2946024979700,3865871746000,2429363874648,,3437391408552,977408352708,5547486441840,0,2485082150000.0
31,2013/2/0/0,487045749950,2532701962377,3350522445639,2336263986972,,2831569350856,889811524704,5403537703884,0,2105082150000.0
32,2013/1/0/0,452762854696,2391701338508,3178924861848,1145736074792,,3207055075336,784142541440,5587411027340,0,2105082150000.0
33,2012/4/0/0,254496769644,2965429968036,3535233269372,1067748648852,,3025336690488,787832554888,5630494495148,0,2105082150000.0
34,2012/3/0/0,522738394704,2637028956056,3328999453748,1105413712460,,3513573107460,926168069428,5567173397000,0,2105082150000.0
35,2012/2/0/0,287073573680,2005629385736,2634726399828,888328113104,,2798015853924,914853466708,5258744999888,0,2105082150000.0
36,2012/1/0/0,380342649016,1723597625188,2360074270444,910384215296,,1992441056324,832939650348,4493050755308,0,2105082150000.0
37,2011/4/0/0,205851999528,2212414718290,2700802303465,668224953108,,2055594445572,1001612334084,4803870248476,0,2105082150000.0
38,2011/3/0/0,316869554129,1798130668988,2380947579347,659326204296,20000000000.0,1992805091028,992233657656,4074190527096,0,2105082150000.0
39,2011/2/0/0,224836921211,1541291386132,2063394358276,563004306308,20000000000.0,2110521586749,444403859122,3824702551274,0,2105082150000.0
40,2011/1/0/0,295575795930,1553037373593,2031911300224,473608457100,20000000000.0,2167059520006,321002752558,3496906452179,0,2105082150000.0
41,2010/4/0/0,213778669629,1628311938742,2112081641477,889196786959,25679599935.0,3480266143532,336613882343,4059858645505,0,2105082150000.0
42,2010/3/0/0,293069199503,1690024346346,2158784920228,553753484543,46998655922.0,3237764308773,406775112512,3313933278812,0,2105082150000.0
43,2010/2/0/0,324971437962,1501606750810,2036869527977,599880396837,44538500160.0,1919810120134,325482827219,2931782194234,0,2105082150000.0
44,2010/1/0/0,92659735754,958571670663,1209978068315,713347538882,51716300160.0,1920496632406,300857974752,2367435287788,0,2105082150000.0
45,2009/4/0/0,28341000000,969949000000,1236018000000,879027211750,22000000000.0,1262602714305,303520700877,2590091294726,0,2105082150000.0
46,2009/3/0/0,207397429870,731360796596,1056012982509,1313287678514,16978000000.0,1010029758008,157225722942,1723879820669,0,1321675040000.0
47,2009/2/0/0,273090855044,509315417604,809907308599,1165855014067,,876765898061,109703870282,2166952583656,0,1321675040000.0
48,2009/1/0/0,290711523935,638013275985,994842398819,1194111182159,72000000000.0,945700857348,107284796372,1793668788437,0,1321675040000.0
