Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,7469233452,234791968765,336274184154,156309487913,77687772365.0,317673221606,66520428655,345127839353,154207820000.0,154207820000.0
1,2020/4/0/0,34784452999,348342663873,523955941220,132811265893,77438671054.0,229179977163,128745607378,316050505485,154207820000.0,154207820000.0
2,2020/3/0/0,9429287857,245927570636,345144561675,282744318831,67594314182.0,158138373589,120504526654,436380192132,154207820000.0,154207820000.0
3,2020/2/0/0,49012866055,137221451604,170970207553,154778893008,87594314182.0,160922288921,124306434526,365272091992,154207820000.0,154207820000.0
4,2020/1/0/0,1098664283,154214218554,206455179911,189631487841,108179883100.0,135009021684,126915005093,284852692607,154207820000.0,154207820000.0
5,2019/4/0/0,51128170347,415242200685,611941259111,428522192255,108326721732.0,137123162735,117897980874,528570113919,154207820000.0,154207820000.0
6,2019/3/0/0,20132263485,246941100904,385813321897,248024405458,108450027932.0,129357562386,151197310214,360860324245,154207820000.0,154207820000.0
7,2019/2/0/0,12811824712,146552109673,209180539601,248074560256,66740953837.0,142820468238,118885850870,186781120052,154207820000.0,154207820000.0
8,2019/1/0/0,11844684886,211605257881,296626117710,236870257192,131040612959.0,125287350702,110335746545,185297210345,154207820000.0,154207820000.0
9,2018/4/0/0,63386221963,391028243225,565530607455,299811739215,177564648477.0,141900015877,101234953776,317669607609,154207820000.0,154207820000.0
10,2018/3/0/0,21334598728,241192762526,354994330425,277276700768,167808679809.0,129576042677,112989540499,233945676652,154207820000.0,154207820000.0
11,2018/2/0/0,7707310174,156852724131,209146115359,380860821838,173857481059.0,90247711268,111433992642,197549618028,154207820000.0,154207820000.0
12,2018/1/0/0,17866523207,207202228575,295939864513,387468777373,166510918659.0,99136040871,93016257884,196278796830,154207820000.0,154207820000.0
13,2017/4/0/0,44361087202,336480637526,507889031962,214908116622,182921702187.0,143376200534,104894765580,302715844643,154207820000.0,154207820000.0
14,2017/3/0/0,27073338390,224720386511,338680539227,334705825790,177925212237.0,117893568946,105473601284,238220012602,154207820000.0,154207820000.0
15,2017/2/0/0,7538985249,155955289305,209602055802,260377764092,210074343999.0,56452015107,91021765013,154185853397,154207820000.0,154207820000.0
16,2017/1/0/0,17860140598,163574886932,233721360842,295758386588,205148466899.0,62096727449,94999165987,182808347691,154207820000.0,154207820000.0
17,2016/4/0/0,29134781120,341426588784,541222760161,138748250041,446529535252.0,117537616646,101244908332,288199130635,154207820000.0,154207820000.0
18,2016/3/0/0,27287322903,210555552948,329633572830,289711179658,86503675004.0,165751290273,112337940464,176996407186,154207820000.0,154207820000.0
19,2016/2/0/0,8616660972,124507766574,176415804627,267336316174,69311188104.0,187821778028,91974499811,163631912483,154207820000.0,154207820000.0
20,2016/1/0/0,17729751093,170808578257,245747740626,267476393732,110978283102.0,175570767705,78293163533,191844597848,154207820000.0,154207820000.0
21,2015/4/0/0,40447854716,274140349243,463444843364,336793647514,94270322430.0,205392630543,83488669382,282725589793,154207820000.0,154207820000.0
22,2015/3/0/0,18532793000,172628874531,280877079112,283913951621,1832619120.0,220672574046,102047367940,227631068013,154207820000.0,154207820000.0
23,2015/2/0/0,4943570904,116442403315,174072548878,274661192279,2186425150.0,178902174593,86449672284,185881221979,154207820000.0,154207820000.0
24,2015/1/0/0,21462885380,164623669910,250815054689,280573199547,2124110230.0,172882960905,81743421548,174634838174,154207820000.0,154207820000.0
25,2014/4/0/0,19614444576,258019011701,410783763991,252205941806,37228658632.0,191217441063,86169945601,238694404181,,154207820000.0
26,2014/3/0/0,18360194206,183351338027,284740222681,181020035508,1918540332.0,183316465100,115879088552,195323399862,,154207820000.0
27,2014/2/0/0,7438491581,142371519344,204487077287,166529145386,1918540332.0,167803506128,90000631678,152783028937,,154207820000.0
28,2014/1/0/0,11451850679,151388459012,226703061469,158185363735,1814849332.0,163723194771,78941084498,145078244435,,154207820000.0
29,2013/4/0/0,29165654908,255604467643,395363479035,166707165726,1850756196.0,188957206368,87595585183,209285930922,,154207820000.0
30,2013/3/0/0,11234760233,191139958175,282258509146,95384270994,1706613900.0,181112603922,116241199737,172097504612,,154207820000.0
31,2013/2/0/0,134821896,117104313650,158522112381,46913105697,1706613900.0,166673377287,101822296624,116198694553,,154207820000.0
32,2013/1/0/0,4413405860,156965696862,216661978320,37158224229,1457519601.0,168000079048,110344599289,121966945632,,154207820000.0
33,2012/4/0/0,17642821101,208865402802,308293854025,49471255612,,194320445924,120092660181,187431321715,,154207820000.0
34,2012/3/0/0,14911178223,175201436139,253047097086,14335020652,,203803223988,135410399841,195786503343,,154207820000.0
35,2012/2/0/0,-7819312093,140115978189,173838425945,6852213050,6005378901.0,175164576463,134014206140,173023573364,,154207820000.0
36,2012/1/0/0,1756438211,140046539403,194473818689,17964866359,,233208792801,133462554370,197631095151,,154207820000.0
37,2011/4/0/0,22275497131,248100762567,354632741188,60321370937,5000000000.0,95941961579,120861403892,175519241707,,154207820000.0
38,2011/3/0/0,11891682423,174009383224,259549687311,86402121349,5000000000.0,86971420503,169674644914,191795241512,,154207820000.0
39,2011/2/0/0,5498724493,127531386545,176075908754,91729193009,5000000000.0,32277974078,133783004580,116881377167,,154207820000.0
40,2011/1/0/0,7111831056,160359365013,210109153865,79875924818,25000000000.0,53350696634,135186047608,141316008487,,154207820000.0
41,2010/4/0/0,26618441987,214554370875,303945406262,89081437503,45000000000.0,78968318749,117193762796,183207814818,,154207820000.0
42,2010/3/0/0,10614918351,153474201421,217371651218,86932098592,45000000000.0,41802358365,103312987098,150742079642,,154207820000.0
43,2010/2/0/0,-3721636565,99475756375,122841730205,111613153237,5000000000.0,33575627353,95440942381,125307726270,,154207820000.0
44,2010/1/0/0,8152943690,110851663826,143592339086,157183792836,5000000000.0,30924570653,81126323522,118418378642,,154207820000.0
45,2009/4/0/0,23391178446,159319645604,227506397419,47756220545,162000000000.0,44901909023,70035654278,129862589021,,154207820000.0
46,2009/3/0/0,13370548005,110498608914,162040438967,33120167192,188000000000.0,88535811405,79743007726,91790865614,,154207820000.0
47,2009/2/0/0,10395690507,83906495352,117120627856,15840688876,196000000000.0,39985885101,75121167229,72886822040,,154207820000.0
48,2009/1/0/0,10419102798,86938912520,121329824767,7097354009,196055000000.0,79442438915,73950988424,76293701729,,154207820000.0
49,2008/4/0/0,15976217972,131050990278,166576764716,30533213380,196055000000.0,99825824588,85529361615,120566848899,,154207820000.0
50,2008/3/0/0,11018779250,109781382581,146135480032,19801263754,220055000000.0,76795424477,92568849451,132702031760,,154207820000.0
51,2008/2/0/0,-11519732083,77535870016,100302574169,5903711095,220555000000.0,33605969020,89887064770,88793838120,,154207820000.0
52,2008/1/0/0,6366384542,102984529379,131404456734,8541815905,255055000000.0,46448601458,83424103959,99812346876,,154207820000.0
