Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,18284773734,234027000620,227444388760,180887478711.0,402650000000.0,273089547273.0,109233997072.0,283736080760.0,604856000000.0,604856000000.0
1,2020/4/0/0,17744063273,126693179814,146217244911,201900660890.0,382650000000.0,101837975182.0,114851387442.0,134175822731.0,604856000000.0,604856000000.0
2,2020/3/0/0,10619181432,86323833163,109784853886,128068016773.0,522650000000.0,108140974487.0,180295725299.0,206120437238.0,604856000000.0,604856000000.0
3,2020/2/0/0,44885653689,47061958984,75730519080,58521476416.0,534650000000.0,101810781404.0,176094882107.0,176618663754.0,604856000000.0,604856000000.0
4,2020/1/0/0,28295187767,386785711004,415806219632,160310439189.0,624650000000.0,244462246846.0,177534406382.0,262046263672.0,604856000000.0,604856000000.0
5,2019/4/0/0,150100421517,764155361156,931032788609,85023817171.0,434650000000.0,652418702381.0,151499005599.0,378146288381.0,604856000000.0,604856000000.0
6,2019/3/0/0,4979667358,228436789712,231398766795,166772201886.0,501650000000.0,195503764907.0,187408701182.0,248733401129.0,604856000000.0,604856000000.0
7,2019/2/0/0,50803119165,425954031767,469541303308,165912687832.0,551650000000.0,406923042697.0,191341754685.0,520479435367.0,604856000000.0,604856000000.0
8,2019/1/0/0,-137877366,257566503958,262871878899,180101797513.0,602970000000.0,311363344544.0,147799740388.0,443102036477.0,604856000000.0,604856000000.0
9,2018/4/0/0,43191742154,79172116691,110081694319,286041376324.0,598320000000.0,70732408597.0,147170073068.0,374158684822.0,604856000000.0,604856000000.0
10,2018/3/0/0,-19350152505,206360294910,206410759244,299123264840.0,561320000000.0,242961260286.0,141896495925.0,254373995116.0,604856000000.0,604856000000.0
11,2018/2/0/0,6532695251,214303444288,159257852762,368481477572.0,561320000000.0,125718913439.0,143122869446.0,213219047749.0,604856000000.0,604856000000.0
12,2018/1/0/0,109482253878,482570985898,630406136795,250443528805.0,400000000000.0,639600309634.0,143110554415.0,299307034228.0,604856000000.0,604856000000.0
13,2017/4/0/0,146807541376,814701813512,979553656261,326483621660.0,552000000000.0,1384325125368.0,148961187031.0,1415879012171.0,604856000000.0,604856000000.0
14,2017/3/0/0,-33541922232,366007932097,349310498624,291049621208.0,432000000000.0,293949299559.0,146729214302.0,329108760003.0,604856000000.0,604856000000.0
15,2017/2/0/0,12377881917,233795783164,216458055733,296858673927.0,622000000000.0,175280768951.0,187753710116.0,332172960216.0,604856000000.0,604856000000.0
16,2017/1/0/0,-45806440065,170324360229,168654955157,290533930755.0,652000000000.0,208307281530.0,168679695889.0,250752970034.0,604856000000.0,604856000000.0
17,2016/4/0/0,73614130884,381040872237,419944426403,216843435731.0,620500000000.0,300717229874.0,149737524095.0,202912887605.0,604856000000.0,604856000000.0
18,2016/3/0/0,318032496,428912295255,459211232258,404459031861.0,610500000000.0,350114653392.0,173619913052.0,475500118798.0,604856000000.0,604856000000.0
19,2016/2/0/0,50134583313,369193796377,399366021093,375285112886.0,618500000000.0,305142451432.0,175496351710.0,318455469734.0,604856000000.0,604856000000.0
20,2016/1/0/0,-18751867360,357384049804,389449960171,554734601181.0,518000000000.0,276014357429.0,151877437871.0,293418835413.0,604856000000.0,604856000000.0
21,2015/4/0/0,112471939190,372988484561,510755544742,292880701123.0,614000000000.0,588685361581.0,154565376177.0,486811659548.0,604856000000.0,604856000000.0
22,2015/3/0/0,48152445375,450344537182,469378537161,281134670374.0,624000000000.0,517510343477.0,151629799174.0,453687012359.0,604856000000.0,604856000000.0
23,2015/2/0/0,77836965024,425737847002,432960308632,386263022926.0,623000000000.0,329343954227.0,148968116951.0,397143079122.0,,
24,2015/1/0/0,-122876687096,408934753072,418449444439,217249780289.0,633000000000.0,450089186934.0,148996440482.0,324952833724.0,,
25,2014/4/0/0,46935212234,548547009679,566152204830,343978985497.0,629000000000.0,410333115947.0,149117539986.0,407632229016.0,,604856000000.0
26,2014/3/0/0,63870461605,189123805529,218218628764,312010371361.0,730000000000.0,157873025902.0,157082326901.0,158458340476.0,,604856000000.0
27,2014/2/0/0,-6025820219,630304470543,672886993655,180454282109.0,730000000000.0,484075103547.0,157858969546.0,416020747554.0,,604856000000.0
28,2014/1/0/0,43333132454,602143864245,658953134163,194591657528.0,670000000000.0,527426975487.0,157085722074.0,412523902142.0,,604856000000.0
29,2013/4/0/0,-10147039268,118722161708,86888031059,471888793535.0,607000000000.0,94643154658.0,145992791521.0,264701659498.0,,604856000000.0
30,2013/3/0/0,10518049261,220341884294,262281010878,399552407404.0,660000000000.0,198799914490.0,136428272848.0,286204321641.0,,604856000000.0
31,2013/2/0/0,22929557382,376489475865,412742819363,272378328796.0,540000000000.0,448037734435.0,134549715984.0,350616512444.0,,604856000000.0
32,2013/1/0/0,47124791455,338235636517,378233444765,118849489158.0,540000000000.0,575596132975.0,136970413524.0,298667370624.0,,604856000000.0
33,2012/4/0/0,47105385207,452160600031,507206364610,662308969278.0,100000000000.0,615085332895.0,135570573616.0,509349730936.0,,604856000000.0
34,2012/3/0/0,20792410292,208547854788,249646216660,220752049353.0,100000000000.0,789652057415.0,138274772600.0,220767205716.0,,604856000000.0
35,2012/2/0/0,68555155908,248031978049,345149286365,57004397296.0,100000000000.0,936756504384.0,126421097347.0,253504979664.0,,604856000000.0
36,2012/1/0/0,-12286100706,325125702833,321256608244,44386392918.0,100000000000.0,981500638609.0,107683198776.0,323289030193.0,,604856000000.0
37,2011/4/0/0,-167171668406,306847025008,240626330519,22089193674.0,,791873696317.0,106289634036.0,286544821897.0,,604856000000.0
38,2011/3/0/0,-21726942527,492752771733,487687923945,14643714814.0,30000000000.0,966532262784.0,133031329704.0,365884830010.0,,604856000000.0
39,2011/2/0/0,12232422274,1346878291022,1411577706499,2989527138.0,40000000000.0,1097921131910.0,168117506930.0,503953658261.0,,604856000000.0
40,2011/1/0/0,4512015789,784210763990,810905563854,5006236703.0,40000000000.0,1301298953358.0,119297348942.0,683076105199.0,,604856000000.0
41,2010/4/0/0,-50618396174,398977555496,457012550756,55798120399.0,40000000000.0,899103617581.0,120229205232.0,372393029882.0,,604856000000.0
42,2010/3/0/0,12576750124,404502733649,448162096131,77519442964.0,,934581967424.0,139023654946.0,375121330244.0,,615822974548.0
43,2010/2/0/0,26776424791,554356169737,609575744851,139545315132.0,,932542164648.0,130906056323.0,416773967952.0,,615822974548.0
44,2010/1/0/0,33738645123,457202576463,523960608752,75326086243.0,,996227632165.0,118077427639.0,459943980179.0,,615822974548.0
45,2009/4/0/0,24974466896,354535750027,451208296684,58548616505.0,,871303572653.0,118438020442.0,378246814356.0,,615822974548.0
46,2009/3/0/0,-12271999550,300364267629,316208572603,95455509720.0,,791259776949.0,117029931163.0,298686398829.0,,615822974548.0
47,2009/2/0/0,2950868341,327207844774,361554280904,53422752569.0,,886895782980.0,117477304375.0,262049990357.0,,623072791795.0
48,2009/1/0/0,25193704099,294041894559,343426666957,,,,,,,
49,2008/4/0/0,149477317972,279874956132,327838809647,,,,,,,
50,2008/3/0/0,19721803307,323083586471,365432316988,40188015322.0,,892464522209.0,156130763192.0,290543375666.0,,619942074412.0
51,2008/2/0/0,-1298451618,250657448541,268193369850,3734834782.0,,881650832559.0,155708948500.0,309174793474.0,,619942074412.0
52,2008/1/0/0,13404543125,294975003021,326707725985,420032804.0,,873343598509.0,148609476052.0,388328322176.0,,619942074412.0
