Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,89518452312.0,2044520172452.0,2283617308096.0,967769374300.0,176256000000.0,2784501446413.0,1166690129425.0,4114416685869.0,2217599740000.0,2217599740000.0
1,2020/4/0/0,60433448597.0,1910863817019.0,2118456687374.0,963717122052.0,713600000000.0,1669170204812.0,946809379604.0,3772834861366.0,2217599740000.0,2217599740000.0
2,2020/3/0/0,86077882504.0,1719945872561.0,1927157012492.0,238982685166.0,720904657534.0,2218744590601.0,828614538583.0,2795587293037.0,2111999760000.0,2111999760000.0
3,2020/2/0/0,74202580588.0,1627230324269.0,1810595983352.0,267894557509.0,727670657534.0,2316599745175.0,897444507113.0,3149512205775.0,1711999760000.0,1711999760000.0
4,2020/1/0/0,62658415975.0,1393581779831.0,1572347331826.0,288449896598.0,840336028767.0,2157057260454.0,1117690136735.0,3064318165019.0,1711999760000.0,1711999760000.0
5,2019/4/0/0,63887535366.0,1656741060921.0,1833236968875.0,349695680985.0,1193801102192.0,2076686547123.0,1226217495156.0,3225628586083.0,1711999760000.0,1711999760000.0
6,2019/3/0/0,73749377132.0,2164606410027.0,2364182734557.0,232025439569.0,1111500237504.0,2631685076927.0,992708266118.0,3148309419335.0,1711999760000.0,1711999760000.0
7,2019/2/0/0,140460249062.0,2138619937880.0,2430034397763.0,271392032211.0,1096424484079.0,2903327855891.0,1126772362258.0,3447621121357.0,1711999760000.0,1711999760000.0
8,2019/1/0/0,223624985854.0,2237684096383.0,2612336783301.0,482425462169.0,733640155312.0,2723205105051.0,1524049539243.0,3524154034393.0,1711999760000.0,1711999760000.0
9,2018/4/0/0,53525887295.0,2011457866835.0,2208924723596.0,645474843425.0,710906460274.0,1612785115376.0,862749230434.0,3206103405725.0,1711999760000.0,1711999760000.0
10,2018/3/0/0,47910247007.0,2028667698513.0,2186507667133.0,655415995968.0,436539699602.0,1374378419590.0,1632012045354.0,3046738247213.0,1711999760000.0,1711999760000.0
11,2018/2/0/0,50702784029.0,2148078103742.0,2318181552195.0,610736511767.0,406539699602.0,1216552465560.0,900976173096.0,2826962893668.0,1671999760000.0,1671999760000.0
12,2018/1/0/0,60009995230.0,1150432871108.0,1297958670465.0,427747817583.0,30000000000.0,1101805581424.0,728011904178.0,2135393276192.0,835999880000.0,835999880000.0
13,2017/4/0/0,75326212523.0,1228777511440.0,1425470568520.0,509577636533.0,50000000000.0,961381022420.0,536681725193.0,1990803708402.0,835999880000.0,835999880000.0
14,2017/3/0/0,67462200521.0,932638640218.0,1061671182278.0,239827520161.0,150000000000.0,541088681942.0,528819863634.0,1482508550346.0,592499880000.0,592499880000.0
15,2017/2/0/0,48735002219.0,730816635256.0,853731610464.0,215304877872.0,150000000000.0,478263090618.0,442176429679.0,1077193213363.0,592499880000.0,592499880000.0
16,2017/1/0/0,71840690693.0,626990411059.0,728734941879.0,480029324770.0,,417176493592.0,403169362314.0,1186170042070.0,569649880000.0,569649880000.0
17,2016/4/0/0,41448548972.0,568748920481.0,667534919901.0,406676809154.0,,455567565640.0,450591281857.0,1140284738375.0,569649880000.0,569649880000.0
18,2016/3/0/0,39129757913.0,452794707854.0,535587161272.0,215527556511.0,,491816358636.0,270402440661.0,908521146056.0,494999880000.0,518999880000.0
19,2016/2/0/0,33887241621.0,447802096702.0,517094984795.0,211652620139.0,31165218194.0,450225705752.0,237151347460.0,795893528361.0,494999880000.0,518999880000.0
20,2016/1/0/0,28459469111.0,367388672113.0,423552742882.0,252813635649.0,,494856285883.0,192655801417.0,598843441578.0,494999880000.0,494999880000.0
21,2015/4/0/0,21303375199.0,402756979629.0,459620575013.0,470061718120.0,,363509670487.0,214186555570.0,667079248529.0,494999880000.0,494999880000.0
22,2015/3/0/0,19891174661.0,408027734333.0,467440978697.0,227200512276.0,10000000000.0,372123722388.0,178726022264.0,581000655071.0,396000000000.0,396000000000.0
23,2015/2/0/0,5790593789.0,323297008095.0,369107895242.0,252136929527.0,10000000000.0,316598003829.0,203971928011.0,578086744318.0,396000000000.0,396000000000.0
24,2015/1/0/0,-6436330052.0,290659434678.0,318379498949.0,216882657990.0,30000000000.0,209995247947.0,154212536871.0,529156466446.0,396000000000.0,396000000000.0
25,2014/4/0/0,825205259.0,405609189336.0,444272916182.0,336807716067.0,30000000000.0,154088536599.0,137522087909.0,507673920248.0,,396000000000.0
26,2014/3/0/0,16581420567.0,358015776197.0,409307011959.0,104024469754.0,,145197955192.0,141326768113.0,440352174720.0,,198000000000.0
27,2014/2/0/0,15530007299.0,335407866981.0,383850285048.0,57789248387.0,,129994446521.0,179747992272.0,424331751504.0,,198000000000.0
28,2014/1/0/0,-11235795667.0,276673092011.0,296780822709.0,67033956590.0,30000000000.0,127949598730.0,126351420433.0,491142025425.0,,396000000000.0
29,2013/4/0/0,11412315962.0,286409479825.0,328467948047.0,130266723762.0,,146942387955.0,200025997066.0,515468247067.0,,198000000000.0
30,2013/3/0/0,13360111692.0,265312830107.0,309036475445.0,38081355707.0,,137282401638.0,143977295491.0,333218175997.0,,198000000000.0
31,2013/2/0/0,13281413083.0,231419606297.0,276072281125.0,45884372462.0,,200967343609.0,177069168313.0,379146099004.0,,198000000000.0
32,2013/1/0/0,17417700377.0,195830687906.0,243931078252.0,96503117149.0,,111203277078.0,154881323996.0,320273204760.0,,198000000000.0
33,2012/4/0/0,18572657747.0,232881551863.0,284925068560.0,103421045480.0,,93812818953.0,195577712457.0,357290324306.0,,198000000000.0
34,2012/3/0/0,11347803503.0,200654244052.0,243785091652.0,11298810127.0,1647640596.0,80535555306.0,154821168505.0,264191989248.0,,99000000000.0
35,2012/2/0/0,10728127886.0,174062936877.0,216588620905.0,24421087757.0,,72323127797.0,169405894582.0,302692087720.0,,99000000000.0
36,2012/1/0/0,15528999078.0,216094982255.0,264734451335.0,15684040462.0,,132398441481.0,132932413540.0,334544074743.0,,99000000000.0
37,2011/4/0/0,20814032182.0,228905984362.0,289235247085.0,32921082097.0,,110425880638.0,125598984405.0,342394479231.0,,99000000000.0
38,2011/3/0/0,18913483555.0,172676766371.0,222849371634.0,42730977544.0,,129593537470.0,122971420882.0,340529210510.0,,99000000000.0
39,2011/2/0/0,9173831561.0,161969085217.0,203723873756.0,19514488129.0,,149489329538.0,101703223507.0,327506473728.0,,99000000000.0
40,2011/1/0/0,16770091695.0,149339363098.0,194825638032.0,7851110788.0,,185288467709.0,64192766415.0,248664922533.0,,99000000000.0
41,2010/4/0/0,19923575544.0,153424355091.0,200490098622.0,20198710391.0,,161992940149.0,80938583080.0,212877986662.0,,99000000000.0
42,2010/3/0/0,41887030448.0,131951744828.0,201439015809.0,59834809550.0,,192596439478.0,72135304403.0,186351937567.0,,99000000000.0
43,2010/2/0/0,17167869003.0,119370717163.0,158737393013.0,40864651488.0,,147366760356.0,91483844582.0,154263688010.0,,99000000000.0
44,2010/1/0/0,11885602909.0,90790066566.0,122008751968.0,22041343583.0,,134730449952.0,70042406193.0,212687087815.0,,66000000000.0
45,2009/4/0/0,,,,,,,,,,
46,2009/3/0/0,,,,,,,,,,
47,2009/2/0/0,,,,,,,,,,
48,2009/1/0/0,,,,,,,,,,
49,2008/4/0/0,,,,,,,,,,
50,2008/3/0/0,,,,,,,,,,
51,2008/2/0/0,,,,,,,,,,
52,2008/1/0/0,,,,,,,,,,
