Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,71059455992,696227405948,864190034302,448602362371,357145959500,685787895696,557371372595,1398526542591,360000000000.0,360000000000.0
1,2020/4/0/0,118573124845,700378384830,911065461455,586730349036,357145959500,630024353120,511405345772,1417286669854,360000000000.0,360000000000.0
2,2020/3/0/0,87038679942,739797759408,907248060480,670417638838,354554267500,975948892388,407590679936,1825510738465,360000000000.0,360000000000.0
3,2020/2/0/0,60511218956,773987476223,916454552912,775763712017,46028131500,605867804664,402160157741,1354315193137,240000000000.0,240000000000.0
4,2020/1/0/0,42787622446,606569539081,721943783485,444716029125,66707036750,417074630912,489008578295,989036045058,240000000000.0,240000000000.0
5,2019/4/0/0,72164314601,658675633891,784735038360,391564413612,43334988664,381816767418,640811103055,1058535949171,240000000000.0,240000000000.0
6,2019/3/0/0,27668132000,582191713048,666847528397,226466011341,43308496264,255587702960,674860382943,821227680064,240000000000.0,240000000000.0
7,2019/2/0/0,30116301448,466621763544,542656642459,238439373566,39509465340,136724546459,758823741856,815004244473,190758250000.0,190758250000.0
8,2019/1/0/0,32376289545,451560693997,545251776717,253276008824,55099683700,232193954269,782906721278,991065332476,190758250000.0,190758250000.0
9,2018/4/0/0,74429566665,527214884099,646256698175,266563943415,17450683700,308843390795,843803074725,1132445009036,139245880000.0,139245880000.0
10,2018/3/0/0,24277876771,306088837624,360360545012,387923916057,20263751700,197635241083,687802769784,1046703521777,139245880000.0,139245880000.0
11,2018/2/0/0,22285403483,481921844611,566763995678,590942958979,20263751700,217157585007,437448227159,1032905218712,139245880000.0,139245880000.0
12,2018/1/0/0,41927484237,562576654393,680305566937,514836235922,19208714500,345322432312,364173749648,1043126413948,139245880000.0,139245880000.0
13,2017/4/0/0,82642527893,619336127507,775540290676,204332139701,6408714500,479874032276,397642524022,924217004806,139245880000.0,139245880000.0
14,2017/3/0/0,9573826978,315597220589,365248485615,308475444245,6394458500,159742830087,400601988868,799820185263,139245880000.0,139245880000.0
15,2017/2/0/0,15650300476,453787405606,513112476012,140847726916,3894458500,43908422117,302969923201,681441768222,139245880000.0,139245880000.0
16,2017/1/0/0,33420438042,427682890306,515874613329,183354177512,13388518500,256946792760,283258999373,641788186922,139245880000.0,139245880000.0
17,2016/4/0/0,-1663321303,205471481206,260444038197,118257074676,31388518500,112565698528,426393375850,635355789501,139245880000.0,139245880000.0
18,2016/3/0/0,24034060056,236487730821,300467353495,207847377244,2829482000,150001800226,256082033250,580542712200,139245880000.0,139245880000.0
19,2016/2/0/0,33596304544,274030443585,342950347873,144609983772,2829482000,196838517992,216440163635,512559252755,139245880000.0,139245880000.0
20,2016/1/0/0,36471087327,304197865044,386584385255,323473955925,2419946888,182044767877,204115420473,525967417673,139245880000.0,139245880000.0
21,2015/4/0/0,18894523285,244154763507,298091637103,264504040246,2419946888,158382418844,280386453196,535063177048,139245880000.0,139245880000.0
22,2015/3/0/0,23049722374,215858106422,271218273111,257364280884,2408294000,146915611689,224420714751,474562952225,139245880000.0,139245880000.0
23,2015/2/0/0,20129545382,244172991024,297995354810,230632975093,2824730000,128219642653,178355828574,425325568282,139245880000.0,139245880000.0
24,2015/1/0/0,7198989727,185904304659,217834931492,181270865339,2352946081,142597553634,246165996243,466405665295,,139245880000.0
25,2014/4/0/0,19619364491,225764750507,293569104516,266714846534,2938118581,167618810569,250637172897,526413500486,0.0,139245880000.0
26,2014/3/0/0,15616110183,214058338913,260956060974,185128771692,2975033500,213541801024,234732167671,500323686325,0.0,139245880000.0
27,2014/2/0/0,9376117131,341566346577,384248428486,142937891963,15480257713,226549331811,180304149170,429351183922,0.0,139245880000.0
28,2014/1/0/0,2605675777,143619352635,169491776210,143068971558,12524634713,224848324195,179485644112,446138436417,0.0,139245880000.0
29,2013/4/0/0,46686571279,252249122937,272347336481,103934362724,12524634713,314038597286,175100069047,489949233755,0.0,139245880000.0
30,2013/3/0/0,2937932,163424169036,190352972626,47965120523,8606873713,159425735651,186536450437,329695328302,0.0,139245880000.0
31,2013/2/0/0,229654383,152339220753,180131880789,104452847007,9264873713,127032389072,205764403330,354177722318,0.0,139245880000.0
32,2013/1/0/0,7311003080,206592728401,250613253813,160983980992,6493637803,165667432917,192103708708,435134059720,0.0,139245880000.0
33,2012/4/0/0,3883608500,207956577382,250430689064,202754170876,10043679213,93041367680,286871241526,514187374145,0.0,139245880000.0
34,2012/3/0/0,5283541057,275562116472,315460770149,223949407223,112160255807,179448187828,282303654903,612350216056,0.0,139245880000.0
35,2012/2/0/0,489998995,204809777771,237836185840,195364861021,102424343045,139760202788,276955159477,548515630847,0.0,133245880000.0
36,2012/1/0/0,17236238856,151826428228,190482471768,248932118618,51234237702,157568053727,189716149118,469145754209,0.0,133245880000.0
37,2011/4/0/0,11688336547,252911900504,293009891228,272094804568,43677268939,137415284629,146337606630,448067971464,0.0,129748165488.0
38,2011/3/0/0,18510744890,156988191992,187669077089,253263944606,31707037836,112651181553,140167094548,338700974505,0.0,127745880000.0
39,2011/2/0/0,16324138419,137164288073,173248722192,14258106443,242110698378,100988262810,90925982707,247572398580,0.0,127745880000.0
40,2011/1/0/0,16777208302,89809047934,118980228635,20900448909,213904178889,118758104186,101195780426,239627013967,0.0,127745880000.0
41,2010/4/0/0,11516380314,100362895078,123374904168,32883826582,221038880000,75710604191,63686340770,190113746428,0.0,127745880000.0
42,2010/3/0/0,9468769708,78849841637,97867865543,99655130573,104250000000,55755629953,65619525983,101804242070,0.0,127745880000.0
43,2010/2/0/0,6378983212,81608917442,95407072582,35359867452,126620694255,69394319737,54012199856,93550457409,0.0,127745880000.0
44,2010/1/0/0,8665548942,81836079513,99361910598,19867211353,137601550347,66293433727,62416672828,83047506775,0.0,102198180000.0
45,2009/4/0/0,21682405654,124837021783,157180218668,33701291267,130781049683,68114679325,52332532935,97350086602,0.0,102198180000.0
46,2009/3/0/0,11171889737,122176783728,145569841074,27260517428,144440678500,89875874908,58185066864,123527642600,0.0,102198180000.0
47,2009/2/0/0,13968299042,122199107103,144121698342,36584639247,94971460000,106917583551,41180013757,88058665255,0.0,102198180000.0
48,2009/1/0/0,9416416042,98986010755,115744381064,41402914358,80930005300,84046250342,57897377269,58886550965,0.0,102198180000.0
49,2008/4/0/0,10299189610,109646207184,128943960463,38805053642,48912505300,97136922288,68339378458,58744628716,0.0,102198180000.0
50,2008/3/0/0,6887803986,101706903305,115310323122,22997506551,97505229300,78033075991,95338142069,132491966404,0.0,102198180000.0
51,2008/2/0/0,7159312450,95560284723,106736720078,16335895564,120889505300,113274114787,77628031882,71893298463,0.0,102198180000.0
52,2008/1/0/0,6502142842,94730611567,106356307802,21380488328,165879505300,82784636460,42169918090,39296344361,0.0,102198180000.0
