Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,102592035159,3885063129,3693551089,147278084529,394602466882,464062423129,0.0,155046656153,414069640000.0,414069640000.0
1,2020/4/0/0,13401319964,4061178804,4106723200,12482983503,397604172497,428346145172,,87167692821,414069640000.0,414069640000.0
2,2020/3/0/0,63494234587,4436699999,4495818769,39522383788,433242603932,459398601299,,242009680505,414069640000.0,414069640000.0
3,2020/2/0/0,48795850507,5890006533,5967368329,10635673665,379227985008,451653481618,,214672792803,414069640000.0,414069640000.0
4,2020/1/0/0,-126869681813,7965208796,8190740980,7116693048,278009549086,253806551743,459000.0,187316136566,414069640000.0,414069640000.0
5,2019/4/0/0,11071816898,7585246440,7810126766,9041123871,451044949389,253275106734,459000.0,234350994238,414069640000.0,414069640000.0
6,2019/3/0/0,-4846875228,7469882041,7612970530,8528619266,529962554057,112054472022,421000.0,180058139206,414069640000.0,414069640000.0
7,2019/2/0/0,10839587779,7768238551,8169118927,10041519269,521437949791,103236725268,,159784370215,376438960000.0,376438960000.0
8,2019/1/0/0,-4822309981,9317641397,9844582178,9363041905,639205431894,72019510107,4801167.0,157455582376,376438960000.0,376438960000.0
9,2018/4/0/0,-6937119107,12468149824,12854731810,6413169093,640069690137,74918468131,1460167.0,154319754148,376438960000.0,376438960000.0
10,2018/3/0/0,19398455712,14407070520,14864699620,7643338159,472293211928,137862696130,4789000.0,45458178219,376438960000.0,376438960000.0
11,2018/2/0/0,11716906411,14014037294,14581159514,9014086972,443793643011,146678476118,,31805964237,327352100000.0,327352100000.0
12,2018/1/0/0,12359258164,11956941557,12624892874,8939847452,445606022195,133142389480,4535000.0,33026422256,327352100000.0,327352100000.0
13,2017/4/0/0,-339275732,13270700882,14358655022,13278714670,531783018240,46655466458,,49325706749,327352100000.0,327352100000.0
14,2017/3/0/0,3336203081,13458422127,14823936961,13833890624,532958038550,41362653477,4700000.0,45834864753,327352100000.0,327352100000.0
15,2017/2/0/0,3496024539,19942411816,22419066344,11718711807,538304101105,20988951142,,33105907038,327352100000.0,327352100000.0
16,2017/1/0/0,5998155237,16945277355,18801417182,8396127781,290493771014,158985026712,4957500.0,44544232518,327352100000.0,327352100000.0
17,2016/4/0/0,-8860530942,23899545332,27275391460,11499679326,402434599488,23086984980,275000.0,29240298680,327352100000.0,327352100000.0
18,2016/3/0/0,22253876447,10018811460,11094057757,32937607510,205815614501,247976999201,5150000.0,37860411770,284664470000.0,284664470000.0
19,2016/2/0/0,5951362379,20422014601,24314030092,11725506329,182188289437,241401252820,835000.0,31657415522,284664470000.0,284664470000.0
20,2016/1/0/0,40526538865,8425941404,9242583581,7097494406,252426042818,172340465869,4549000.0,47448188100,271109080000.0,271109080000.0
21,2015/4/0/0,46774593280,15604323849,17571649265,6421750862,149154750102,191019531105,899000.0,18822511586,271109080000.0,271109080000.0
22,2015/3/0/0,12814574712,14086204136,17061454383,116029033716,44590253938,11440345264,5539911.0,15279720188,271109080000.0,271109080000.0
23,2015/2/0/0,10967887644,25210176580,25992449869,43137059054,78044473938,56637417246,1671200.0,22038487295,271109080000.0,271109080000.0
24,2015/1/0/0,10575801989,6381365246,7393737496,83144203822,72790098355,55107673904,7397600.0,64244182134,,271109080000.0
25,2014/4/0/0,10177324046,9052209280,9439991150,1996964408,351463938,56279114503,3398500.0,57383882672,0.0,135555140000.0
26,2014/3/0/0,41002884425,14973955632,19376600951,16477847506,4351463938,74586619398,35068409.0,78644692219,0.0,135555140000.0
27,2014/2/0/0,8737441258,15859571297,22988397996,32674347869,351463938,25801758396,4549000.0,80258296241,0.0,135555140000.0
28,2014/1/0/0,12899170904,12628929973,17907428056,22692343480,4051463938,31854804350,9484000.0,77312265110,0.0,135555140000.0
29,2013/4/0/0,6830265562,13193969380,17831133800,41252671766,2051463938,28387208176,5720400.0,105253324431,0.0,135555140000.0
30,2013/3/0/0,3719201947,10166757357,14202245433,29822011336,3050048400,30548456461,10384650.0,106600655573,0.0,135555140000.0
31,2013/2/0/0,4914946117,6272663532,9540504834,30100159642,2050048400,33171325878,7271400.0,104647572337,0.0,135555140000.0
32,2013/1/0/0,3490396539,19536739369,22258511135,19674511270,1737128400,34912255773,12198100.0,96643980169,0.0,135555140000.0
33,2012/4/0/0,-2658811881,50869136121,53404032648,18698202762,537128400,65074372255,8863100.0,129717901097,0.0,135555140000.0
34,2012/3/0/0,3100048389,17645674613,21420551470,25975680331,599638355,45515712547,498738871.0,88847501946,0.0,135555140000.0
35,2012/2/0/0,2688423348,18628819928,22977744619,23549833545,580178355,61621271961,375837758.0,117833610974,0.0,135555140000.0
36,2012/1/0/0,967266277,18919770538,22089214070,22545147658,504364000,67597897873,359840513.0,124200382713,0.0,135555140000.0
37,2011/4/0/0,-2628925866,24933792842,29415928132,25453161516,504364000,69631384816,255945756.0,129581805687,0.0,135555140000.0
38,2011/3/0/0,630116246,27344724715,32748747249,15831620046,482371800,87881161613,716490309.0,93050818967,0.0,135555140000.0
39,2011/2/0/0,1369684418,27312583329,34359011374,16549090919,482371800,91912047317,457475364.0,100467737362,0.0,135555140000.0
40,2011/1/0/0,1551215835,24104281911,29766941384,14745240685,2047003200,89152811816,366092455.0,93557117838,0.0,135555140000.0
41,2010/4/0/0,0,23317012628,29601831196,12567326902,7106132600,96390764563,154042591.0,105303097750,0.0,135555140000.0
42,2010/3/0/0,1185277338,26296131237,32132872787,16684241292,608860000,82120042308,177604121.0,110626237047,0.0,135555140000.0
43,2010/2/0/0,0,92445535369,68948642753,11447689488,469680000,86312907282,223897756.0,122999985964,0.0,135555140000.0
44,2010/1/0/0,0,49395224552,34345291394,11489679579,490800000,94647463929,2403669196.0,184015436928,0.0,135555140000.0
45,2009/4/0/0,0,52502910460,39849520996,12034776719,355000000,91261663412,5650330216.0,199735576192,0.0,135555140000.0
46,2009/3/0/0,-21948289371,56652320449,43515059922,8364080829,355000000,105217490054,12485726970.0,177250759692,0.0,117880870000.0
47,2009/2/0/0,18583296778,62213273898,43789754629,7533922771,466841300,114208229179,9407418332.0,148391793525,0.0,117880870000.0
48,2009/1/0/0,0,48838003223,41503257788,6792829925,1042164300,131575347299,11407846564.0,148397476886,0.0,117880870000.0
49,2008/4/0/0,4695046763,65497004562,78084211932,29763459366,1042164300,107241059298,10471375632.0,136275458369,0.0,117880870000.0
50,2008/3/0/0,-13528012490,65952624309,48373858934,10915819787,999800000,88912314333,15110896957.0,91985470078,0.0,117880870000.0
51,2008/2/0/0,303039347,53440012164,54345768748,17495969190,14999800000,60246171772,10151170008.0,71211689617,0.0,117880870000.0
52,2008/1/0/0,0,51386024001,51980856253,67945435818,1801780000,51843885868,9197051729.0,130850512962,0.0,93878960000.0
