Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,4103912065,61831886528,68886886602,15499973617.0,155867615129.0,152463601606.0,1462812609.0,69794426307,131040000000.0,131040000000.0
1,2020/4/0/0,5669003207,62751289269,72898856214,20407199266.0,140109765802.0,163633688250.0,1421956454.0,80020832732,131040000000.0,131040000000.0
2,2020/3/0/0,7624708235,60807158086,72945862105,14027904730.0,155750995414.0,150021798543.0,1254675075.0,84526572999,131040000000.0,131040000000.0
3,2020/2/0/0,7438440475,57574719176,68793368208,19589498221.0,152936980868.0,154216987762.0,2790810496.0,106186806867,131040000000.0,131040000000.0
4,2020/1/0/0,5846444705,58091516888,67446033767,14631685855.0,135980329867.0,157813959558.0,648296692.0,74503696147,131040000000.0,131040000000.0
5,2019/4/0/0,5169583332,69285744787,78191087025,13215546389.0,134339867800.0,165494090487.0,571211602.0,91515936452,131040000000.0,131040000000.0
6,2019/3/0/0,7582990614,54072848541,67209362144,18433567663.0,136456137719.0,153303312816.0,996076749.0,96951339068,131040000000.0,131040000000.0
7,2019/2/0/0,7716213765,51981778615,63689066808,14142196930.0,135339237653.0,138549932847.0,614468646.0,90817578741,131040000000.0,131040000000.0
8,2019/1/0/0,8654076021,52055918067,62821452552,24423189014.0,118481664000.0,128153176504.0,403227166.0,60512432070,131040000000.0,131040000000.0
9,2018/4/0/0,5090136773,53321421534,64908291192,26542078222.0,102800968000.0,127477157685.0,1093123689.0,62045013172,131040000000.0,
10,2018/3/0/0,11571600439,45659135591,56700437507,42466882190.0,98264800000.0,113095677478.0,859579995.0,69694392301,131040000000.0,131040000000.0
11,2018/2/0/0,6638480869,39951659496,53206120920,32795704693.0,98469680000.0,107007826665.0,1273065350.0,72188147675,131040000000.0,131040000000.0
12,2018/1/0/0,3961970780,36890510154,44745887852,29911543589.0,96993720000.0,92203375767.0,1078916473.0,48709009683,131040000000.0,131040000000.0
13,2017/4/0/0,6053919838,29863345273,38805552753,36681524642.0,86861176000.0,91826179542.0,734065118.0,57559476122,131040000000.0,131040000000.0
14,2017/3/0/0,3988312613,40605668632,49926147786,54400720348.0,87077767889.0,100854307514.0,620702103.0,96982227080,131040000000.0,131040000000.0
15,2017/2/0/0,5308861140,41310817087,49717562541,89871417916.0,73990879270.0,85762874382.0,322380348.0,74710718248,131040000000.0,131040000000.0
16,2017/1/0/0,4788646295,32302685587,42732660536,,,,,46908861818,131040000000.0,
17,2016/4/0/0,3102300500,33553504549,37623817302,89130478094.0,105990879270.0,96683650288.0,182723946.0,36976872651,,131040000000.0
18,2016/3/0/0,4487942664,40077432939,49643516433,98142509660.0,95990879270.0,131243026635.0,153458665.0,74826655726,,131040000000.0
19,2016/2/0/0,8432186182,36923221759,52339048382,80485671566.0,70990879270.0,156803437729.0,229492299.0,66315989614,,131040000000.0
20,2016/1/0/0,6187001869,35967635882,45896049270,72928106042.0,34990879270.0,183000879964.0,295968018.0,41829735504,,131040000000.0
21,2015/4/0/0,13361338109,34760841762,53585417832,62379525497.0,34990879270.0,181613170784.0,318757215.0,39681873032,,131040000000.0
