Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,74663630123,47898837282,155575209939,39168373147,74394000000.0,158051052910,4604325810,188716886923,635000000000.0,635000000000.0
1,2020/4/0/0,51110050295,58123164789,140658571859,110345444910,15965000000.0,116802763142,4514292409,80894239966,635000000000.0,635000000000.0
2,2020/3/0/0,75993804973,54187336296,159561569555,54766662415,30630000000.0,160537222760,4717519453,102829918243,635000000000.0,635000000000.0
3,2020/2/0/0,71074842436,46380748002,146212597814,62016643485,44334000000.0,180221961675,5718744242,226996402556,635000000000.0,635000000000.0
4,2020/1/0/0,20104045358,40907607251,86578027774,61211827091,44334000000.0,109575218188,5045862634,246901921334,635000000000.0,635000000000.0
5,2019/4/0/0,5918645319,34723029998,61394145138,35685593416,39459000000.0,101178149291,4690271052,121221154540,635000000000.0,635000000000.0
6,2019/3/0/0,23428222339,26993343321,54697248693,352697022763,120203000000.0,149707132332,4321185870,46853786146,635000000000.0,635000000000.0
7,2019/2/0/0,56555551160,32140138024,97297672591,184117758352,286629000000.0,115447823411,4336220950,43958325994,635000000000.0,635000000000.0
8,2019/1/0/0,44933536958,30291995625,83523380856,21877549769,406629000000.0,111620998453,4321747341,62636801019,635000000000.0,635000000000.0
9,2018/4/0/0,53028904209,38701993016,113532538029,79328695146,408676500000.0,90092415994,4183465143,120402315195,635000000000.0,635000000000.0
10,2018/3/0/0,46906259565,32215342901,89285163832,6027433190,440020199233.0,93747851374,4648013671,49595316979,635000000000.0,635000000000.0
11,2018/2/0/0,26960958700,28388631859,59000686822,7246671468,394577281448.0,67060290197,4560569359,36624739633,635000000000.0,635000000000.0
12,2018/1/0/0,78651120871,34707679735,134256940536,32759723558,323577281448.0,161461098539,4485583286,123631745025,635000000000.0,635000000000.0
13,2017/4/0/0,37934942824,37163405262,93252212294,15155054754,323577281448.0,58382370236,4397682691,26263139649,635000000000.0,
14,2017/3/0/0,62644323320,34694795752,116642137392,53239847931,264879306450.0,187226355975,4912678339,34997907405,635000000000.0,635000000000.0
15,2017/2/0/0,27428323449,25597759031,58587981650,67552376919,288513820166.0,60380005848,4997595715,18638232128,635000000000.0,635000000000.0
16,2017/1/0/0,38215888363,27427401862,74359198604,15181414132,348066645773.0,74598456977,4956643547,78932948115,635000000000.0,635000000000.0
17,2016/4/0/0,-5531728863,22207905416,18805152717,24229101167,353566645773.0,38965849563,5056329439,41592129786,635000000000.0,635000000000.0
18,2016/3/0/0,43149455316,30329585159,83334266434,30010245722,366236056983.0,80415372260,5290226941,29547689118,635000000000.0,635000000000.0
19,2016/2/0/0,43585881201,26622069518,76594044069,18876842884,332427702448.0,71345754533,5585445622,20722268651,635000000000.0,635000000000.0
20,2016/1/0/0,30094214761,20498821339,62467115956,49445103878,292691032856.0,80771857737,5492016775,21888969721,635000000000.0,635000000000.0
21,2015/4/0/0,22390609375,28530668518,58721158802,53782863176,289724592557.0,48949067313,5228868255,30704532513,635000000000.0,635000000000.0
22,2015/3/0/0,7841894143,18070060701,32933659711,163891367679,203053118763.0,59484215750,7498030705,13491422864,635000000000.0,635000000000.0
23,2015/2/0/0,49781336662,30309890205,88153150832,203018896782,105710791763.0,118554889930,9042208812,28655273070,635000000000.0,635000000000.0
24,2015/1/0/0,35930948822,22208582005,71279247300,269455144050,114547791763.0,101216256720,7485463170,16153151277,,
25,2014/4/0/0,34987598708,32262218901,77927839970,274861314761,112593354050.0,103203444425,6710584881,51412397205,0.0,635000000000.0
26,2014/3/0/0,27745438289,24253656407,57964540593,357516763585,,101659593136,7986311334,27181691322,0.0,635000000000.0
27,2014/2/0/0,57489407164,37365399591,112581998156,338635534874,,92202314861,7742907169,44561503890,0.0,635000000000.0
28,2014/1/0/0,23793564433,32868913907,63438245100,355615303481,,79714202611,8035748455,27321572927,0.0,635000000000.0
29,2013/4/0/0,24223544711,41059488764,72188688831,339632755316,,61211108814,8390364963,30094218227,0.0,635000000000.0
30,2013/3/0/0,58734542100,27424691243,95416207433,125946941408,120000000001.0,92261020332,12059819287,32491038346,0.0,635000000000.0
31,2013/2/0/0,50339369525,30626670386,87293806189,287000001944,26141263441.0,62572651337,11954354389,146472609886,0.0,635000000000.0
