Unnamed: 0,Time,Reported_Earnings,COGS,Sales,Cash,Investments,Receivable,Inventory,Debts,Co phieu Pho Thong,Volume
0,2021/1/0/0,13036120607.0,1092416720236.0,1125338266417.0,329344079599.0,470000000000.0,774182006537.0,1016391279221.0,2459331642479.0,738303930000.0,738303930000.0
1,2020/4/0/0,19741544070.0,1230087943795.0,1252055918305.0,367662899269.0,480000000000.0,784058285285.0,820274666448.0,2342034236480.0,738303930000.0,738303930000.0
2,2020/3/0/0,26733756188.0,1104525818417.0,1151810067908.0,363532629430.0,480000000000.0,803980321876.0,698876823637.0,2267454098383.0,738303930000.0,738303930000.0
3,2020/2/0/0,25248822715.0,869895000222.0,902086846558.0,286566478989.0,450000000000.0,680358621499.0,684108701441.0,2063032179380.0,738303930000.0,738303930000.0
4,2020/1/0/0,-41736009435.0,755792846453.0,755838947363.0,228184631726.0,370000000000.0,617732726121.0,759478094631.0,2051256190791.0,738303930000.0,738303930000.0
5,2019/4/0/0,-77582428135.0,1175493119121.0,1144989902521.0,288241950781.0,255000000000.0,778317106923.0,704801342958.0,2089723689957.0,738303930000.0,738303930000.0
6,2019/3/0/0,-75323528806.0,1127612372068.0,1086394207307.0,245794111155.0,110000000000.0,730371328129.0,773043604358.0,1894125131956.0,738303930000.0,738303930000.0
7,2019/2/0/0,-32188345087.0,1324847807994.0,1333552842069.0,20906261410.0,200000000000.0,803571620441.0,1086704432457.0,2123355552381.0,738303930000.0,738303930000.0
8,2019/1/0/0,-33622198155.0,1025047281027.0,1028066832277.0,17733058706.0,200000000000.0,803718647008.0,881600150691.0,1873428895901.0,738303930000.0,738303930000.0
9,2018/4/0/0,-195635508166.0,1523065543990.0,1372173532476.0,21353737164.0,200000000000.0,938212724981.0,870194799714.0,1966566292809.0,738303930000.0,738303930000.0
10,2018/3/0/0,-64459805787.0,1207377662894.0,1182287102763.0,1135162825.0,230000000000.0,877707194332.0,1015011800070.0,1860529136381.0,738303930000.0,738303930000.0
11,2018/2/0/0,-67983901977.0,1390591763270.0,1373902087611.0,13424215233.0,230000000000.0,693496751749.0,823460980751.0,1462336889582.0,738303930000.0,738303930000.0
12,2018/1/0/0,1827039653.0,1268223617738.0,1300476308959.0,22408404049.0,399223126574.0,1413983555227.0,666610898637.0,2133420320350.0,738303930000.0,738303930000.0
13,2017/4/0/0,,,,,,,,,,
