date,Value Volume,Symbol
05/8/2021,329846.1538461539,VIP
05/5/2021,397933.3333333333,VIP
05/2/2021,838553.8461538461,VIP
05/11/2020,103387.69230769231,VIP
05/8/2020,236578.46153846153,VIP
05/5/2020,131226.0,VIP
05/2/2020,38343.75,VIP
05/11/2019,17686.666666666668,VIP
05/8/2019,91971.81818181818,VIP
05/5/2019,56172.857142857145,VIP
05/2/2019,32721.0,VIP
05/11/2018,46675.454545454544,VIP
05/8/2018,31590.909090909092,VIP
05/5/2018,56022.5,VIP
05/2/2018,113364.44444444444,VIP
05/11/2017,47795.454545454544,VIP
05/8/2017,106195.83333333333,VIP
05/5/2017,152996.0,VIP
05/2/2017,74990.0,VIP
05/11/2016,79047.5,VIP
05/8/2016,301632.3076923077,VIP
05/5/2016,190294.0,VIP
05/2/2016,172714.61538461538,VIP
05/11/2015,135987.6923076923,VIP
05/8/2015,223576.15384615384,VIP
05/5/2015,298946.25,VIP
05/2/2015,376206.92307692306,VIP
05/11/2014,301673.07692307694,VIP
05/8/2014,330725.8333333333,VIP
05/5/2014,608357.5,VIP
05/2/2014,765756.6666666666,VIP
05/11/2013,767665.0,VIP
05/8/2013,242356.36363636365,VIP
05/5/2013,387435.71428571426,VIP
05/2/2013,662336.6666666666,VIP
05/11/2012,203790.9090909091,VIP
05/8/2012,214664.54545454544,VIP
05/5/2012,1230605.5555555555,VIP
05/2/2012,181931.66666666666,VIP
05/11/2011,113477.5,VIP
05/8/2011,54687.692307692305,VIP
05/5/2011,59342.0,VIP
05/2/2011,88017.14285714286,VIP
05/11/2010,155026.92307692306,VIP
05/8/2010,79253.84615384616,VIP
05/5/2010,521511.1111111111,VIP
05/2/2010,286236.1538461539,VIP
05/11/2009,1302851.5384615385,VIP
05/8/2009,262031.53846153847,VIP
05/5/2009,368683.0,VIP
05/2/2009,144936.25,VIP
05/11/2008,254590.76923076922,VIP
05/8/2008,12445.0,VIP
05/5/2008,45893.75,VIP
05/2/2008,66986.0,VIP
