date,Value Volume,Symbol
05/8/2021,1692.3076923076924,LM8
05/5/2021,3588.8888888888887,LM8
05/2/2021,3892.3076923076924,LM8
05/11/2020,1089.2307692307693,LM8
05/8/2020,3166.923076923077,LM8
05/5/2020,141.0,LM8
05/2/2020,28.75,LM8
05/11/2019,1131.6666666666667,LM8
05/8/2019,0.0,LM8
05/5/2019,260.0,LM8
05/2/2019,67.0,LM8
05/11/2018,1672.7272727272727,LM8
05/8/2018,4525.454545454545,LM8
05/5/2018,7600.0,LM8
05/2/2018,13648.888888888889,LM8
05/11/2017,2203.6363636363635,LM8
05/8/2017,2495.8333333333335,LM8
05/5/2017,292.0,LM8
05/2/2017,4691.666666666667,LM8
05/11/2016,2519.1666666666665,LM8
05/8/2016,4541.538461538462,LM8
05/5/2016,14795.0,LM8
05/2/2016,1332.3076923076924,LM8
05/11/2015,11176.153846153846,LM8
05/8/2015,7950.0,LM8
05/5/2015,2105.0,LM8
05/2/2015,4712.307692307692,LM8
05/11/2014,9178.461538461539,LM8
05/8/2014,6881.666666666667,LM8
05/5/2014,1808.75,LM8
05/2/2014,6650.0,LM8
05/11/2013,9258.333333333334,LM8
05/8/2013,8318.181818181818,LM8
05/5/2013,5014.285714285715,LM8
05/2/2013,5805.833333333333,LM8
05/11/2012,4102.727272727273,LM8
05/8/2012,9859.09090909091,LM8
05/5/2012,14506.666666666666,LM8
05/2/2012,4163.333333333333,LM8
05/11/2011,235.0,LM8
05/8/2011,2391.5384615384614,LM8
05/5/2011,4357.0,LM8
05/2/2011,2201.4285714285716,LM8
05/11/2010,,LM8
05/8/2010,,LM8
05/5/2010,,LM8
05/2/2010,,LM8
05/11/2009,,LM8
05/8/2009,,LM8
05/5/2009,,LM8
05/2/2009,,LM8
05/11/2008,,LM8
05/8/2008,,LM8
05/5/2008,,LM8
05/2/2008,,LM8
