date,Value Volume,Symbol
05/8/2021,9215.384615384615,NVT
05/5/2021,17633.333333333332,NVT
05/2/2021,8153.846153846154,NVT
05/11/2020,5576.923076923077,NVT
05/8/2020,2056.923076923077,NVT
05/5/2020,1526.0,NVT
05/2/2020,4487.5,NVT
05/11/2019,4208.333333333333,NVT
05/8/2019,17650.909090909092,NVT
05/5/2019,12175.714285714286,NVT
05/2/2019,46928.0,NVT
05/11/2018,59257.27272727273,NVT
05/8/2018,17604.545454545456,NVT
05/5/2018,32281.25,NVT
05/2/2018,1359190.0,NVT
05/11/2017,153371.81818181818,NVT
05/8/2017,878585.0,NVT
05/5/2017,154623.0,NVT
05/2/2017,302075.0,NVT
05/11/2016,134890.83333333334,NVT
05/8/2016,315684.6153846154,NVT
05/5/2016,334880.0,NVT
05/2/2016,69362.30769230769,NVT
05/11/2015,90858.46153846153,NVT
05/8/2015,169353.07692307694,NVT
05/5/2015,152536.25,NVT
05/2/2015,240503.07692307694,NVT
05/11/2014,223746.15384615384,NVT
05/8/2014,81665.0,NVT
05/5/2014,147790.0,NVT
05/2/2014,162346.66666666666,NVT
05/11/2013,50635.0,NVT
05/8/2013,14867.272727272728,NVT
05/5/2013,88994.28571428571,NVT
05/2/2013,179835.83333333334,NVT
05/11/2012,185246.36363636365,NVT
05/8/2012,353329.0909090909,NVT
05/5/2012,1287042.2222222222,NVT
05/2/2012,736186.6666666666,NVT
05/11/2011,90825.83333333333,NVT
05/8/2011,67368.46153846153,NVT
05/5/2011,183708.0,NVT
05/2/2011,593142.8571428572,NVT
05/11/2010,301480.76923076925,NVT
05/8/2010,807329.2307692308,NVT
05/5/2010,,NVT
05/2/2010,,NVT
05/11/2009,,NVT
05/8/2009,,NVT
05/5/2009,,NVT
05/2/2009,,NVT
05/11/2008,,NVT
05/8/2008,,NVT
05/5/2008,,NVT
05/2/2008,,NVT
