date,Value Volume,Symbol
05/8/2021,182538.46153846153,QCG
05/5/2021,600711.1111111111,QCG
05/2/2021,614453.8461538461,QCG
05/11/2020,171831.53846153847,QCG
05/8/2020,249499.23076923078,QCG
05/5/2020,769013.0,QCG
05/2/2020,58710.0,QCG
05/11/2019,139171.66666666666,QCG
05/8/2019,146492.72727272726,QCG
05/5/2019,658698.5714285715,QCG
05/2/2019,832667.0,QCG
05/11/2018,2190025.4545454546,QCG
05/8/2018,2121990.909090909,QCG
05/5/2018,1626136.25,QCG
05/2/2018,2011701.111111111,QCG
05/11/2017,480011.8181818182,QCG
05/8/2017,366461.6666666667,QCG
05/5/2017,361763.0,QCG
05/2/2017,24246.666666666668,QCG
05/11/2016,22972.5,QCG
05/8/2016,61595.38461538462,QCG
05/5/2016,100950.0,QCG
05/2/2016,74968.46153846153,QCG
05/11/2015,64233.846153846156,QCG
05/8/2015,98640.0,QCG
05/5/2015,77360.0,QCG
05/2/2015,569762.3076923077,QCG
05/11/2014,373251.53846153844,QCG
05/8/2014,68385.0,QCG
05/5/2014,237345.0,QCG
05/2/2014,26923.333333333332,QCG
05/11/2013,32907.5,QCG
05/8/2013,25319.090909090908,QCG
05/5/2013,54187.142857142855,QCG
05/2/2013,35378.333333333336,QCG
05/11/2012,21813.636363636364,QCG
05/8/2012,80947.27272727272,QCG
05/5/2012,752198.8888888889,QCG
05/2/2012,19095.0,QCG
05/11/2011,142067.5,QCG
05/8/2011,16233.846153846154,QCG
05/5/2011,251772.0,QCG
05/2/2011,481720.0,QCG
05/11/2010,158527.6923076923,QCG
05/8/2010,,QCG
05/5/2010,,QCG
05/2/2010,,QCG
05/11/2009,,QCG
05/8/2009,,QCG
05/5/2009,,QCG
05/2/2009,,QCG
05/11/2008,,QCG
05/8/2008,,QCG
05/5/2008,,QCG
05/2/2008,,QCG
