date,Value Volume,Symbol
05/8/2021,2001738.4615384615,NTL
05/5/2021,641533.3333333334,NTL
05/2/2021,1165530.7692307692,NTL
05/11/2020,459146.1538461539,NTL
05/8/2020,268304.6153846154,NTL
05/5/2020,203251.0,NTL
05/2/2020,129821.25,NTL
05/11/2019,121345.83333333333,NTL
05/8/2019,652780.9090909091,NTL
05/5/2019,460241.4285714286,NTL
05/2/2019,187851.0,NTL
05/11/2018,391293.63636363635,NTL
05/8/2018,221540.0,NTL
05/5/2018,297516.25,NTL
05/2/2018,696705.5555555555,NTL
05/11/2017,380383.63636363635,NTL
05/8/2017,328428.3333333333,NTL
05/5/2017,294718.0,NTL
05/2/2017,126903.33333333333,NTL
05/11/2016,168548.33333333334,NTL
05/8/2016,386710.0,NTL
05/5/2016,392252.0,NTL
05/2/2016,373316.1538461539,NTL
05/11/2015,683133.8461538461,NTL
05/8/2015,305973.8461538461,NTL
05/5/2015,461135.0,NTL
05/2/2015,150226.15384615384,NTL
05/11/2014,276168.46153846156,NTL
05/8/2014,579523.3333333334,NTL
05/5/2014,465451.25,NTL
05/2/2014,1119641.6666666667,NTL
05/11/2013,1151109.1666666667,NTL
05/8/2013,481284.54545454547,NTL
05/5/2013,212758.57142857142,NTL
05/2/2013,450844.1666666667,NTL
05/11/2012,69103.63636363637,NTL
05/8/2012,148301.81818181818,NTL
05/5/2012,903044.4444444445,NTL
05/2/2012,453115.0,NTL
05/11/2011,188190.0,NTL
05/8/2011,95974.61538461539,NTL
05/5/2011,20181.0,NTL
05/2/2011,62968.57142857143,NTL
05/11/2010,87874.61538461539,NTL
05/8/2010,103173.84615384616,NTL
05/5/2010,190485.55555555556,NTL
05/2/2010,113081.53846153847,NTL
05/11/2009,278467.6923076923,NTL
05/8/2009,145133.84615384616,NTL
05/5/2009,49393.0,NTL
05/2/2009,25571.25,NTL
05/11/2008,48772.307692307695,NTL
05/8/2008,107368.33333333333,NTL
05/5/2008,5005.0,NTL
05/2/2008,113867.0,NTL
