date,Value Volume,Symbol
05/8/2021,515.3846153846154,PDN
05/5/2021,877.7777777777778,PDN
05/2/2021,815.3846153846154,PDN
05/11/2020,544.6153846153846,PDN
05/8/2020,3783.846153846154,PDN
05/5/2020,883.0,PDN
05/2/2020,3126.25,PDN
05/11/2019,222.5,PDN
05/8/2019,910.9090909090909,PDN
05/5/2019,1384.2857142857142,PDN
05/2/2019,586.0,PDN
05/11/2018,574.5454545454545,PDN
05/8/2018,167.27272727272728,PDN
05/5/2018,661.25,PDN
05/2/2018,1866.6666666666667,PDN
05/11/2017,2656.3636363636365,PDN
05/8/2017,870.0,PDN
05/5/2017,1825.0,PDN
05/2/2017,638.3333333333334,PDN
05/11/2016,276.6666666666667,PDN
05/8/2016,739.2307692307693,PDN
05/5/2016,1947.0,PDN
05/2/2016,1483.8461538461538,PDN
05/11/2015,1427.6923076923076,PDN
05/8/2015,1838.4615384615386,PDN
05/5/2015,1812.5,PDN
05/2/2015,2287.6923076923076,PDN
05/11/2014,2466.923076923077,PDN
05/8/2014,6251.666666666667,PDN
05/5/2014,3905.0,PDN
05/2/2014,6188.333333333333,PDN
05/11/2013,14169.166666666666,PDN
05/8/2013,1487.2727272727273,PDN
05/5/2013,1824.2857142857142,PDN
05/2/2013,7285.833333333333,PDN
05/11/2012,38.18181818181818,PDN
05/8/2012,10.0,PDN
05/5/2012,8246.666666666666,PDN
05/2/2012,3.3333333333333335,PDN
05/11/2011,2595.0,PDN
05/8/2011,0.0,PDN
05/5/2011,0.0,PDN
05/2/2011,0.0,PDN
05/11/2010,0.0,PDN
05/8/2010,253.84615384615384,PDN
05/5/2010,,PDN
05/2/2010,,PDN
05/11/2009,,PDN
05/8/2009,,PDN
05/5/2009,,PDN
05/2/2009,,PDN
05/11/2008,,PDN
05/8/2008,,PDN
05/5/2008,,PDN
05/2/2008,,PDN
