date,Value Volume,Symbol
05/8/2021,6607.692307692308,RIC
05/5/2021,87644.44444444444,RIC
05/2/2021,36207.692307692305,RIC
05/11/2020,856.9230769230769,RIC
05/8/2020,2436.153846153846,RIC
05/5/2020,239.0,RIC
05/2/2020,681.25,RIC
05/11/2019,506.6666666666667,RIC
05/8/2019,328.1818181818182,RIC
05/5/2019,185.71428571428572,RIC
05/2/2019,237.0,RIC
05/11/2018,22501.81818181818,RIC
05/8/2018,657.2727272727273,RIC
05/5/2018,6350.0,RIC
05/2/2018,7901.111111111111,RIC
05/11/2017,1506.3636363636363,RIC
05/8/2017,916.6666666666666,RIC
05/5/2017,35.0,RIC
05/2/2017,543.3333333333334,RIC
05/11/2016,561.6666666666666,RIC
05/8/2016,3096.153846153846,RIC
05/5/2016,1155.0,RIC
05/2/2016,365.38461538461536,RIC
05/11/2015,4550.7692307692305,RIC
05/8/2015,375.38461538461536,RIC
05/5/2015,718.75,RIC
05/2/2015,4926.153846153846,RIC
05/11/2014,8418.461538461539,RIC
05/8/2014,5503.333333333333,RIC
05/5/2014,2891.25,RIC
05/2/2014,3073.3333333333335,RIC
05/11/2013,6763.333333333333,RIC
05/8/2013,2952.7272727272725,RIC
05/5/2013,1445.7142857142858,RIC
05/2/2013,7492.5,RIC
05/11/2012,1030.0,RIC
05/8/2012,482.72727272727275,RIC
05/5/2012,15834.444444444445,RIC
05/2/2012,4323.333333333333,RIC
05/11/2011,530.0,RIC
05/8/2011,656.1538461538462,RIC
05/5/2011,1870.0,RIC
05/2/2011,8098.571428571428,RIC
05/11/2010,1801.5384615384614,RIC
05/8/2010,2583.846153846154,RIC
05/5/2010,26847.777777777777,RIC
05/2/2010,2972.3076923076924,RIC
05/11/2009,14510.0,RIC
05/8/2009,15291.538461538461,RIC
05/5/2009,10071.0,RIC
05/2/2009,20128.75,RIC
05/11/2008,7398.461538461538,RIC
05/8/2008,21504.166666666668,RIC
05/5/2008,12723.75,RIC
05/2/2008,32054.0,RIC
